"trainer/global_step","2e4 - _step","2e4 - _step__MIN","2e4 - _step__MAX","2e4 - val-Loss F","2e4 - val-Loss F__MIN","2e4 - val-Loss F__MAX","4e5 EF - _step","4e5 EF - _step__MIN","4e5 EF - _step__MAX","4e5 EF - val-Loss F","4e5 EF - val-Loss F__MIN","4e5 EF - val-Loss F__MAX","7e5 - _step","7e5 - _step__MIN","7e5 - _step__MAX","7e5 - val-Loss F","7e5 - val-Loss F__MIN","7e5 - val-Loss F__MAX","5e5 - _step","5e5 - _step__MIN","5e5 - _step__MAX","5e5 - val-Loss F","5e5 - val-Loss F__MIN","5e5 - val-Loss F__MAX","3e5 - _step","3e5 - _step__MIN","3e5 - _step__MAX","3e5 - val-Loss F","3e5 - val-Loss F__MIN","3e5 - val-Loss F__MAX","6e5 - _step","6e5 - _step__MIN","6e5 - _step__MAX","6e5 - val-Loss F","6e5 - val-Loss F__MIN","6e5 - val-Loss F__MAX","2e5 - _step","2e5 - _step__MIN","2e5 - _step__MAX","2e5 - val-Loss F","2e5 - val-Loss F__MIN","2e5 - val-Loss F__MAX","1e4 EF - _step","1e4 EF - _step__MIN","1e4 EF - _step__MAX","1e4 EF - val-Loss F","1e4 EF - val-Loss F__MIN","1e4 EF - val-Loss F__MAX","1e6 EF - _step","1e6 EF - _step__MIN","1e6 EF - _step__MAX","1e6 EF - val-Loss F","1e6 EF - val-Loss F__MIN","1e6 EF - val-Loss F__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-Loss F","1e3 - val-Loss F__MIN","1e3 - val-Loss F__MAX","1e5 EF - _step","1e5 EF - _step__MIN","1e5 EF - _step__MAX","1e5 EF - val-Loss F","1e5 EF - val-Loss F__MIN","1e5 EF - val-Loss F__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-Loss F","1e6 - val-Loss F__MIN","1e6 - val-Loss F__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-Loss F","1e4 - val-Loss F__MIN","1e4 - val-Loss F__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-Loss F","1e5 - val-Loss F__MIN","1e5 - val-Loss F__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-Loss F","4e5 - val-Loss F__MIN","4e5 - val-Loss F__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-Loss F","8e5 - val-Loss F__MIN","8e5 - val-Loss F__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-Loss F","1.7e6 - val-Loss F__MIN","1.7e6 - val-Loss F__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-Loss F","8e4 - val-Loss F__MIN","8e4 - val-Loss F__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-Loss F","6e4 - val-Loss F__MIN","6e4 - val-Loss F__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-Loss F","4e4 - val-Loss F__MIN","4e4 - val-Loss F__MAX"
"25599","51219","51219","51219","0.01991819031536579","0.01991819031536579","0.01991819031536579","","","","","","","51219","51219","51219","0.019679589197039604","0.019679589197039604","0.019679589197039604","51219","51219","51219","0.020334206521511078","0.020334206521511078","0.020334206521511078","","","","","","","51219","51219","51219","0.019353331997990608","0.019353331997990608","0.019353331997990608","51219","51219","51219","0.020247502252459526","0.020247502252459526","0.020247502252459526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28799","","","","","","","57625","57625","57625","0.02148008719086647","0.02148008719086647","0.02148008719086647","","","","","","","","","","","","","57625","57625","57625","0.01938195899128914","0.01938195899128914","0.01938195899128914","","","","","","","","","","","","","57792","57792","57792","0.055492665618658066","0.055492665618658066","0.055492665618658066","57625","57625","57625","0.021680248901247978","0.021680248901247978","0.021680248901247978","59527","59527","59527","0.10408851504325867","0.10408851504325867","0.10408851504325867","57626","57626","57626","0.024944927543401718","0.024944927543401718","0.024944927543401718","57625","57625","57625","0.019342090934515","0.019342090934515","0.019342090934515","57792","57792","57792","0.04367687180638313","0.04367687180638313","0.04367687180638313","57626","57626","57626","0.02168026752769947","0.02168026752769947","0.02168026752769947","57625","57625","57625","0.01919282227754593","0.01919282227754593","0.01919282227754593","57625","57625","57625","0.01923183538019657","0.01923183538019657","0.01923183538019657","57625","57625","57625","0.018579281866550446","0.018579281866550446","0.018579281866550446","57631","57631","57631","0.022576840594410896","0.022576840594410896","0.022576840594410896","57638","57638","57638","0.02324175275862217","0.02324175275862217","0.02324175275862217","57654","57654","57654","0.02549256943166256","0.02549256943166256","0.02549256943166256"
"31999","64024","64024","64024","0.018920453265309334","0.018920453265309334","0.018920453265309334","","","","","","","64024","64024","64024","0.018602898344397545","0.018602898344397545","0.018602898344397545","64024","64024","64024","0.018489621579647064","0.018489621579647064","0.018489621579647064","","","","","","","64024","64024","64024","0.018248405307531357","0.018248405307531357","0.018248405307531357","64024","64024","64024","0.018104635179042816","0.018104635179042816","0.018104635179042816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32399","","","","","","","64829","64829","64829","0.020926423370838165","0.020926423370838165","0.020926423370838165","","","","","","","","","","","","","64829","64829","64829","0.020209090784192085","0.020209090784192085","0.020209090784192085","","","","","","","","","","","","","65016","65016","65016","0.05581926554441452","0.05581926554441452","0.05581926554441452","64829","64829","64829","0.02115435153245926","0.02115435153245926","0.02115435153245926","66968","66968","66968","0.1038549542427063","0.1038549542427063","0.1038549542427063","64829","64829","64829","0.02458989806473255","0.02458989806473255","0.02458989806473255","64829","64829","64829","0.018401890993118286","0.018401890993118286","0.018401890993118286","65016","65016","65016","0.04355180263519287","0.04355180263519287","0.04355180263519287","64829","64829","64829","0.020087743178009987","0.020087743178009987","0.020087743178009987","64829","64829","64829","0.018756652250885963","0.018756652250885963","0.018756652250885963","64829","64829","64829","0.018392790108919144","0.018392790108919144","0.018392790108919144","64829","64829","64829","0.01832207851111889","0.01832207851111889","0.01832207851111889","64834","64834","64834","0.021203195676207542","0.021203195676207542","0.021203195676207542","64843","64843","64843","0.023563286289572716","0.023563286289572716","0.023563286289572716","64860","64860","64860","0.02522159367799759","0.02522159367799759","0.02522159367799759"
"35999","","","","","","","72032","72032","72032","0.02125745452940464","0.02125745452940464","0.02125745452940464","","","","","","","","","","","","","72032","72032","72032","0.018567316234111786","0.018567316234111786","0.018567316234111786","","","","","","","","","","","","","72240","72240","72240","0.05504545941948891","0.05504545941948891","0.05504545941948891","72032","72032","72032","0.019726496189832687","0.019726496189832687","0.019726496189832687","74409","74409","74409","0.10400731861591339","0.10400731861591339","0.10400731861591339","72033","72033","72033","0.023953137919306755","0.023953137919306755","0.023953137919306755","72032","72032","72032","0.018183348700404167","0.018183348700404167","0.018183348700404167","72240","72240","72240","0.043592873960733414","0.043592873960733414","0.043592873960733414","72033","72033","72033","0.01967175304889679","0.01967175304889679","0.01967175304889679","72032","72032","72032","0.018322428688406944","0.018322428688406944","0.018322428688406944","72032","72032","72032","0.018443070352077484","0.018443070352077484","0.018443070352077484","72032","72032","72032","0.017860189080238342","0.017860189080238342","0.017860189080238342","72038","72038","72038","0.020927954465150833","0.020927954465150833","0.020927954465150833","72048","72048","72048","0.02243775688111782","0.02243775688111782","0.02243775688111782","72067","72067","72067","0.024898342788219452","0.024898342788219452","0.024898342788219452"
"38399","76829","76829","76829","0.017618343234062195","0.017618343234062195","0.017618343234062195","","","","","","","76829","76829","76829","0.017520489171147346","0.017520489171147346","0.017520489171147346","76829","76829","76829","0.017796391621232033","0.017796391621232033","0.017796391621232033","","","","","","","76829","76829","76829","0.019337914884090424","0.019337914884090424","0.019337914884090424","76829","76829","76829","0.017627671360969543","0.017627671360969543","0.017627671360969543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39599","","","","","","","79235","79235","79235","0.019918108358979225","0.019918108358979225","0.019918108358979225","","","","","","","","","","","","","79235","79235","79235","0.017804957926273346","0.017804957926273346","0.017804957926273346","","","","","","","","","","","","","79464","79464","79464","0.05541962757706642","0.05541962757706642","0.05541962757706642","79235","79235","79235","0.019886376336216927","0.019886376336216927","0.019886376336216927","81850","81850","81850","0.10385710000991821","0.10385710000991821","0.10385710000991821","79236","79236","79236","0.023724012076854706","0.023724012076854706","0.023724012076854706","79235","79235","79235","0.017602447420358658","0.017602447420358658","0.017602447420358658","79464","79464","79464","0.04316141456365585","0.04316141456365585","0.04316141456365585","79236","79236","79236","0.020044786855578423","0.020044786855578423","0.020044786855578423","79235","79235","79235","0.017441678792238235","0.017441678792238235","0.017441678792238235","79235","79235","79235","0.018543168902397156","0.018543168902397156","0.018543168902397156","79235","79235","79235","0.017255611717700958","0.017255611717700958","0.017255611717700958","79242","79242","79242","0.020550843328237534","0.020550843328237534","0.020550843328237534","79253","79253","79253","0.021638033911585808","0.021638033911585808","0.021638033911585808","79274","79274","79274","0.025428829714655876","0.025428829714655876","0.025428829714655876"
"43199","","","","","","","86438","86438","86438","0.020166518166661263","0.020166518166661263","0.020166518166661263","","","","","","","","","","","","","86438","86438","86438","0.01767260767519474","0.01767260767519474","0.01767260767519474","","","","","","","","","","","","","86688","86688","86688","0.0553307868540287","0.0553307868540287","0.0553307868540287","86438","86438","86438","0.019329844042658806","0.019329844042658806","0.019329844042658806","89291","89291","89291","0.10383102297782898","0.10383102297782898","0.10383102297782898","86439","86439","86439","0.02369297482073307","0.02369297482073307","0.02369297482073307","86438","86438","86438","0.017012331634759903","0.017012331634759903","0.017012331634759903","86688","86688","86688","0.04323907569050789","0.04323907569050789","0.04323907569050789","86439","86439","86439","0.020012199878692627","0.020012199878692627","0.020012199878692627","86438","86438","86438","0.016976360231637955","0.016976360231637955","0.016976360231637955","86438","86438","86438","0.017741233110427856","0.017741233110427856","0.017741233110427856","86438","86438","86438","0.016635572537779808","0.016635572537779808","0.016635572537779808","86446","86446","86446","0.0202383603900671","0.0202383603900671","0.0202383603900671","86458","86458","86458","0.022368337959051132","0.022368337959051132","0.022368337959051132","86481","86481","86481","0.024479441344738007","0.024479441344738007","0.024479441344738007"
"44799","89634","89634","89634","0.01781187765300274","0.01781187765300274","0.01781187765300274","","","","","","","89634","89634","89634","0.016675729304552078","0.016675729304552078","0.016675729304552078","89634","89634","89634","0.017091281712055206","0.017091281712055206","0.017091281712055206","","","","","","","89634","89634","89634","0.017125727608799934","0.017125727608799934","0.017125727608799934","89634","89634","89634","0.01714228093624115","0.01714228093624115","0.01714228093624115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46799","","","","","","","93642","93642","93642","0.019989732652902603","0.019989732652902603","0.019989732652902603","","","","","","","","","","","","","93642","93642","93642","0.017189912497997284","0.017189912497997284","0.017189912497997284","","","","","","","","","","","","","93912","93912","93912","0.0554669015109539","0.0554669015109539","0.0554669015109539","93642","93642","93642","0.019018692895770073","0.019018692895770073","0.019018692895770073","96732","96732","96732","0.10394860059022903","0.10394860059022903","0.10394860059022903","93642","93642","93642","0.02335093542933464","0.02335093542933464","0.02335093542933464","93642","93642","93642","0.017254356294870377","0.017254356294870377","0.017254356294870377","93912","93912","93912","0.043342527002096176","0.043342527002096176","0.043342527002096176","93642","93642","93642","0.020013170316815376","0.020013170316815376","0.020013170316815376","93642","93642","93642","0.017454033717513084","0.017454033717513084","0.017454033717513084","93642","93642","93642","0.017892539501190186","0.017892539501190186","0.017892539501190186","93642","93642","93642","0.016475116834044456","0.016475116834044456","0.016475116834044456","93650","93650","93650","0.019852032884955406","0.019852032884955406","0.019852032884955406","93662","93662","93662","0.02264399267733097","0.02264399267733097","0.02264399267733097","93687","93687","93687","0.02448885701596737","0.02448885701596737","0.02448885701596737"
"50399","","","","","","","100845","100845","100845","0.018929803743958473","0.018929803743958473","0.018929803743958473","","","","","","","","","","","","","100845","100845","100845","0.017071517184376717","0.017071517184376717","0.017071517184376717","","","","","","","","","","","","","101137","101137","101137","0.055442407727241516","0.055442407727241516","0.055442407727241516","100845","100845","100845","0.018853800371289253","0.018853800371289253","0.018853800371289253","104173","104173","104173","0.10407473146915436","0.10407473146915436","0.10407473146915436","100846","100846","100846","0.022888407111167908","0.022888407111167908","0.022888407111167908","100845","100845","100845","0.01653311401605606","0.01653311401605606","0.01653311401605606","101137","101137","101137","0.04302902892231941","0.04302902892231941","0.04302902892231941","100846","100846","100846","0.019169751554727554","0.019169751554727554","0.019169751554727554","100845","100845","100845","0.016988150775432587","0.016988150775432587","0.016988150775432587","100845","100845","100845","0.01773250102996826","0.01773250102996826","0.01773250102996826","100845","100845","100845","0.016751142218708992","0.016751142218708992","0.016751142218708992","100854","100854","100854","0.020259257405996323","0.020259257405996323","0.020259257405996323","100867","100867","100867","0.021924249827861786","0.021924249827861786","0.021924249827861786","100894","100894","100894","0.024281421676278114","0.024281421676278114","0.024281421676278114"
"51199","102439","102439","102439","0.016806578263640404","0.016806578263640404","0.016806578263640404","","","","","","","102439","102439","102439","0.01628919504582882","0.01628919504582882","0.01628919504582882","102439","102439","102439","0.01635785587131977","0.01635785587131977","0.01635785587131977","","","","","","","102439","102439","102439","0.017019007354974747","0.017019007354974747","0.017019007354974747","102439","102439","102439","0.0166853629052639","0.0166853629052639","0.0166853629052639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
