model,dataset_index,sample_index,number_of_atoms,force_mae_eV_per_angstrom,hessian_mae_eV_per_angstrom2
EquiformerV2 AD with Hessian training,39878,821,11,0.0110664973035454,0.0607704184949398
EquiformerV2 AD with Hessian training,784,822,17,0.0059775100089609,0.023496888577938
EquiformerV2 AD with Hessian training,35140,823,8,0.0232000723481178,0.3498853147029876
EquiformerV2 AD with Hessian training,44987,824,16,0.0118202995508909,0.0383338518440723
EquiformerV2 AD with Hessian training,25316,825,10,0.0170863363891839,0.1146662533283233
EquiformerV2 AD with Hessian training,11484,826,15,0.0083156246691942,0.0266632121056318
EquiformerV2 AD with Hessian training,10196,827,12,0.0070720314979553,0.04152437672019
EquiformerV2 AD with Hessian training,2890,828,14,0.0084858797490596,0.0444974713027477
EquiformerV2 AD with Hessian training,47387,829,17,0.0042258878238499,0.0222481172531843
EquiformerV2 AD with Hessian training,20558,830,15,0.0024205746594816,0.0162472110241651
EquiformerV2 AD with Hessian training,14764,831,16,0.0035131254699081,0.0153473848477005
EquiformerV2 AD with Hessian training,29330,832,12,0.0056361649185419,0.0300376918166875
EquiformerV2 AD with Hessian training,45801,833,10,0.0110510764643549,0.1027112528681755
EquiformerV2 AD with Hessian training,22054,834,12,0.0105217164382338,0.0557083673775196
EquiformerV2 AD with Hessian training,9348,835,12,0.0040698978118598,0.0477968342602252
EquiformerV2 AD with Hessian training,33558,836,13,0.0111964363604784,0.0481663644313812
EquiformerV2 AD with Hessian training,32295,837,12,0.0563996843993663,0.1153580248355865
EquiformerV2 AD with Hessian training,37089,838,12,0.0048329285345971,0.0296707917004823
EquiformerV2 AD with Hessian training,19106,839,17,0.0312947630882263,0.0630588084459304
EquiformerV2 AD with Hessian training,34982,840,14,0.0213490705937147,0.0441835485398769
EquiformerV2 AD with Hessian training,526,841,12,0.0192398559302091,0.1064528748393058
EquiformerV2 AD with Hessian training,49314,842,13,0.021881541237235,0.0862537547945976
EquiformerV2 AD with Hessian training,17855,843,11,0.0069250944070518,0.0448675379157066
EquiformerV2 AD with Hessian training,28056,844,16,0.0253481976687908,0.0670710057020187
EquiformerV2 AD with Hessian training,40880,845,14,0.006954638287425,0.0328843854367733
EquiformerV2 AD with Hessian training,4807,846,14,0.0170297939330339,0.0777806341648101
EquiformerV2 AD with Hessian training,712,847,12,0.0139724630862474,0.0780524536967277
EquiformerV2 AD with Hessian training,33590,848,6,0.0423612780869007,0.5171153545379639
EquiformerV2 AD with Hessian training,20748,849,16,0.0077804266475141,0.033194649964571
EquiformerV2 AD with Hessian training,42710,850,13,0.0100998142734169,0.0318214744329452
EquiformerV2 AD with Hessian training,49237,851,18,0.0023759512696415,0.011643118225038
EquiformerV2 AD with Hessian training,72,852,14,0.0173051748424768,0.0634405761957168
EquiformerV2 AD with Hessian training,14337,853,14,0.0052177100442349,0.0157049819827079
EquiformerV2 AD with Hessian training,23972,854,14,0.0038795156870037,0.0207317937165498
EquiformerV2 AD with Hessian training,7195,855,15,0.0236153714358806,0.0692429617047309
EquiformerV2 AD with Hessian training,31146,856,17,0.0029723849147558,0.014533014036715
EquiformerV2 AD with Hessian training,12401,857,12,0.0325731448829174,0.1822460144758224
EquiformerV2 AD with Hessian training,40663,858,14,0.0353622771799564,0.0872931256890297
EquiformerV2 AD with Hessian training,27754,859,14,0.033388040959835,0.0915297269821167
EquiformerV2 AD with Hessian training,42023,860,11,0.0447176992893219,0.2967372238636017
EquiformerV2 AD with Hessian training,22294,861,15,0.018131785094738,0.0569145046174526
EquiformerV2 AD with Hessian training,41951,862,16,0.0190983787178993,0.0857207179069519
EquiformerV2 AD with Hessian training,49835,863,9,0.030019287019968,0.2665306627750397
EquiformerV2 AD with Hessian training,39711,864,12,0.025394357740879,0.085439808666706
EquiformerV2 AD with Hessian training,37991,865,18,0.0040373001247644,0.0167404934763908
EquiformerV2 AD with Hessian training,10634,866,14,0.0040327161550521,0.0251180436462163
EquiformerV2 AD with Hessian training,5662,867,10,0.0142999365925788,0.1489116102457046
EquiformerV2 AD with Hessian training,10314,868,13,0.0087250769138336,0.0335650444030761
EquiformerV2 AD with Hessian training,15285,869,12,0.0159613769501447,0.0671616718173027
EquiformerV2 AD with Hessian training,6714,870,13,0.0023470544256269,0.0172965936362743
EquiformerV2 AD with Hessian training,25793,871,16,0.0062549989670515,0.0285147633403539
EquiformerV2 AD with Hessian training,40685,872,14,0.0107338670641183,0.0307363588362932
EquiformerV2 AD with Hessian training,45152,873,11,0.0169395543634891,0.1400251537561416
EquiformerV2 AD with Hessian training,32109,874,18,0.0473623313009738,0.0875427946448326
EquiformerV2 AD with Hessian training,45393,875,18,0.0276482794433832,0.0501885116100311
EquiformerV2 AD with Hessian training,30693,876,17,0.0107528856024146,0.0324249677360057
EquiformerV2 AD with Hessian training,29623,877,16,0.0113323545083403,0.0455021001398563
EquiformerV2 AD with Hessian training,28946,878,14,0.0165927801281213,0.0609438456594944
EquiformerV2 AD with Hessian training,14386,879,11,0.0390868075191974,0.1273657381534576
EquiformerV2 AD with Hessian training,38596,880,12,0.0179247036576271,0.0759011358022689
EquiformerV2 AD with Hessian training,49574,881,14,0.0336881764233112,0.0526359416544437
EquiformerV2 AD with Hessian training,8612,882,12,0.0137697327882051,0.0686874166131019
EquiformerV2 AD with Hessian training,37542,883,11,0.1614235788583755,0.3123717904090881
EquiformerV2 AD with Hessian training,18699,884,12,0.016248095780611,0.0509401783347129
EquiformerV2 AD with Hessian training,44932,885,12,0.0112933116033673,0.0418236069381237
EquiformerV2 AD with Hessian training,35046,886,13,0.014627618715167,0.0722633674740791
EquiformerV2 AD with Hessian training,22697,887,11,0.0509265959262847,0.2185510396957397
EquiformerV2 AD with Hessian training,23179,888,14,0.0177321676164865,0.0588854663074016
EquiformerV2 AD with Hessian training,21746,889,19,0.0121640125289559,0.0334864668548107
EquiformerV2 AD with Hessian training,48884,890,14,0.0052469517104327,0.0379538759589195
EquiformerV2 AD with Hessian training,33670,891,17,0.0027002377901226,0.0167514439672231
EquiformerV2 AD with Hessian training,12564,892,10,0.0186779983341693,0.3336853682994842
EquiformerV2 AD with Hessian training,37365,893,16,0.0146698653697967,0.0352571420371532
EquiformerV2 AD with Hessian training,24503,894,16,0.0109109282493591,0.0387940295040607
EquiformerV2 AD with Hessian training,12616,895,14,0.0352039784193038,0.0852641612291336
EquiformerV2 AD with Hessian training,5901,896,14,0.0063973842188715,0.0407343991100788
EquiformerV2 AD with Hessian training,43484,897,16,0.0049698534421622,0.0253785476088523
EquiformerV2 AD with Hessian training,21480,898,11,0.007265442982316,0.0503371506929397
EquiformerV2 AD with Hessian training,22953,899,15,0.010817046277225,0.0410544760525226
EquiformerV2 AD with Hessian training,401,900,10,0.0306158494204282,0.2452076822519302
EquiformerV2 AD with Hessian training,48017,901,13,0.0482221469283103,0.0968015491962432
EquiformerV2 AD with Hessian training,14167,902,8,0.0324850343167781,0.1618296056985855
EquiformerV2 AD with Hessian training,42764,903,11,0.0113976392894983,0.074242889881134
EquiformerV2 AD with Hessian training,9618,904,13,0.0088728442788124,0.0895975083112716
EquiformerV2 AD with Hessian training,17845,905,13,0.0021199411712586,0.0162481050938367
EquiformerV2 AD with Hessian training,46325,906,12,0.0097054140642285,0.0552809387445449
EquiformerV2 AD with Hessian training,14185,907,5,0.0079733934253454,0.7553161978721619
EquiformerV2 AD with Hessian training,2546,908,10,0.0245798341929912,0.3188118636608124
EquiformerV2 AD with Hessian training,36241,909,14,0.0154195073992013,0.0477816425263881
EquiformerV2 AD with Hessian training,6168,910,16,0.0082786520943045,0.0318696498870849
EquiformerV2 AD with Hessian training,19503,911,15,0.0081244735047221,0.0341942235827446
EquiformerV2 AD with Hessian training,30812,912,13,0.0203797947615385,0.0621132142841815
EquiformerV2 AD with Hessian training,35552,913,17,0.0059599177911877,0.0262765754014253
EquiformerV2 AD with Hessian training,5033,914,17,0.0077505628578364,0.0334608815610408
EquiformerV2 AD with Hessian training,613,915,12,0.0056693642400205,0.0327261686325073
EquiformerV2 AD with Hessian training,20341,916,18,0.0028764947783201,0.0108701260760426
EquiformerV2 AD with Hessian training,12598,917,16,0.0033541962038725,0.012587540782988
EquiformerV2 AD with Hessian training,26339,918,10,0.360851913690567,1.2945144176483154
EquiformerV2 AD with Hessian training,27726,919,16,0.0166793297976255,0.039842665195465
EquiformerV2 AD with Hessian training,40668,920,9,0.0116042140871286,0.1094604432582855
EquiformerV2 AD with Hessian training,9105,921,17,0.0061378269456326,0.0283934436738491
EquiformerV2 AD with Hessian training,44456,922,10,0.023605141788721,0.2815625369548797
EquiformerV2 AD with Hessian training,23845,923,11,0.0217869561165571,0.1107563748955726
EquiformerV2 AD with Hessian training,24220,924,14,0.0081114051863551,0.0407061390578746
EquiformerV2 AD with Hessian training,39170,925,11,0.0439881198108196,0.103075198829174
EquiformerV2 AD with Hessian training,16524,926,13,0.0046015926636755,0.0281605552881956
EquiformerV2 AD with Hessian training,29555,927,16,0.0054076849482953,0.0229305792599916
EquiformerV2 AD with Hessian training,4849,928,10,0.0060190572403371,0.2980827093124389
EquiformerV2 AD with Hessian training,22322,929,15,0.0234620254486799,0.0597286634147167
EquiformerV2 AD with Hessian training,31840,930,15,0.0090491427108645,0.0461944118142128
EquiformerV2 AD with Hessian training,47004,931,17,0.0066381390206515,0.0237889792770147
EquiformerV2 AD with Hessian training,38492,932,16,0.0072893816977739,0.0298125483095645
EquiformerV2 AD with Hessian training,1282,933,14,0.0051452815532684,0.0238900650292634
EquiformerV2 AD with Hessian training,32929,934,11,0.0096492702141404,0.1269089430570602
EquiformerV2 AD with Hessian training,20998,935,16,0.0073534524999558,0.0249621532857418
EquiformerV2 AD with Hessian training,8005,936,16,0.0049572633579373,0.0235780552029609
EquiformerV2 AD with Hessian training,41203,937,13,0.0116425193846225,0.0418721884489059
EquiformerV2 AD with Hessian training,2447,938,12,0.0341446585953235,0.0724612921476364
EquiformerV2 AD with Hessian training,41901,939,13,0.0167517606168985,0.090717077255249
EquiformerV2 AD with Hessian training,4407,940,17,0.0023011337034404,0.0156229948624968
EquiformerV2 AD with Hessian training,16221,941,13,0.018357316032052,0.0723981335759162
EquiformerV2 AD with Hessian training,29347,942,11,0.0114864660426974,0.1155582144856453
EquiformerV2 AD with Hessian training,12056,943,14,0.0023620901629328,0.0166409388184547
EquiformerV2 AD with Hessian training,42772,944,13,0.0066630253568291,0.0345192663371562
EquiformerV2 AD with Hessian training,33589,945,15,0.0147100482136011,0.0372291803359985
EquiformerV2 AD with Hessian training,5404,946,15,0.0082839699462056,0.0241257715970277
EquiformerV2 AD with Hessian training,40595,947,16,0.0617104135453701,0.0902100950479507
EquiformerV2 AD with Hessian training,33937,948,11,0.0108338352292776,0.1073508635163307
EquiformerV2 AD with Hessian training,21066,949,15,0.0342424362897872,0.0848556607961654
EquiformerV2 AD with Hessian training,12712,950,17,0.0058922758325934,0.0259523894637823
EquiformerV2 AD with Hessian training,38754,951,9,0.0224021803587675,0.2671601176261902
EquiformerV2 AD with Hessian training,40796,952,17,0.0071605127304792,0.0228801351040601
EquiformerV2 AD with Hessian training,9347,953,14,0.0250160917639732,0.0971782132983207
EquiformerV2 AD with Hessian training,31772,954,15,0.0084189241752028,0.036611545830965
EquiformerV2 AD with Hessian training,14321,955,14,0.0034367258194833,0.0205981489270925
EquiformerV2 AD with Hessian training,19951,956,16,0.008325794711709,0.034066304564476
EquiformerV2 AD with Hessian training,23699,957,12,0.0336337983608245,0.0910109505057334
EquiformerV2 AD with Hessian training,23207,958,10,0.0267875324934721,0.0897114425897598
EquiformerV2 AD with Hessian training,36447,959,15,0.0089502213522791,0.0294458456337451
EquiformerV2 AD with Hessian training,33568,960,10,0.0047720824368298,0.035121776163578
EquiformerV2 AD with Hessian training,23016,961,13,0.0073732514865696,0.0738183408975601
EquiformerV2 AD with Hessian training,37621,962,13,0.0049990443512797,0.0438270904123783
EquiformerV2 AD with Hessian training,10316,963,13,0.0045118620619177,0.0223113354295492
EquiformerV2 AD with Hessian training,36530,964,17,0.0055304137058556,0.0174730159342288
EquiformerV2 AD with Hessian training,39641,965,19,0.0237001068890094,0.0501169338822364
EquiformerV2 AD with Hessian training,35030,966,15,0.0119259664788842,0.0416034385561943
EquiformerV2 AD with Hessian training,2891,967,11,0.0028547975234687,0.0265577584505081
EquiformerV2 AD with Hessian training,1145,968,14,0.0257952865213155,0.0628867447376251
EquiformerV2 AD with Hessian training,20868,969,8,0.0389730930328369,0.5173206329345703
EquiformerV2 AD with Hessian training,23249,970,15,0.0073932982049882,0.0292184520512819
EquiformerV2 AD with Hessian training,35996,971,11,0.0030898610129952,0.0276208687573671
EquiformerV2 AD with Hessian training,42548,972,12,0.0155681539326906,0.0727448090910911
EquiformerV2 AD with Hessian training,6606,973,15,0.0184302143752574,0.0602917410433292
EquiformerV2 AD with Hessian training,24275,974,12,0.0133125195279717,0.065708689391613
EquiformerV2 AD with Hessian training,323,975,14,0.0164415165781974,0.0585214048624038
EquiformerV2 AD with Hessian training,42107,976,14,0.010010315105319,0.0417996048927307
EquiformerV2 AD with Hessian training,37251,977,15,0.0231415946036577,0.0708437040448188
EquiformerV2 AD with Hessian training,29661,978,19,0.0018401184352114,0.0099139539524912
EquiformerV2 AD with Hessian training,46492,979,15,0.0204340312629938,0.0710555464029312
EquiformerV2 AD with Hessian training,19431,980,15,0.0201105549931526,0.0505620129406452
EquiformerV2 AD with Hessian training,24511,981,16,0.008637823164463,0.0341391451656818
EquiformerV2 AD with Hessian training,21633,982,19,0.0056401803158223,0.0247186180204153
EquiformerV2 AD with Hessian training,18902,983,13,0.0089464271441102,0.0472899638116359
EquiformerV2 AD with Hessian training,39115,984,8,0.0082888547331094,0.1005464047193527
EquiformerV2 AD with Hessian training,31498,985,14,0.0095625426620244,0.0634653344750404
EquiformerV2 AD with Hessian training,26331,986,12,0.0041535031050443,0.0216239392757415
EquiformerV2 AD with Hessian training,11923,987,15,0.0327176079154014,0.0929054617881774
EquiformerV2 AD with Hessian training,22709,988,15,0.0207763146609067,0.055921584367752
EquiformerV2 AD with Hessian training,1101,989,12,0.0156496427953243,0.1036014482378959
EquiformerV2 AD with Hessian training,31657,990,16,0.0031721412669867,0.0129229351878166
EquiformerV2 AD with Hessian training,48944,991,10,0.0156251490116119,0.1343984752893448
EquiformerV2 AD with Hessian training,26945,992,11,0.0825986489653587,0.1985030323266983
EquiformerV2 AD with Hessian training,9596,993,14,0.0069802561774849,0.0310323853045701
EquiformerV2 AD with Hessian training,396,994,17,0.0120995668694376,0.0259713474661111
EquiformerV2 AD with Hessian training,9464,995,13,0.0133327022194862,0.0840268954634666
EquiformerV2 AD with Hessian training,5988,996,12,0.0114897890016436,0.0639920383691787
EquiformerV2 AD with Hessian training,4022,997,16,0.007274898700416,0.0343158915638923
EquiformerV2 AD with Hessian training,30213,998,16,0.0030448648612946,0.0188738238066434
EquiformerV2 AD with Hessian training,8987,999,13,0.0023037286009639,0.0157646927982568
EquiformerV2 AD with Hessian training,17553,1000,16,0.0145191196352243,0.0658231154084205
EquiformerV2 AD with Hessian training,34055,1001,13,0.0315160527825355,0.0900323539972305
EquiformerV2 AD with Hessian training,16338,1002,16,0.0037187018897384,0.0149445701390504
EquiformerV2 AD with Hessian training,9287,1003,13,0.0222429130226373,0.0758104920387268
EquiformerV2 AD with Hessian training,29660,1004,15,0.0395069643855094,0.1167334169149398
EquiformerV2 AD with Hessian training,25613,1005,15,0.0189922042191028,0.0566235594451427
EquiformerV2 AD with Hessian training,35223,1006,12,0.0371218658983707,0.1224680319428443
EquiformerV2 AD with Hessian training,46828,1007,15,0.0090626794844865,0.0388850457966327
EquiformerV2 AD with Hessian training,26823,1008,18,0.0017058751545846,0.0092820255085825
EquiformerV2 AD with Hessian training,8312,1009,14,0.0081165330484509,0.0354722812771797
EquiformerV2 AD with Hessian training,11960,1010,16,0.0288199093192815,0.0737903118133544
EquiformerV2 AD with Hessian training,43577,1011,19,0.0049109938554465,0.019692650064826
EquiformerV2 AD with Hessian training,43337,1012,15,0.0285853426903486,0.0511552281677722
EquiformerV2 AD with Hessian training,38950,1013,21,0.0182470101863145,0.0421583093702793
EquiformerV2 AD with Hessian training,23890,1014,13,0.0167322196066379,0.0735036730766296
EquiformerV2 AD with Hessian training,17056,1015,15,0.0149705847725272,0.0393795892596244
EquiformerV2 AD with Hessian training,41881,1016,15,0.0729545876383781,0.1225494220852851
EquiformerV2 AD with Hessian training,15088,1017,14,0.0169751923531293,0.0555430464446544
EquiformerV2 AD with Hessian training,27329,1018,10,0.0301013849675655,0.1224543303251266
EquiformerV2 AD with Hessian training,42255,1019,14,0.0155287804082036,0.0463642887771129
EquiformerV2 AD with Hessian training,5738,1020,9,0.0097729209810495,0.0658632889389991
EquiformerV2 AD with Hessian training,777,1021,19,0.0032010145951062,0.011490250006318
EquiformerV2 AD with Hessian training,8973,1022,15,0.0090763056650757,0.0342538841068744
EquiformerV2 AD with Hessian training,29567,1023,13,0.0378277413547039,0.0782835632562637
EquiformerV2 AD with Hessian training,13151,1024,10,0.033516526222229,0.1415369063615799
EquiformerV2 AD with Hessian training,13056,1025,11,0.0072805560193955,0.1240201294422149
EquiformerV2 AD with Hessian training,6319,1026,11,0.0071118180640041,0.0375443510711193
EquiformerV2 AD with Hessian training,5490,1027,8,0.0234353058040142,0.1609530597925186
EquiformerV2 AD with Hessian training,30976,1028,15,0.0089967930689454,0.0376540422439575
EquiformerV2 AD with Hessian training,37828,1029,11,0.0115664172917604,0.1621925234794616
EquiformerV2 AD with Hessian training,19110,1030,12,0.0041790697723627,0.025254052132368
EquiformerV2 AD with Hessian training,9151,1031,13,0.0452283211052417,0.1852163821458816
EquiformerV2 AD with Hessian training,1336,1032,14,0.0080044530332088,0.0387245938181877
EquiformerV2 AD with Hessian training,49478,1033,17,0.0121116200461983,0.0397298373281955
EquiformerV2 AD with Hessian training,30356,1034,11,0.0057506375014781,0.0472545437514781
EquiformerV2 AD with Hessian training,36223,1035,9,0.0113657489418983,0.3891032338142395
EquiformerV2 AD with Hessian training,15259,1036,14,0.0056069195270538,0.0308732688426971
EquiformerV2 AD with Hessian training,115,1037,14,0.013832937926054,0.0568390600383281
EquiformerV2 AD with Hessian training,3044,1038,15,0.0062823453918099,0.0382429882884025
EquiformerV2 AD with Hessian training,17745,1039,14,0.0041126632131636,0.0226837862282991
EquiformerV2 AD with Hessian training,15284,1040,16,0.0120945926755666,0.0418685153126716
EquiformerV2 AD with Hessian training,49812,1041,10,0.013464119285345,0.3192681968212127
EquiformerV2 AD with Hessian training,18736,1042,16,0.0109469667077064,0.0493883155286312
EquiformerV2 AD with Hessian training,22375,1043,21,0.0018758815713226,0.0088148433715105
EquiformerV2 AD with Hessian training,31457,1044,19,0.0097925001755356,0.0211959797888994
EquiformerV2 AD with Hessian training,8167,1045,16,0.0236300509423017,0.0769678130745887
EquiformerV2 AD with Hessian training,45548,1046,16,0.012215219438076,0.0380696840584278
EquiformerV2 AD with Hessian training,1184,1047,11,0.0115324240177869,0.1050379052758216
EquiformerV2 AD with Hessian training,45852,1048,11,0.0050735506229102,0.0860660523176193
EquiformerV2 AD with Hessian training,5255,1049,16,0.0063410811126232,0.0265398658812046
EquiformerV2 AD with Hessian training,50599,1050,14,0.008841123431921,0.0452460646629333
EquiformerV2 AD with Hessian training,855,1051,15,0.0163313411176204,0.0544095784425735
EquiformerV2 AD with Hessian training,29694,1052,13,0.0066048549488186,0.040840059518814
EquiformerV2 AD with Hessian training,4661,1053,12,0.0062615284696221,0.0425971820950508
EquiformerV2 AD with Hessian training,28126,1054,14,0.0085476897656917,0.0570450536906719
EquiformerV2 AD with Hessian training,20484,1055,14,0.0088568227365612,0.0456431545317173
EquiformerV2 AD with Hessian training,12939,1056,17,0.0185121838003397,0.0453228615224361
EquiformerV2 AD with Hessian training,50251,1057,11,0.0157832335680723,0.2003564983606338
EquiformerV2 AD with Hessian training,19339,1058,14,0.007424646988511,0.0393135882914066
EquiformerV2 AD with Hessian training,21684,1059,11,0.0075188456103205,0.0529391467571258
EquiformerV2 AD with Hessian training,32388,1060,10,0.0199627131223678,0.0717407464981079
EquiformerV2 AD with Hessian training,4509,1061,10,0.0164787247776985,0.1041831150650978
EquiformerV2 AD with Hessian training,8498,1062,17,0.0030853450298309,0.0129795260727405
EquiformerV2 AD with Hessian training,12479,1063,11,0.0872167721390724,0.2771291434764862
EquiformerV2 AD with Hessian training,41021,1064,8,0.037961296737194,0.5027053952217102
EquiformerV2 AD with Hessian training,30239,1065,12,0.0089859347790479,0.0386574119329452
EquiformerV2 AD with Hessian training,1206,1066,13,0.025293355807662,0.0646114721894264
EquiformerV2 AD with Hessian training,8216,1067,16,0.0040970589034259,0.0172679293900728
EquiformerV2 AD with Hessian training,39696,1068,12,0.004572614096105,0.0264614783227443
EquiformerV2 AD with Hessian training,13712,1069,13,0.0063304677605628,0.114904947578907
EquiformerV2 AD with Hessian training,13160,1070,11,0.0335540510714054,0.1083918064832687
EquiformerV2 AD with Hessian training,19739,1071,12,0.0170901082456111,0.079384334385395
EquiformerV2 AD with Hessian training,25329,1072,14,0.0145298102870583,0.0678251683712005
EquiformerV2 AD with Hessian training,23609,1073,15,0.0077949473634362,0.0389992520213127
EquiformerV2 AD with Hessian training,12440,1074,11,0.0067101791501045,0.1276080906391143
EquiformerV2 AD with Hessian training,8506,1075,10,0.0259127058088779,0.2052880525588989
EquiformerV2 AD with Hessian training,43801,1076,14,0.0048503349535167,0.0355618186295032
EquiformerV2 AD with Hessian training,36996,1077,14,0.0096781244501471,0.0553014762699604
EquiformerV2 AD with Hessian training,44711,1078,12,0.0282725729048252,0.0800103470683097
EquiformerV2 AD with Hessian training,37603,1079,16,0.0036853577475994,0.0133157735690474
EquiformerV2 AD with Hessian training,1526,1080,11,0.0127778407186269,0.0696164667606353
EquiformerV2 AD with Hessian training,34664,1081,15,0.010018995963037,0.0386742576956748
EquiformerV2 AD with Hessian training,3240,1082,15,0.0055127474479377,0.0236548110842704
EquiformerV2 AD with Hessian training,11808,1083,15,0.0097308456897735,0.0301232747733593
EquiformerV2 AD with Hessian training,50617,1084,13,0.0130752399563789,0.0642884075641632
EquiformerV2 AD with Hessian training,48632,1085,12,0.0230315793305635,0.0929170846939086
EquiformerV2 AD with Hessian training,14468,1086,16,0.0073384074494242,0.0257409270852804
EquiformerV2 AD with Hessian training,15939,1087,12,0.0048963683657348,0.029273621737957
EquiformerV2 AD with Hessian training,10803,1088,14,0.0061491602100431,0.0569044984877109
EquiformerV2 AD with Hessian training,11634,1089,14,0.0092692719772458,0.0430348217487335
EquiformerV2 AD with Hessian training,4097,1090,17,0.0117715597152709,0.0435233227908611
EquiformerV2 AD with Hessian training,19312,1091,16,0.0037807337939739,0.0181350223720073
EquiformerV2 AD with Hessian training,8387,1092,12,0.0103613417595624,0.0532831139862537
EquiformerV2 AD with Hessian training,10654,1093,15,0.0062698875553905,0.0326346457004547
EquiformerV2 AD with Hessian training,30265,1094,14,0.012643527239561,0.0482760481536388
EquiformerV2 AD with Hessian training,49045,1095,15,0.0042536142282187,0.0248532593250274
EquiformerV2 AD with Hessian training,25481,1096,14,0.0047359601594507,0.0251380335539579
EquiformerV2 AD with Hessian training,12304,1097,13,0.0192151088267564,0.0933675020933151
EquiformerV2 AD with Hessian training,20047,1098,14,0.0138740101829171,0.0579588152468204
EquiformerV2 AD with Hessian training,18345,1099,10,0.0310464147478342,0.4194222688674927
EquiformerV2 AD with Hessian training,836,1100,15,0.0322414673864841,0.0812965109944343
EquiformerV2 AD with Hessian training,23788,1101,18,0.0198698304593563,0.0389698073267936
EquiformerV2 AD with Hessian training,26659,1102,12,0.004903866443783,0.0316256769001483
EquiformerV2 AD with Hessian training,8547,1103,14,0.0196616537868976,0.0661151781678199
EquiformerV2 AD with Hessian training,13477,1104,14,0.0078264558687806,0.0443953052163124
EquiformerV2 AD with Hessian training,32188,1105,15,0.003291119588539,0.0201712902635335
EquiformerV2 AD with Hessian training,2106,1106,14,0.0084724146872758,0.0279760565608739
EquiformerV2 AD with Hessian training,19278,1107,10,0.0111487032845616,0.1907777935266494
EquiformerV2 AD with Hessian training,35257,1108,13,0.0117710325866937,0.0625678077340126
EquiformerV2 AD with Hessian training,3282,1109,10,0.0228578746318817,0.3620274066925049
EquiformerV2 AD with Hessian training,15334,1110,9,0.033147282898426,0.1188052892684936
EquiformerV2 AD with Hessian training,45523,1111,8,0.014887012541294,0.3333683013916015
EquiformerV2 AD with Hessian training,43699,1112,13,0.0068575604818761,0.0339633673429489
EquiformerV2 AD with Hessian training,35073,1113,15,0.0053292457014322,0.055778868496418
EquiformerV2 AD with Hessian training,42718,1114,14,0.0082653546705842,0.0296307876706123
EquiformerV2 AD with Hessian training,31249,1115,16,0.0089166723191738,0.0247357450425624
EquiformerV2 AD with Hessian training,30762,1116,14,0.0093313660472631,0.0510524921119213
EquiformerV2 AD with Hessian training,27389,1117,8,0.0429036021232605,0.407093346118927
EquiformerV2 AD with Hessian training,40452,1118,15,0.0065981815569102,0.0378087684512138
EquiformerV2 AD with Hessian training,23828,1119,16,0.0021725117694586,0.0108956545591354
EquiformerV2 AD with Hessian training,35613,1120,13,0.0126523589715361,0.071560338139534
EquiformerV2 AD with Hessian training,3669,1121,13,0.0169193465262651,0.0616051107645034
EquiformerV2 AD with Hessian training,39030,1122,11,0.0479804761707782,0.1468726396560669
EquiformerV2 AD with Hessian training,21570,1123,10,0.0047120000235736,0.0380771644413471
EquiformerV2 AD with Hessian training,10537,1124,11,0.0041415626183152,0.0264763310551643
EquiformerV2 AD with Hessian training,12094,1125,12,0.0180732570588588,0.0753863006830215
EquiformerV2 AD with Hessian training,24177,1126,12,0.0266629084944725,0.1171072274446487
EquiformerV2 AD with Hessian training,26556,1127,13,0.0051746703684329,0.0395124293863773
EquiformerV2 AD with Hessian training,14721,1128,12,0.0054156659170985,0.0428421795368194
EquiformerV2 AD with Hessian training,40459,1129,15,0.0126631446182727,0.045232206583023
EquiformerV2 AD with Hessian training,4273,1130,15,0.0036433909554034,0.0220714956521987
EquiformerV2 AD with Hessian training,3537,1131,11,0.0027812579646706,0.0242972988635301
EquiformerV2 AD with Hessian training,36233,1132,15,0.0085316663607954,0.0739579498767852
EquiformerV2 AD with Hessian training,19242,1133,11,0.003628974314779,0.0295402444899082
EquiformerV2 AD with Hessian training,3060,1134,14,0.0039930064231157,0.0260000880807638
EquiformerV2 AD with Hessian training,39971,1135,15,0.0029799090698361,0.0226992685347795
EquiformerV2 AD with Hessian training,44790,1136,11,0.0162849742919206,0.080421581864357
EquiformerV2 AD with Hessian training,42478,1137,15,0.0033843978308141,0.0565750896930694
EquiformerV2 AD with Hessian training,43735,1138,14,0.0091640027239918,0.0352774150669574
EquiformerV2 AD with Hessian training,19811,1139,15,0.0123720671981573,0.0450247749686241
EquiformerV2 AD with Hessian training,241,1140,12,0.0194530393928289,0.1644690185785293
EquiformerV2 AD with Hessian training,19049,1141,14,0.0179307777434587,0.0932315289974212
EquiformerV2 AD with Hessian training,45161,1142,14,0.0027337044011801,0.0152149721980094
EquiformerV2 AD with Hessian training,20530,1143,13,0.0074104093946516,0.0487284399569034
EquiformerV2 AD with Hessian training,19843,1144,15,0.0054792049340903,0.0236742757260799
EquiformerV2 AD with Hessian training,27703,1145,16,0.0150276031345129,0.0395095758140087
EquiformerV2 AD with Hessian training,29006,1146,14,0.0033422298729419,0.0272868629544973
EquiformerV2 AD with Hessian training,16833,1147,13,0.0222019348293542,0.0817293673753738
EquiformerV2 AD with Hessian training,31886,1148,14,0.02090759947896,0.0519213080406188
EquiformerV2 AD with Hessian training,39827,1149,14,0.0067914854735136,0.0335522852838039
EquiformerV2 AD with Hessian training,23044,1150,16,0.0060230186209082,0.0295663345605134
