model,dataset_index,sample_index,number_of_atoms,force_mae_eV_per_angstrom,hessian_mae_eV_per_angstrom2
EquiformerV2 AD with Hessian training,31465,3974,13,0.0113964416086673,0.037086796015501
EquiformerV2 AD with Hessian training,23851,3975,21,0.0046280832029879,0.0166822560131549
EquiformerV2 AD with Hessian training,43656,3976,14,0.0492214895784854,0.1116764023900032
EquiformerV2 AD with Hessian training,49935,3977,11,0.0097196949645876,0.0686357989907264
EquiformerV2 AD with Hessian training,355,3978,10,0.013621000573039,0.1890657544136047
EquiformerV2 AD with Hessian training,13098,3979,12,0.0018337190849706,0.0267707929015159
EquiformerV2 AD with Hessian training,19201,3980,15,0.0082580987364053,0.0740358978509903
EquiformerV2 AD with Hessian training,36902,3981,11,0.0056272423826158,0.0449472181499004
EquiformerV2 AD with Hessian training,11211,3982,17,0.0031429375521838,0.0158667899668216
EquiformerV2 AD with Hessian training,27650,3983,11,0.0099638886749744,0.0802934989333152
EquiformerV2 AD with Hessian training,21267,3984,11,0.0075170742347836,0.055890891700983
EquiformerV2 AD with Hessian training,9903,3985,14,0.0080131208524107,0.0279907938092947
EquiformerV2 AD with Hessian training,25009,3986,19,0.0049766222946345,0.0189297161996364
EquiformerV2 AD with Hessian training,40342,3987,11,0.01114072650671,0.085304245352745
EquiformerV2 AD with Hessian training,22122,3988,16,0.0028004560153931,0.0221124216914176
EquiformerV2 AD with Hessian training,18788,3989,14,0.0247457716614007,0.0528448969125747
EquiformerV2 AD with Hessian training,10175,3990,9,0.0186666827648878,0.3007065951824188
EquiformerV2 AD with Hessian training,2516,3991,14,0.0030559326987713,0.0183799527585506
EquiformerV2 AD with Hessian training,40071,3992,14,0.0078039183281362,0.0302081070840358
EquiformerV2 AD with Hessian training,34825,3993,13,0.078808307647705,0.132627934217453
EquiformerV2 AD with Hessian training,37589,3994,11,0.0106556024402379,0.056251160800457
EquiformerV2 AD with Hessian training,14577,3995,13,0.005078362300992,0.0349358059465885
EquiformerV2 AD with Hessian training,37127,3996,18,0.0101884491741657,0.025943387299776
EquiformerV2 AD with Hessian training,27134,3997,10,0.026386035606265,0.2579828798770904
EquiformerV2 AD with Hessian training,35417,3998,10,0.0073623592033982,0.0941668227314949
EquiformerV2 AD with Hessian training,928,3999,16,0.0088566467165946,0.0258566848933696
EquiformerV2 AD with Hessian training,46435,4000,14,0.0083990581333637,0.0422552414238452
EquiformerV2 AD with Hessian training,20711,4001,8,0.0098350709304213,0.2443829178810119
EquiformerV2 AD with Hessian training,32770,4002,13,0.0516824834048748,0.1023111417889595
EquiformerV2 AD with Hessian training,31066,4003,12,0.0051938029937446,0.0301505606621503
EquiformerV2 AD with Hessian training,27471,4004,12,0.0067021823488175,0.0873208194971084
EquiformerV2 AD with Hessian training,35362,4005,15,0.003850606502965,0.023590862751007
EquiformerV2 AD with Hessian training,49649,4006,19,0.0940667018294334,0.0935182943940162
EquiformerV2 AD with Hessian training,2778,4007,15,0.0144986007362604,0.0371166616678237
EquiformerV2 AD with Hessian training,23023,4008,15,0.0033764555118978,0.0335177481174469
EquiformerV2 AD with Hessian training,16093,4009,14,0.0155140282586216,0.0657098740339279
EquiformerV2 AD with Hessian training,28125,4010,15,0.0031807662453502,0.0188867710530757
EquiformerV2 AD with Hessian training,3402,4011,12,0.0191454067826271,0.0811899974942207
EquiformerV2 AD with Hessian training,36069,4012,14,0.0033991010859608,0.0217179004102945
EquiformerV2 AD with Hessian training,21626,4013,13,0.0043273889459669,0.0210939552634954
EquiformerV2 AD with Hessian training,15408,4014,21,0.0047649471089243,0.0142966723069548
EquiformerV2 AD with Hessian training,33572,4015,10,0.0647192448377609,0.2138393670320511
EquiformerV2 AD with Hessian training,15671,4016,10,0.100658468902111,0.2408558577299118
EquiformerV2 AD with Hessian training,19084,4017,15,0.006943816319108,0.024188632145524
EquiformerV2 AD with Hessian training,47614,4018,17,0.0036466331221163,0.0193413831293582
EquiformerV2 AD with Hessian training,33454,4019,17,0.0031609607394784,0.0193919073790311
EquiformerV2 AD with Hessian training,14963,4020,15,0.0330159738659858,0.0930991694331169
EquiformerV2 AD with Hessian training,22432,4021,16,0.0030597262084484,0.0130344005301594
EquiformerV2 AD with Hessian training,11447,4022,12,0.0047980481758713,0.0358800254762172
EquiformerV2 AD with Hessian training,6274,4023,17,0.0029542320407927,0.0140624111518263
EquiformerV2 AD with Hessian training,40249,4024,15,0.0058534131385385,0.0380972847342491
EquiformerV2 AD with Hessian training,38205,4025,14,0.0057734977453947,0.054872378706932
EquiformerV2 AD with Hessian training,5222,4026,19,0.0106063764542341,0.0309147518128156
EquiformerV2 AD with Hessian training,1161,4027,17,0.0071472655981779,0.0204098336398601
EquiformerV2 AD with Hessian training,5919,4028,15,0.0185905694961547,0.042174607515335
EquiformerV2 AD with Hessian training,30178,4029,13,0.0110109997913241,0.0482853725552558
EquiformerV2 AD with Hessian training,329,4030,16,0.0079843718558549,0.0353694111108779
EquiformerV2 AD with Hessian training,45142,4031,17,0.0156649500131607,0.0389161892235279
EquiformerV2 AD with Hessian training,27446,4032,16,0.0135265197604894,0.0391794219613075
EquiformerV2 AD with Hessian training,30467,4033,16,0.0326545238494873,0.0656923428177833
EquiformerV2 AD with Hessian training,31628,4034,17,0.0031589458230882,0.0185625404119491
EquiformerV2 AD with Hessian training,70,4035,14,0.0046631470322608,0.025167329236865
EquiformerV2 AD with Hessian training,25189,4036,17,0.0092623755335807,0.0335665345191955
EquiformerV2 AD with Hessian training,42540,4037,6,0.0135463625192642,0.5922528505325317
EquiformerV2 AD with Hessian training,5577,4038,19,0.0027262733783572,0.0125999944284558
EquiformerV2 AD with Hessian training,29418,4039,12,0.0030060659628361,0.0258463229984045
EquiformerV2 AD with Hessian training,44023,4040,14,0.0027449871413409,0.0164302997291088
EquiformerV2 AD with Hessian training,7981,4041,10,0.0232778992503881,0.1708399653434753
EquiformerV2 AD with Hessian training,4444,4042,12,0.0080134430900216,0.055226881057024
EquiformerV2 AD with Hessian training,19488,4043,12,0.009901694022119,0.0832319408655166
EquiformerV2 AD with Hessian training,1516,4044,11,0.0078725069761276,0.0524982959032058
EquiformerV2 AD with Hessian training,31405,4045,16,0.0076179294846951,0.0437459088861942
EquiformerV2 AD with Hessian training,6703,4046,11,0.010536222718656,0.073515847325325
EquiformerV2 AD with Hessian training,35596,4047,15,0.0055124727077782,0.0315824560821056
EquiformerV2 AD with Hessian training,9791,4048,15,0.0029224860481917,0.016922727227211
EquiformerV2 AD with Hessian training,20794,4049,11,0.0054596890695393,0.0376115217804908
EquiformerV2 AD with Hessian training,26133,4050,19,0.0184634216129779,0.0345505662262439
EquiformerV2 AD with Hessian training,43703,4051,12,0.0182806774973869,0.3469856679439544
EquiformerV2 AD with Hessian training,48844,4052,12,0.0237890612334013,0.1279306560754776
EquiformerV2 AD with Hessian training,34405,4053,15,0.0090092467144131,0.0395663045346736
EquiformerV2 AD with Hessian training,33709,4054,15,0.0116458078846335,0.0463436916470527
EquiformerV2 AD with Hessian training,16378,4055,14,0.028431199491024,0.0625637248158454
EquiformerV2 AD with Hessian training,28473,4056,15,0.0179450586438179,0.0510155968368053
EquiformerV2 AD with Hessian training,29676,4057,12,0.0381276085972785,0.1276777982711792
EquiformerV2 AD with Hessian training,22898,4058,9,0.017849426716566,0.3842917382717132
EquiformerV2 AD with Hessian training,46759,4059,10,0.018874729052186,0.0911648496985435
EquiformerV2 AD with Hessian training,13109,4060,15,0.0061227562837302,0.0280273277312517
EquiformerV2 AD with Hessian training,26641,4061,15,0.0084509635344147,0.0272261779755353
EquiformerV2 AD with Hessian training,46447,4062,14,0.006780544295907,0.0223478972911834
EquiformerV2 AD with Hessian training,49084,4063,7,0.0324206128716468,0.6026053428649902
EquiformerV2 AD with Hessian training,31610,4064,15,0.0052250535227358,0.0655348226428031
EquiformerV2 AD with Hessian training,44641,4065,14,0.0157486572861671,0.0544773042201995
EquiformerV2 AD with Hessian training,32552,4066,12,0.0032352060079574,0.0236289780586957
EquiformerV2 AD with Hessian training,1613,4067,15,0.0042957924306392,0.0233850125223398
EquiformerV2 AD with Hessian training,46579,4068,14,0.0027691449504345,0.0180010367184877
EquiformerV2 AD with Hessian training,24616,4069,10,0.0076612480916082,0.0704719200730323
EquiformerV2 AD with Hessian training,4544,4070,16,0.0050770640373229,0.0268738325685262
EquiformerV2 AD with Hessian training,29178,4071,16,0.0117861256003379,0.0426033809781074
EquiformerV2 AD with Hessian training,11500,4072,12,0.0218361858278512,0.057563804090023
EquiformerV2 AD with Hessian training,26628,4073,12,0.006400850135833,0.0417050682008266
EquiformerV2 AD with Hessian training,1140,4074,16,0.0103762503713369,0.0333058163523674
EquiformerV2 AD with Hessian training,48791,4075,9,0.0233706496655941,0.223221480846405
EquiformerV2 AD with Hessian training,1991,4076,16,0.0262190233916044,0.0760744884610176
EquiformerV2 AD with Hessian training,12366,4077,15,0.0138549115508794,0.0341205298900604
EquiformerV2 AD with Hessian training,34919,4078,11,0.0134607013314962,0.0767867788672447
EquiformerV2 AD with Hessian training,14388,4079,14,0.0081610595807433,0.0376884974539279
EquiformerV2 AD with Hessian training,28242,4080,16,0.0073053790256381,0.0264925472438335
EquiformerV2 AD with Hessian training,35969,4081,17,0.0067716697230935,0.0254931189119815
EquiformerV2 AD with Hessian training,43556,4082,12,0.0179294943809509,0.1659893989562988
EquiformerV2 AD with Hessian training,197,4083,17,0.0241359565407037,0.0565117485821247
EquiformerV2 AD with Hessian training,10676,4084,15,0.0058977487497031,0.0569214560091495
EquiformerV2 AD with Hessian training,2883,4085,12,0.0127560021355748,0.0541019104421138
EquiformerV2 AD with Hessian training,9822,4086,18,0.0081027634441852,0.0245441123843193
EquiformerV2 AD with Hessian training,13462,4087,14,0.0108875688165426,0.0485080555081367
EquiformerV2 AD with Hessian training,37613,4088,13,0.0269147716462612,0.0885760113596916
EquiformerV2 AD with Hessian training,44565,4089,12,0.0042486540041863,0.0231973957270383
EquiformerV2 AD with Hessian training,1095,4090,15,0.0053771673701703,0.0208801161497831
EquiformerV2 AD with Hessian training,4308,4091,12,0.0176013186573982,0.0837389156222343
EquiformerV2 AD with Hessian training,27044,4092,14,0.0071105128154158,0.0215445794165134
EquiformerV2 AD with Hessian training,3245,4093,15,0.0068716420792043,0.0344584882259368
EquiformerV2 AD with Hessian training,26941,4094,12,0.0048775915056467,0.024132227525115
EquiformerV2 AD with Hessian training,23348,4095,17,0.0022167586721479,0.0120480107143521
EquiformerV2 AD with Hessian training,28084,4096,14,0.0098451161757111,0.0402205362915992
EquiformerV2 AD with Hessian training,19925,4097,12,0.0211318992078304,0.084479697048664
EquiformerV2 AD with Hessian training,42815,4098,13,0.0169026125222444,0.0696311742067337
EquiformerV2 AD with Hessian training,30678,4099,15,0.0135333035141229,0.0380108021199703
EquiformerV2 AD with Hessian training,47249,4100,15,0.0043931137770414,0.0214575473219156
EquiformerV2 AD with Hessian training,45552,4101,12,0.0137781063094735,0.0599917210638523
EquiformerV2 AD with Hessian training,10336,4102,10,0.0122885629534721,0.1314117461442947
EquiformerV2 AD with Hessian training,17262,4103,14,0.0044151241891086,0.0221218802034854
EquiformerV2 AD with Hessian training,9928,4104,17,0.0041455426253378,0.0170826874673366
EquiformerV2 AD with Hessian training,10802,4105,15,0.0058817965909838,0.0391270518302917
EquiformerV2 AD with Hessian training,27547,4106,13,0.0066819144412875,0.0357290096580982
EquiformerV2 AD with Hessian training,29940,4107,15,0.0163695029914379,0.0640616044402122
EquiformerV2 AD with Hessian training,1443,4108,19,0.0041147265583276,0.0159248784184455
EquiformerV2 AD with Hessian training,41911,4109,16,0.0178781971335411,0.0535474754869937
EquiformerV2 AD with Hessian training,39911,4110,12,0.0081002628430724,0.040415208786726
EquiformerV2 AD with Hessian training,23818,4111,12,0.0162816494703292,0.0517027825117111
EquiformerV2 AD with Hessian training,45917,4112,16,0.0152955781668424,0.0510981418192386
EquiformerV2 AD with Hessian training,39683,4113,15,0.0139363640919327,0.0540009848773479
EquiformerV2 AD with Hessian training,26799,4114,17,0.0056217196397483,0.0249152760952711
EquiformerV2 AD with Hessian training,29663,4115,17,0.0045758648775517,0.016021704301238
EquiformerV2 AD with Hessian training,37448,4116,10,0.0554000958800315,0.2341479510068893
EquiformerV2 AD with Hessian training,17930,4117,15,0.0135184926912188,0.0390154533088207
EquiformerV2 AD with Hessian training,8161,4118,13,0.0033216518349945,0.039193145930767
EquiformerV2 AD with Hessian training,43444,4119,14,0.0049217767082154,0.0273262206465005
EquiformerV2 AD with Hessian training,16895,4120,12,0.0070529910735785,0.0410452000796794
EquiformerV2 AD with Hessian training,26568,4121,13,0.0032661396544426,0.0218195430934429
EquiformerV2 AD with Hessian training,19377,4122,13,0.0082733556628227,0.0345336236059665
EquiformerV2 AD with Hessian training,6158,4123,17,0.0309667754918336,0.0531276017427444
EquiformerV2 AD with Hessian training,34263,4124,17,0.0026584041770547,0.0127733573317527
EquiformerV2 AD with Hessian training,18860,4125,9,0.0115989428013563,0.1620200872421264
EquiformerV2 AD with Hessian training,37117,4126,17,0.0058949193917214,0.0251629631966352
EquiformerV2 AD with Hessian training,48443,4127,16,0.0055597750470042,0.0170249547809362
EquiformerV2 AD with Hessian training,40319,4128,16,0.0325662717223167,0.0676260665059089
EquiformerV2 AD with Hessian training,15702,4129,15,0.0058935801498591,0.0320642553269863
EquiformerV2 AD with Hessian training,41522,4130,8,0.0352729670703411,0.184610441327095
EquiformerV2 AD with Hessian training,30452,4131,13,0.104708045721054,0.1685307323932647
EquiformerV2 AD with Hessian training,3126,4132,13,0.005930395796895,0.0317243933677673
EquiformerV2 AD with Hessian training,38933,4133,13,0.017214898020029,0.0572525076568126
EquiformerV2 AD with Hessian training,8340,4134,12,0.032758243381977,0.0928724631667137
EquiformerV2 AD with Hessian training,16913,4135,15,0.0148119321092963,0.1179955229163169
EquiformerV2 AD with Hessian training,19879,4136,18,0.0045900829136371,0.0280345603823661
EquiformerV2 AD with Hessian training,40051,4137,14,0.0180400144308805,0.0487049184739589
EquiformerV2 AD with Hessian training,39358,4138,12,0.0710991695523262,0.1417632848024368
EquiformerV2 AD with Hessian training,21246,4139,16,0.0033485712483525,0.0141955651342868
EquiformerV2 AD with Hessian training,49033,4140,14,0.0201504845172166,0.0611364878714084
EquiformerV2 AD with Hessian training,18918,4141,14,0.0132795060053467,0.0741404518485069
EquiformerV2 AD with Hessian training,28413,4142,12,0.0046146768145263,0.0288345869630575
EquiformerV2 AD with Hessian training,23603,4143,14,0.0047405608929693,0.0439977124333381
EquiformerV2 AD with Hessian training,41135,4144,15,0.0072636632248759,0.0303904209285974
EquiformerV2 AD with Hessian training,37903,4145,14,0.0131835574284195,0.0544898547232151
EquiformerV2 AD with Hessian training,45894,4146,11,0.03207977861166,0.160708487033844
EquiformerV2 AD with Hessian training,30396,4147,10,0.0161397624760866,0.1092207506299018
EquiformerV2 AD with Hessian training,26369,4148,12,0.0085771847516298,0.0426544956862926
EquiformerV2 AD with Hessian training,34769,4149,12,0.04079594835639,0.1320412009954452
EquiformerV2 AD with Hessian training,41289,4150,12,0.0155316572636365,0.0929517596960067
EquiformerV2 AD with Hessian training,7523,4151,16,0.0032042651437222,0.0153309172019362
EquiformerV2 AD with Hessian training,36286,4152,15,0.008407182060182,0.0351789146661758
EquiformerV2 AD with Hessian training,24323,4153,11,0.0049181808717548,0.0677763000130653
EquiformerV2 AD with Hessian training,7160,4154,16,0.0091342525556683,0.0331471301615238
EquiformerV2 AD with Hessian training,37751,4155,15,0.0125074759125709,0.0326880626380443
EquiformerV2 AD with Hessian training,9461,4156,11,0.0061184810474514,0.0396729782223701
EquiformerV2 AD with Hessian training,18559,4157,15,0.0119900405406951,0.05466153845191
EquiformerV2 AD with Hessian training,39411,4158,15,0.0030000002589076,0.0184642821550369
EquiformerV2 AD with Hessian training,32094,4159,13,0.0224441159516572,0.0763263404369354
EquiformerV2 AD with Hessian training,2801,4160,16,0.0115226823836565,0.0424187928438186
EquiformerV2 AD with Hessian training,41810,4161,17,0.0021063922904431,0.0107473880052566
EquiformerV2 AD with Hessian training,10452,4162,9,0.0271684322506189,0.3546057939529419
EquiformerV2 AD with Hessian training,253,4163,16,0.0193175487220287,0.0421185493469238
EquiformerV2 AD with Hessian training,38473,4164,17,0.0119477305561304,0.0338224694132804
EquiformerV2 AD with Hessian training,36331,4165,10,0.0163479670882225,0.3606869876384735
EquiformerV2 AD with Hessian training,40411,4166,19,0.0255525559186935,0.0585373453795909
EquiformerV2 AD with Hessian training,40435,4167,16,0.0536381006240844,0.0857818126678466
EquiformerV2 AD with Hessian training,28116,4168,15,0.0217996519058942,0.060075219720602
EquiformerV2 AD with Hessian training,16764,4169,17,0.0295807570219039,0.0522938184440135
EquiformerV2 AD with Hessian training,50013,4170,14,0.0112299397587776,0.0466306246817112
EquiformerV2 AD with Hessian training,34404,4171,14,0.0042070178315043,0.0329942516982555
EquiformerV2 AD with Hessian training,11825,4172,13,0.0074592814780771,0.0488027743995189
EquiformerV2 AD with Hessian training,34486,4173,15,0.031325563788414,0.0574811734259128
EquiformerV2 AD with Hessian training,25109,4174,14,0.007135022431612,0.0457601994276046
EquiformerV2 AD with Hessian training,647,4175,19,0.0296854879707098,0.0537982732057571
EquiformerV2 AD with Hessian training,9496,4176,14,0.0173375122249126,0.0621028691530227
EquiformerV2 AD with Hessian training,38743,4177,9,0.0179023705422878,0.3175916671752929
EquiformerV2 AD with Hessian training,25691,4178,12,0.0385278202593326,0.0806979462504386
EquiformerV2 AD with Hessian training,9344,4179,13,0.0084775499999523,0.0347208194434642
EquiformerV2 AD with Hessian training,28750,4180,11,0.0331682823598384,0.109599195420742
EquiformerV2 AD with Hessian training,16838,4181,16,0.0035173471551388,0.0195320919156074
EquiformerV2 AD with Hessian training,27492,4182,15,0.0094441818073391,0.0347520560026168
EquiformerV2 AD with Hessian training,1009,4183,9,0.0322961769998073,0.1594599932432174
EquiformerV2 AD with Hessian training,19519,4184,11,0.0261727329343557,0.1415936648845672
EquiformerV2 AD with Hessian training,46395,4185,13,0.0083124637603759,0.0317992232739925
EquiformerV2 AD with Hessian training,32009,4186,11,0.0062242783606052,0.069017693400383
EquiformerV2 AD with Hessian training,23186,4187,15,0.0146131627261638,0.0522327460348606
EquiformerV2 AD with Hessian training,40947,4188,12,0.0054290047846734,0.028260514140129
EquiformerV2 AD with Hessian training,24090,4189,15,0.0149703901261091,0.0453201942145824
EquiformerV2 AD with Hessian training,12533,4190,13,0.0041149160824716,0.023766066879034
EquiformerV2 AD with Hessian training,17148,4191,13,0.007585774641484,0.0415199510753154
EquiformerV2 AD with Hessian training,28703,4192,16,0.00269266939722,0.0139226503670215
EquiformerV2 AD with Hessian training,44247,4193,12,0.0168869942426681,0.0494910180568695
EquiformerV2 AD with Hessian training,35334,4194,11,0.0116485124453902,0.0713520869612693
EquiformerV2 AD with Hessian training,48061,4195,14,0.0465528927743434,0.0869019702076911
EquiformerV2 AD with Hessian training,1210,4196,11,0.0070047625340521,0.0482712611556053
EquiformerV2 AD with Hessian training,369,4197,11,0.0056815105490386,0.0290417615324258
EquiformerV2 AD with Hessian training,17922,4198,14,0.0035883849486708,0.0166476015001535
EquiformerV2 AD with Hessian training,1196,4199,14,0.0316644497215747,0.1097253859043121
EquiformerV2 AD with Hessian training,16019,4200,16,0.0032745599746704,0.0133326509967446
EquiformerV2 AD with Hessian training,23875,4201,16,0.0021106477361172,0.0118059022352099
EquiformerV2 AD with Hessian training,16459,4202,13,0.0467368699610233,0.0952435806393623
EquiformerV2 AD with Hessian training,8318,4203,15,0.0106690069660544,0.034956507384777
EquiformerV2 AD with Hessian training,36197,4204,15,0.008540354669094,0.0362778007984161
EquiformerV2 AD with Hessian training,31259,4205,11,0.0085732610896229,0.0469493232667446
EquiformerV2 AD with Hessian training,25293,4206,17,0.0087970672175288,0.0275090970098972
EquiformerV2 AD with Hessian training,34341,4207,13,0.0099236229434609,0.0500615872442722
EquiformerV2 AD with Hessian training,42791,4208,13,0.0078163612633943,0.0674415007233619
EquiformerV2 AD with Hessian training,20361,4209,21,0.0067541045136749,0.0226830951869487
EquiformerV2 AD with Hessian training,31558,4210,12,0.0231806803494691,0.0930311679840087
EquiformerV2 AD with Hessian training,40133,4211,12,0.0253600273281335,0.1663917005062103
EquiformerV2 AD with Hessian training,11310,4212,10,0.0124642876908183,0.075186550617218
EquiformerV2 AD with Hessian training,29452,4213,16,0.028847400099039,0.06328085064888
EquiformerV2 AD with Hessian training,26772,4214,16,0.0061929328367114,0.0365574210882186
EquiformerV2 AD with Hessian training,16294,4215,21,0.0030432923231273,0.0105526344850659
EquiformerV2 AD with Hessian training,6177,4216,19,0.0052704978734254,0.0221707038581371
EquiformerV2 AD with Hessian training,37760,4217,14,0.0370816923677921,0.0959243774414062
EquiformerV2 AD with Hessian training,21047,4218,15,0.0083611756563186,0.0273198224604129
EquiformerV2 AD with Hessian training,11628,4219,15,0.0042036985978484,0.0608623288571834
EquiformerV2 AD with Hessian training,15324,4220,10,0.3850285410881042,1.003874897956848
EquiformerV2 AD with Hessian training,44370,4221,12,0.0335123129189014,0.0895805284380912
EquiformerV2 AD with Hessian training,19490,4222,11,0.0203019008040428,0.1698803156614303
EquiformerV2 AD with Hessian training,26142,4223,16,0.0068029398098587,0.0358972735702991
EquiformerV2 AD with Hessian training,9263,4224,15,0.0146049251779913,0.0389435514807701
EquiformerV2 AD with Hessian training,38066,4225,10,0.0245982352644205,0.3172287344932556
EquiformerV2 AD with Hessian training,15822,4226,14,0.0105816591531038,0.041608951985836
EquiformerV2 AD with Hessian training,47727,4227,16,0.0028125259559601,0.0175318364053964
EquiformerV2 AD with Hessian training,17015,4228,14,0.0072698011063039,0.0291388593614101
EquiformerV2 AD with Hessian training,10799,4229,14,0.0052902586758136,0.0209392439574003
EquiformerV2 AD with Hessian training,38556,4230,15,0.0069161457940936,0.0380647778511047
EquiformerV2 AD with Hessian training,6632,4231,9,0.0214859340339899,0.1186996772885322
EquiformerV2 AD with Hessian training,36827,4232,11,0.0513324663043022,0.1619743257761001
EquiformerV2 AD with Hessian training,19184,4233,12,0.0057700807228684,0.0378547720611095
EquiformerV2 AD with Hessian training,41933,4234,17,0.0060199992731213,0.0245936829596757
EquiformerV2 AD with Hessian training,2518,4235,14,0.004265300463885,0.0238218065351247
EquiformerV2 AD with Hessian training,43,4236,10,0.0165183674544096,0.4458340108394623
EquiformerV2 AD with Hessian training,21218,4237,10,0.0534280575811862,0.2985273897647857
EquiformerV2 AD with Hessian training,47001,4238,13,0.0059443698264658,0.088805615901947
EquiformerV2 AD with Hessian training,36498,4239,12,0.0119036417454481,0.0876626893877983
EquiformerV2 AD with Hessian training,9495,4240,11,0.0120710134506225,0.0520812161266803
EquiformerV2 AD with Hessian training,8897,4241,11,0.0037731083575636,0.147668570280075
EquiformerV2 AD with Hessian training,15093,4242,10,0.0263425931334495,0.1651588678359985
EquiformerV2 AD with Hessian training,50764,4243,11,0.0100439144298434,0.0532918162643909
EquiformerV2 AD with Hessian training,43811,4244,14,0.0078340666368603,0.0592481046915054
EquiformerV2 AD with Hessian training,49681,4245,14,0.0082023851573467,0.0391811169683933
EquiformerV2 AD with Hessian training,18014,4246,16,0.0135264992713928,0.0587995573878288
EquiformerV2 AD with Hessian training,41795,4247,14,0.0185837689787149,0.0422051921486854
EquiformerV2 AD with Hessian training,49338,4248,12,0.0032490894664078,0.0244059953838586
EquiformerV2 AD with Hessian training,29262,4249,13,0.0035482482053339,0.0225329138338565
EquiformerV2 AD with Hessian training,46000,4250,11,0.0438679419457912,0.1921323537826538
EquiformerV2 AD with Hessian training,50201,4251,10,0.0109540596604347,0.0854413881897926
EquiformerV2 AD with Hessian training,31656,4252,12,0.0221853237599134,0.0665865093469619
EquiformerV2 AD with Hessian training,512,4253,14,0.0026510183233767,0.0157159958034753
EquiformerV2 AD with Hessian training,41253,4254,15,0.0062319226562976,0.0383363552391529
EquiformerV2 AD with Hessian training,8039,4255,17,0.0151681825518608,0.0390337593853473
EquiformerV2 AD with Hessian training,17769,4256,10,0.0270887091755867,0.1338298469781875
EquiformerV2 AD with Hessian training,27346,4257,13,0.0691917166113853,0.1660104393959045
EquiformerV2 AD with Hessian training,11064,4258,15,0.0064769308082759,0.0276815798133611
EquiformerV2 AD with Hessian training,12024,4259,12,0.025594025850296,0.1007264703512191
EquiformerV2 AD with Hessian training,34562,4260,16,0.0056514660827815,0.0270209889858961
EquiformerV2 AD with Hessian training,6134,4261,17,0.0120524363592267,0.0312925018370151
EquiformerV2 AD with Hessian training,24868,4262,16,0.0353260412812233,0.0633604675531387
EquiformerV2 AD with Hessian training,28460,4263,13,0.0077420403249561,0.0757829025387764
EquiformerV2 AD with Hessian training,49680,4264,10,0.0169257652014493,0.1251208633184433
EquiformerV2 AD with Hessian training,12485,4265,12,0.027257764711976,0.0950441509485244
EquiformerV2 AD with Hessian training,1735,4266,16,0.0038088075816631,0.0244619194418191
EquiformerV2 AD with Hessian training,38411,4267,18,0.0072259893640875,0.0218166355043649
EquiformerV2 AD with Hessian training,32164,4268,16,0.0051495931111276,0.0182055365294218
EquiformerV2 AD with Hessian training,7122,4269,17,0.0044082244858145,0.0255759004503488
EquiformerV2 AD with Hessian training,47809,4270,10,0.0173548888415098,0.129124566912651
EquiformerV2 AD with Hessian training,24805,4271,12,0.0160710848867893,0.0748769342899322
EquiformerV2 AD with Hessian training,6217,4272,16,0.0033769626170396,0.0182702783495187
EquiformerV2 AD with Hessian training,24085,4273,12,0.0209897942841053,0.1235120072960853
EquiformerV2 AD with Hessian training,5840,4274,14,0.0143825598061084,0.0767138376832008
EquiformerV2 AD with Hessian training,7105,4275,15,0.0065130544826388,0.024943072348833
EquiformerV2 AD with Hessian training,4584,4276,13,0.0398096963763237,0.1239660903811454
EquiformerV2 AD with Hessian training,26227,4277,13,0.0142882298678159,0.1124715581536293
EquiformerV2 AD with Hessian training,8076,4278,10,0.0042978296987712,0.0334514528512954
EquiformerV2 AD with Hessian training,5120,4279,12,0.0072680371813476,0.0759812295436859
EquiformerV2 AD with Hessian training,38203,4280,10,0.0124686229974031,0.1724704653024673
EquiformerV2 AD with Hessian training,24313,4281,12,0.006344090681523,0.0461259521543979
EquiformerV2 AD with Hessian training,43541,4282,8,0.0125870211049914,0.3570789694786072
EquiformerV2 AD with Hessian training,44601,4283,15,0.009135034866631,0.0288142431527376
EquiformerV2 AD with Hessian training,1500,4284,13,0.0345842577517032,0.1433394253253936
EquiformerV2 AD with Hessian training,43341,4285,17,0.036932535469532,0.0742072761058807
EquiformerV2 AD with Hessian training,38837,4286,12,0.0245836675167083,0.1040226072072982
EquiformerV2 AD with Hessian training,43041,4287,16,0.0145252933725714,0.0299525167793035
EquiformerV2 AD with Hessian training,5334,4288,12,0.0289643872529268,0.1232899948954582
EquiformerV2 AD with Hessian training,39459,4289,13,0.0227647144347429,0.0577007122337818
EquiformerV2 AD with Hessian training,21580,4290,15,0.0139726800844073,0.0459310710430145
EquiformerV2 AD with Hessian training,37220,4291,14,0.0054377610795199,0.0332233756780624
EquiformerV2 AD with Hessian training,31951,4292,15,0.0030369460582733,0.0181325003504753
EquiformerV2 AD with Hessian training,23357,4293,14,0.0043607326224446,0.0427960753440856
EquiformerV2 AD with Hessian training,27554,4294,15,0.0147683480754494,0.0915764272212982
EquiformerV2 AD with Hessian training,36609,4295,11,0.0429900921881198,0.1028879135847091
EquiformerV2 AD with Hessian training,41769,4296,9,0.0506319068372249,0.2542960941791534
EquiformerV2 AD with Hessian training,50803,4297,12,0.0034804071765393,0.0461787842214107
EquiformerV2 AD with Hessian training,29674,4298,12,0.004885580856353,0.0258343964815139
EquiformerV2 AD with Hessian training,8276,4299,14,0.0067371232435107,0.0412952117621898
