model,dataset_index,sample_index,number_of_atoms,force_mae_eV_per_angstrom,hessian_mae_eV_per_angstrom2
Energy-force-only EquiformerV2 AD,35070,0,14,0.0122619112953543,2.135237693786621
Energy-force-only EquiformerV2 AD,2284,1,13,0.0214469339698553,1.9570457935333248
Energy-force-only EquiformerV2 AD,13332,2,13,0.0090327737852931,2.754317045211792
Energy-force-only EquiformerV2 AD,14281,3,11,0.0235351640731096,3.3895251750946045
Energy-force-only EquiformerV2 AD,46110,4,15,0.0172682255506515,1.8443082571029663
Energy-force-only EquiformerV2 AD,33249,5,17,0.0084249442443251,1.802103996276856
Energy-force-only EquiformerV2 AD,35938,6,14,0.003388077719137,2.083019256591797
Energy-force-only EquiformerV2 AD,47043,7,15,0.0055308905430138,2.114204168319702
Energy-force-only EquiformerV2 AD,25642,8,14,0.0094741377979516,1.7278177738189695
Energy-force-only EquiformerV2 AD,35177,9,10,0.0098410556092858,3.871335744857788
Energy-force-only EquiformerV2 AD,50102,10,19,0.00485719460994,1.4597773551940918
Energy-force-only EquiformerV2 AD,2674,11,14,0.012963461689651,2.277855396270752
Energy-force-only EquiformerV2 AD,34598,12,17,0.0190766006708145,1.2639710903167725
Energy-force-only EquiformerV2 AD,12843,13,19,0.0098092034459114,1.2902156114578247
Energy-force-only EquiformerV2 AD,1375,14,14,0.0034501766785979,1.9285262823104856
Energy-force-only EquiformerV2 AD,42274,15,11,0.0210809502750635,2.660212278366089
Energy-force-only EquiformerV2 AD,11899,16,14,0.0163371618837118,2.2293477058410645
Energy-force-only EquiformerV2 AD,24768,17,12,0.0346526019275188,3.318730115890503
Energy-force-only EquiformerV2 AD,25701,18,11,0.0115796569734811,3.849663496017456
Energy-force-only EquiformerV2 AD,17250,19,15,0.0065955794416368,2.065737247467041
Energy-force-only EquiformerV2 AD,26833,20,10,0.0215734057128429,2.2327752113342285
Energy-force-only EquiformerV2 AD,12656,21,14,0.0102346446365118,2.4569694995880127
Energy-force-only EquiformerV2 AD,4221,22,21,0.0232970621436834,1.0762420892715454
Energy-force-only EquiformerV2 AD,16177,23,12,0.0081792222335934,2.936208963394165
Energy-force-only EquiformerV2 AD,25283,24,15,0.0075208507478237,2.0174553394317627
Energy-force-only EquiformerV2 AD,39339,25,14,0.0112488670274615,1.8758171796798704
Energy-force-only EquiformerV2 AD,9739,26,10,0.0111240269616246,4.19660234451294
Energy-force-only EquiformerV2 AD,41691,27,18,0.0044628712348639,1.466962456703186
Energy-force-only EquiformerV2 AD,42843,28,14,0.0066904490813612,1.827115535736084
Energy-force-only EquiformerV2 AD,17903,29,15,0.0105657875537872,2.289386749267578
Energy-force-only EquiformerV2 AD,48588,30,12,0.0177047979086637,2.373688220977783
Energy-force-only EquiformerV2 AD,30815,31,12,0.0230748355388641,1.421341896057129
Energy-force-only EquiformerV2 AD,29115,32,18,0.0132531458511948,1.6461312770843506
Energy-force-only EquiformerV2 AD,40,33,11,0.0070497319102287,3.847154855728149
Energy-force-only EquiformerV2 AD,32597,34,15,0.0069741951301693,1.7403675317764282
Energy-force-only EquiformerV2 AD,16626,35,9,0.0233584959059953,2.912075519561768
Energy-force-only EquiformerV2 AD,37271,36,12,0.0160791520029306,1.872747778892517
Energy-force-only EquiformerV2 AD,29570,37,17,0.0051418561488389,1.7227883338928225
Energy-force-only EquiformerV2 AD,26756,38,16,0.0122804623097181,1.540510654449463
Energy-force-only EquiformerV2 AD,27834,39,14,0.0078458916395902,2.5377705097198486
Energy-force-only EquiformerV2 AD,522,40,16,0.008852151222527,1.777270793914795
Energy-force-only EquiformerV2 AD,45251,41,14,0.0140674822032451,2.0424516201019287
Energy-force-only EquiformerV2 AD,13633,42,12,0.0058529893867671,2.177044153213501
Energy-force-only EquiformerV2 AD,17617,43,12,0.042656946927309,2.986346244812012
Energy-force-only EquiformerV2 AD,42551,44,13,0.0057397694326937,2.830881834030152
Energy-force-only EquiformerV2 AD,17297,45,14,0.0080107171088457,1.7289233207702637
Energy-force-only EquiformerV2 AD,44139,46,14,0.0055574588477611,2.304331064224243
Energy-force-only EquiformerV2 AD,9584,47,17,0.0125133199617266,1.193659782409668
Energy-force-only EquiformerV2 AD,10389,48,15,0.0117049841210246,0.9028589129447936
Energy-force-only EquiformerV2 AD,11231,49,15,0.0062794806435704,1.8724117279052728
Energy-force-only EquiformerV2 AD,40666,50,15,0.0151807600632309,2.03987455368042
Energy-force-only EquiformerV2 AD,32583,51,11,0.0330796502530574,3.0432794094085693
Energy-force-only EquiformerV2 AD,20294,52,15,0.0312492828816175,1.6344982385635376
Energy-force-only EquiformerV2 AD,30061,53,16,0.0053377598524093,1.7347066402435305
Energy-force-only EquiformerV2 AD,16990,54,14,0.0067087947390973,1.6737542152404783
Energy-force-only EquiformerV2 AD,42360,55,16,0.05239924415946,2.269286870956421
Energy-force-only EquiformerV2 AD,24047,56,14,0.0073537919670343,2.131917953491211
Energy-force-only EquiformerV2 AD,16190,57,11,0.0070774592459201,3.651979923248291
Energy-force-only EquiformerV2 AD,15628,58,15,0.0250875484198331,1.029886245727539
Energy-force-only EquiformerV2 AD,26057,59,11,0.0328073650598526,2.6108145713806152
Energy-force-only EquiformerV2 AD,1838,60,19,0.0523462928831577,0.6367645859718323
Energy-force-only EquiformerV2 AD,48003,61,15,0.0451540760695934,0.9061659574508668
Energy-force-only EquiformerV2 AD,17598,62,13,0.0376405417919158,3.406609058380127
Energy-force-only EquiformerV2 AD,21961,63,16,0.0056094727478921,2.202582836151123
Energy-force-only EquiformerV2 AD,2974,64,12,0.0142518552020192,3.465895414352417
Energy-force-only EquiformerV2 AD,49367,65,11,0.0325143411755561,3.204464197158813
Energy-force-only EquiformerV2 AD,40887,66,11,0.018626295030117,2.7886276245117188
Energy-force-only EquiformerV2 AD,1995,67,9,0.0132541600614786,3.9251413345336914
Energy-force-only EquiformerV2 AD,25175,68,15,0.0186772421002388,2.5900673866271973
Energy-force-only EquiformerV2 AD,28105,69,10,0.0225927270948886,3.408446788787842
Energy-force-only EquiformerV2 AD,12579,70,16,0.0404322259128093,1.2010952234268188
Energy-force-only EquiformerV2 AD,50014,71,12,0.0113272182643413,2.6494300365448
Energy-force-only EquiformerV2 AD,13360,72,19,0.018640711903572,1.283636212348938
Energy-force-only EquiformerV2 AD,33776,73,17,0.0039601661264896,1.4884995222091677
Energy-force-only EquiformerV2 AD,36882,74,11,0.0213004909455776,2.2658071517944336
Energy-force-only EquiformerV2 AD,10607,75,12,0.0102825248613953,2.76941180229187
Energy-force-only EquiformerV2 AD,2111,76,14,0.0118197379633784,2.725250005722046
Energy-force-only EquiformerV2 AD,6687,77,11,0.0082441894337534,3.021963119506836
Energy-force-only EquiformerV2 AD,16328,78,15,0.0086498744785785,1.4560562372207642
Energy-force-only EquiformerV2 AD,22215,79,14,0.0044605517759919,2.1368937492370605
Energy-force-only EquiformerV2 AD,11994,80,12,0.0227621551603078,2.716359853744507
Energy-force-only EquiformerV2 AD,37342,81,16,0.0040093916468322,1.621395707130432
Energy-force-only EquiformerV2 AD,43966,82,10,0.0216360259801149,3.419518232345581
Energy-force-only EquiformerV2 AD,46769,83,16,0.0090916929766535,1.669996976852417
Energy-force-only EquiformerV2 AD,36826,84,19,0.0102476188912987,0.8688839673995972
Energy-force-only EquiformerV2 AD,11804,85,19,0.0072674532420933,0.9821162223815918
Energy-force-only EquiformerV2 AD,28681,86,10,0.0112070683389902,4.201541423797607
Energy-force-only EquiformerV2 AD,43485,87,16,0.0096276793628931,2.1175689697265625
Energy-force-only EquiformerV2 AD,47511,88,15,0.0082406010478734,2.0680506229400635
Energy-force-only EquiformerV2 AD,5267,89,9,0.0719138905405998,3.705390214920044
Energy-force-only EquiformerV2 AD,39361,90,14,0.0057813874445855,2.1284267902374268
Energy-force-only EquiformerV2 AD,19372,91,13,0.022783800959587,3.039231538772583
Energy-force-only EquiformerV2 AD,1949,92,16,0.0119508057832717,0.766593873500824
Energy-force-only EquiformerV2 AD,9702,93,17,0.0077482336200773,1.735116481781006
Energy-force-only EquiformerV2 AD,15485,94,11,0.0174039062112569,2.940303325653076
Energy-force-only EquiformerV2 AD,21838,95,17,0.0269028581678867,1.2951383590698242
Energy-force-only EquiformerV2 AD,43645,96,16,0.0175661612302064,1.9925185441970823
Energy-force-only EquiformerV2 AD,13327,97,14,0.0309136118739843,2.463209629058838
Energy-force-only EquiformerV2 AD,22789,98,15,0.0040020607411861,2.1028530597686768
Energy-force-only EquiformerV2 AD,15413,99,11,0.0217364486306905,1.866559982299805
Energy-force-only EquiformerV2 AD,28010,100,15,0.0185250286012887,1.901518940925598
Energy-force-only EquiformerV2 AD,15698,101,12,0.0196397677063941,1.4451439380645752
Energy-force-only EquiformerV2 AD,38361,102,13,0.0735489949584007,2.350178003311157
Energy-force-only EquiformerV2 AD,20249,103,15,0.0089904023334383,2.4011824131011963
Energy-force-only EquiformerV2 AD,18821,104,8,0.0187374968081712,4.518362522125244
Energy-force-only EquiformerV2 AD,39354,105,15,0.03729934617877,1.9872009754180908
Energy-force-only EquiformerV2 AD,3025,106,14,0.0174188483506441,2.4246826171875
Energy-force-only EquiformerV2 AD,7123,107,15,0.0093216588720679,1.8738449811935425
Energy-force-only EquiformerV2 AD,9049,108,14,0.0206020455807447,2.395066738128662
Energy-force-only EquiformerV2 AD,7802,109,15,0.0648108422756195,2.820251226425171
Energy-force-only EquiformerV2 AD,36977,110,12,0.0041382545605301,2.8246634006500244
Energy-force-only EquiformerV2 AD,18993,111,12,0.0080540813505649,3.0295839309692383
Energy-force-only EquiformerV2 AD,39091,112,14,0.0075608119368553,2.4598491191864014
Energy-force-only EquiformerV2 AD,35420,113,10,0.0193075351417064,3.382057905197144
Energy-force-only EquiformerV2 AD,27944,114,14,0.0191487669944763,1.3591046333312988
Energy-force-only EquiformerV2 AD,20270,115,12,0.0188808105885982,2.007201910018921
Energy-force-only EquiformerV2 AD,12324,116,8,0.0123190088197588,3.71394944190979
Energy-force-only EquiformerV2 AD,39286,117,14,0.0151899429038167,2.433832883834839
Energy-force-only EquiformerV2 AD,35559,118,12,0.0311971642076969,2.213201999664306
Energy-force-only EquiformerV2 AD,2087,119,14,0.0300801713019609,2.0343732833862305
Energy-force-only EquiformerV2 AD,29519,120,17,0.012031246908009,1.1011059284210205
Energy-force-only EquiformerV2 AD,14840,121,16,0.0433759056031703,0.9018999934196472
Energy-force-only EquiformerV2 AD,46667,122,11,0.1173094287514686,3.298323154449463
Energy-force-only EquiformerV2 AD,10469,123,13,0.0069170296192169,2.315413475036621
Energy-force-only EquiformerV2 AD,23184,124,13,0.0112591199576854,2.274886131286621
Energy-force-only EquiformerV2 AD,2251,125,10,0.0183312110602855,2.843045949935913
Energy-force-only EquiformerV2 AD,2493,126,10,0.0280015803873538,3.019624948501587
Energy-force-only EquiformerV2 AD,31105,127,16,0.0029144715517759,1.6770708560943604
Energy-force-only EquiformerV2 AD,20311,128,13,0.0079719657078385,2.219645023345948
Energy-force-only EquiformerV2 AD,35660,129,18,0.0099825570359826,1.0800851583480835
Energy-force-only EquiformerV2 AD,46637,130,11,0.0109160933643579,2.899674654006958
Energy-force-only EquiformerV2 AD,41937,131,13,0.0059257973916828,2.670900583267212
Energy-force-only EquiformerV2 AD,17348,132,13,0.0514489151537418,3.000446319580078
Energy-force-only EquiformerV2 AD,44741,133,10,0.0045425705611705,4.037253856658936
Energy-force-only EquiformerV2 AD,20410,134,12,0.0116317374631762,2.295682907104492
Energy-force-only EquiformerV2 AD,42370,135,16,0.007387357763946,1.3022096157073977
Energy-force-only EquiformerV2 AD,22400,136,17,0.0079877767711877,1.4599634408950806
Energy-force-only EquiformerV2 AD,21917,137,16,0.0413971170783042,1.876671314239502
Energy-force-only EquiformerV2 AD,31296,138,18,0.0033113448880612,1.835845112800598
Energy-force-only EquiformerV2 AD,11515,139,17,0.0263723935931921,1.507786750793457
Energy-force-only EquiformerV2 AD,14723,140,10,0.0556851513683795,3.627799034118652
Energy-force-only EquiformerV2 AD,38694,141,13,0.0122723262757062,2.1136364936828613
Energy-force-only EquiformerV2 AD,10731,142,21,0.0078313164412975,0.7624088525772095
Energy-force-only EquiformerV2 AD,44701,143,14,0.0434355475008487,2.829277753829956
Energy-force-only EquiformerV2 AD,40579,144,12,0.0201008860021829,2.988398790359497
Energy-force-only EquiformerV2 AD,39319,145,13,0.0157034955918788,2.3155112266540527
Energy-force-only EquiformerV2 AD,10382,146,14,0.0133085567504167,2.1162023544311523
Energy-force-only EquiformerV2 AD,30800,147,12,0.0063789854757487,2.600769281387329
Energy-force-only EquiformerV2 AD,50052,148,15,0.0088042607530951,2.454751968383789
Energy-force-only EquiformerV2 AD,5686,149,13,0.0109989950433373,1.9070584774017327
Energy-force-only EquiformerV2 AD,48550,150,16,0.0299658775329589,1.8028013706207275
Energy-force-only EquiformerV2 AD,33962,151,10,0.1585567891597747,4.182048320770264
Energy-force-only EquiformerV2 AD,10924,152,19,0.0065926113165915,0.9447145462036132
Energy-force-only EquiformerV2 AD,1129,153,13,0.023248529061675,1.5560455322265625
Energy-force-only EquiformerV2 AD,41116,154,19,0.008546782657504,1.2472636699676514
Energy-force-only EquiformerV2 AD,4589,155,16,0.0103173498064279,1.818504810333252
Energy-force-only EquiformerV2 AD,1410,156,13,0.01623997092247,2.276477813720703
Energy-force-only EquiformerV2 AD,3607,157,17,0.0156076867133378,1.2976514101028442
Energy-force-only EquiformerV2 AD,18810,158,11,0.0268457438796758,1.826643943786621
Energy-force-only EquiformerV2 AD,12622,159,12,0.0400635115802288,2.3099477291107178
Energy-force-only EquiformerV2 AD,24050,160,19,0.0034589432179927,1.3705579042434692
Energy-force-only EquiformerV2 AD,39502,161,11,0.0317299515008926,2.890333652496338
Energy-force-only EquiformerV2 AD,21985,162,11,0.0142423138022422,3.582718849182129
Energy-force-only EquiformerV2 AD,38182,163,12,0.0144277019426226,2.6776485443115234
Energy-force-only EquiformerV2 AD,27797,164,17,0.0240666754543781,1.779818415641785
Energy-force-only EquiformerV2 AD,43778,165,16,0.0076300725340843,1.657866597175598
Energy-force-only EquiformerV2 AD,29497,166,14,0.0139371929690241,2.550992965698242
Energy-force-only EquiformerV2 AD,26366,167,14,0.0049387956969439,2.348905563354492
Energy-force-only EquiformerV2 AD,42414,168,12,0.036482211202383,2.50265908241272
Energy-force-only EquiformerV2 AD,37769,169,13,0.0087412511929869,2.324516534805298
Energy-force-only EquiformerV2 AD,25791,170,17,0.0090735349804162,1.63047456741333
Energy-force-only EquiformerV2 AD,29429,171,11,0.0123208137229084,3.0277836322784424
Energy-force-only EquiformerV2 AD,27678,172,11,0.0175307188183069,3.3387603759765625
Energy-force-only EquiformerV2 AD,24975,173,16,0.0084436573088169,1.829907774925232
Energy-force-only EquiformerV2 AD,31191,174,15,0.0142195038497447,2.4282772541046143
Energy-force-only EquiformerV2 AD,42950,175,14,0.0116538973525166,2.2118306159973145
Energy-force-only EquiformerV2 AD,12290,176,13,0.0168179329484701,1.7064632177352903
Energy-force-only EquiformerV2 AD,39798,177,13,0.0109659293666481,2.532190322875977
Energy-force-only EquiformerV2 AD,38512,178,16,0.0227229353040456,1.5298765897750854
Energy-force-only EquiformerV2 AD,22016,179,16,0.0042789462022483,1.4482979774475098
Energy-force-only EquiformerV2 AD,21896,180,16,0.0053304526954889,1.6663256883621216
Energy-force-only EquiformerV2 AD,5892,181,17,0.0250099785625934,0.8225058913230896
Energy-force-only EquiformerV2 AD,34711,182,13,0.012446355074644,2.020341396331787
Energy-force-only EquiformerV2 AD,35764,183,14,0.0173465218394994,1.24774169921875
Energy-force-only EquiformerV2 AD,27724,184,16,0.0112399123609066,1.6725908517837524
Energy-force-only EquiformerV2 AD,31310,185,16,0.0184913240373134,1.832651138305664
Energy-force-only EquiformerV2 AD,5165,186,12,0.0141626549884676,1.8603436946868896
Energy-force-only EquiformerV2 AD,2441,187,12,0.020704124122858,2.9073526859283447
Energy-force-only EquiformerV2 AD,48282,188,17,0.0226400587707757,1.84160590171814
Energy-force-only EquiformerV2 AD,34553,189,14,0.0170907247811555,1.9230940341949463
Energy-force-only EquiformerV2 AD,3806,190,14,0.0139106716960668,1.859521508216858
Energy-force-only EquiformerV2 AD,22661,191,12,0.0260430015623569,2.958477735519409
Energy-force-only EquiformerV2 AD,21336,192,13,0.0180437956005334,2.404327869415283
Energy-force-only EquiformerV2 AD,44803,193,12,0.0082096653059124,2.984792947769165
Energy-force-only EquiformerV2 AD,9796,194,9,0.0118716936558485,4.718120574951172
Energy-force-only EquiformerV2 AD,20121,195,16,0.047441404312849,0.7370045185089111
Energy-force-only EquiformerV2 AD,28069,196,12,0.005536182783544,2.693532466888428
Energy-force-only EquiformerV2 AD,31496,197,10,0.0152350114658474,4.49188232421875
Energy-force-only EquiformerV2 AD,30100,198,17,0.005070305429399,1.6424988508224487
Energy-force-only EquiformerV2 AD,44223,199,10,0.0096864867955446,3.583590745925904
Energy-force-only EquiformerV2 AD,21266,200,19,0.0052109314128756,1.407222032546997
Energy-force-only EquiformerV2 AD,28136,201,17,0.0211808644235134,1.259143948554993
Energy-force-only EquiformerV2 AD,10788,202,14,0.0039560771547257,2.0826101303100586
Energy-force-only EquiformerV2 AD,6574,203,17,0.032998077571392,1.1902761459350586
Energy-force-only EquiformerV2 AD,35823,204,14,0.0129576157778501,1.6008442640304563
Energy-force-only EquiformerV2 AD,22791,205,19,0.0049616517499089,1.4122964143753052
Energy-force-only EquiformerV2 AD,24571,206,11,0.0033302064985036,1.655033826828003
Energy-force-only EquiformerV2 AD,41122,207,12,0.0164819154888391,2.3541407585144043
Energy-force-only EquiformerV2 AD,9277,208,15,0.0359090641140937,2.655662298202514
Energy-force-only EquiformerV2 AD,19815,209,17,0.0103273913264274,1.6772336959838867
Energy-force-only EquiformerV2 AD,46254,210,13,0.0080983154475688,2.9914441108703613
Energy-force-only EquiformerV2 AD,49804,211,14,0.0406318791210651,2.6687233448028564
Energy-force-only EquiformerV2 AD,30888,212,19,0.0110420659184455,0.883172869682312
Energy-force-only EquiformerV2 AD,4021,213,14,0.0262105390429496,2.18112587928772
Energy-force-only EquiformerV2 AD,39058,214,14,0.0106044709682464,1.808991551399231
Energy-force-only EquiformerV2 AD,6401,215,16,0.0225659664720296,1.7617533206939695
Energy-force-only EquiformerV2 AD,41975,216,16,0.0098589342087507,1.3193384408950806
Energy-force-only EquiformerV2 AD,23628,217,14,0.0232069883495569,1.478570580482483
Energy-force-only EquiformerV2 AD,38645,218,14,0.0052980748005211,1.877203345298767
Energy-force-only EquiformerV2 AD,3434,219,12,0.012345727533102,2.623765468597412
Energy-force-only EquiformerV2 AD,34070,220,13,0.0163333751261234,1.805032014846801
Energy-force-only EquiformerV2 AD,4818,221,15,0.0131822293624281,2.2769782543182373
Energy-force-only EquiformerV2 AD,32655,222,8,0.0255536399781703,4.507241249084473
Energy-force-only EquiformerV2 AD,40231,223,9,0.0097438851371407,3.8167507648468018
Energy-force-only EquiformerV2 AD,14377,224,13,0.0111940344795584,2.3718929290771484
Energy-force-only EquiformerV2 AD,38901,225,18,0.005629657767713,1.2255479097366333
Energy-force-only EquiformerV2 AD,25188,226,18,0.0107333660125732,1.3221259117126465
Energy-force-only EquiformerV2 AD,9803,227,14,0.0163236372172832,2.353521585464477
Energy-force-only EquiformerV2 AD,41132,228,12,0.0342953950166702,3.314157009124756
Energy-force-only EquiformerV2 AD,39752,229,11,0.0058702579699456,3.864177942276001
Energy-force-only EquiformerV2 AD,40269,230,11,0.0116195138543844,2.264411687850952
Energy-force-only EquiformerV2 AD,3049,231,16,0.006361061707139,1.8170286417007449
Energy-force-only EquiformerV2 AD,7139,232,14,0.0195657946169376,2.1195383071899414
Energy-force-only EquiformerV2 AD,18665,233,17,0.0164860486984252,1.4815305471420288
Energy-force-only EquiformerV2 AD,4403,234,14,0.0343574024736881,2.3371293544769287
Energy-force-only EquiformerV2 AD,20507,235,16,0.0122524406760931,1.1581082344055176
Energy-force-only EquiformerV2 AD,6553,236,13,0.0203943718224763,2.002025842666626
Energy-force-only EquiformerV2 AD,7533,237,13,0.034871656447649,2.6813504695892334
Energy-force-only EquiformerV2 AD,18484,238,15,0.017365301027894,1.852504014968872
Energy-force-only EquiformerV2 AD,47667,239,15,0.0518493354320526,1.361858606338501
Energy-force-only EquiformerV2 AD,37201,240,15,0.0122410953044891,2.014878749847412
Energy-force-only EquiformerV2 AD,15721,241,12,0.0244773402810096,2.483494520187378
Energy-force-only EquiformerV2 AD,46771,242,14,0.0063219158910214,2.7898757457733154
Energy-force-only EquiformerV2 AD,12377,243,19,0.0033404051791876,1.401376724243164
Energy-force-only EquiformerV2 AD,19546,244,16,0.0064930850639939,1.3313134908676147
Energy-force-only EquiformerV2 AD,41943,245,14,0.0123161375522613,2.2598319053649902
Energy-force-only EquiformerV2 AD,33736,246,10,0.0067220432683825,4.5855255126953125
Energy-force-only EquiformerV2 AD,8651,247,14,0.0110386088490486,1.9284698963165283
Energy-force-only EquiformerV2 AD,42912,248,10,0.0782581865787506,4.152617931365967
Energy-force-only EquiformerV2 AD,44452,249,12,0.0122036002576351,2.8185067176818848
Energy-force-only EquiformerV2 AD,27605,250,17,0.0697973370552063,0.9814633131027222
Energy-force-only EquiformerV2 AD,9159,251,9,0.1226898059248924,3.647692918777466
Energy-force-only EquiformerV2 AD,36079,252,14,0.0277294944971799,2.449014186859131
Energy-force-only EquiformerV2 AD,32724,253,15,0.0081251561641693,2.287959575653076
Energy-force-only EquiformerV2 AD,46888,254,6,0.0367040634155273,7.331318378448486
Energy-force-only EquiformerV2 AD,35418,255,14,0.0060780574567615,2.008310079574585
Energy-force-only EquiformerV2 AD,12510,256,14,0.0059254136867821,2.181845426559448
Energy-force-only EquiformerV2 AD,36077,257,14,0.0121133672073483,1.7355026006698608
Energy-force-only EquiformerV2 AD,31905,258,9,0.006515719462186,4.076852321624756
Energy-force-only EquiformerV2 AD,18866,259,14,0.0112138707190752,1.7437331676483154
Energy-force-only EquiformerV2 AD,19316,260,12,0.0323013514280319,1.4397801160812378
Energy-force-only EquiformerV2 AD,29376,261,14,0.0408947430551052,1.579903244972229
Energy-force-only EquiformerV2 AD,20088,262,15,0.1354586780071258,2.721134185791016
Energy-force-only EquiformerV2 AD,29899,263,19,0.0059827137738466,1.4785561561584473
Energy-force-only EquiformerV2 AD,14866,264,16,0.0563438534736633,1.8046406507492063
Energy-force-only EquiformerV2 AD,21643,265,12,0.0205665510147809,1.8904560804367063
Energy-force-only EquiformerV2 AD,25707,266,12,0.0146814621984958,1.9117133617401123
Energy-force-only EquiformerV2 AD,50184,267,15,0.0280760433524847,1.0276265144348145
Energy-force-only EquiformerV2 AD,45146,268,13,0.0036461043637245,2.457322120666504
Energy-force-only EquiformerV2 AD,37482,269,14,0.0330506898462772,1.8650494813919067
Energy-force-only EquiformerV2 AD,41729,270,13,0.0299802478402853,1.988239288330078
Energy-force-only EquiformerV2 AD,40260,271,15,0.0122376130893826,1.5930873155593872
Energy-force-only EquiformerV2 AD,37291,272,10,0.0247885193675756,2.5829520225524902
Energy-force-only EquiformerV2 AD,15291,273,14,0.032809030264616,1.828599214553833
Energy-force-only EquiformerV2 AD,10146,274,19,0.0169049873948097,1.045071721076965
Energy-force-only EquiformerV2 AD,47868,275,14,0.0276156589388847,1.7322577238082886
Energy-force-only EquiformerV2 AD,35428,276,12,0.0197417512536048,2.564119577407837
Energy-force-only EquiformerV2 AD,35617,277,11,0.0169178545475006,3.708058834075928
Energy-force-only EquiformerV2 AD,4344,278,12,0.0123453168198466,2.587512493133545
Energy-force-only EquiformerV2 AD,23317,279,15,0.006446014624089,2.1119942665100098
Energy-force-only EquiformerV2 AD,22383,280,16,0.0100660007447004,1.7615233659744265
Energy-force-only EquiformerV2 AD,18790,281,14,0.0114843565970659,2.1811323165893555
Energy-force-only EquiformerV2 AD,27521,282,14,0.0214048605412244,1.6138207912445068
Energy-force-only EquiformerV2 AD,22325,283,12,0.0160625334829092,3.1328516006469727
Energy-force-only EquiformerV2 AD,11933,284,12,0.0150521993637084,3.396462917327881
Energy-force-only EquiformerV2 AD,5754,285,13,0.035795260220766,1.5866011381149292
Energy-force-only EquiformerV2 AD,318,286,16,0.0090961325913667,1.835957407951355
Energy-force-only EquiformerV2 AD,21743,287,12,0.0434002242982387,2.0200388431549072
Energy-force-only EquiformerV2 AD,26792,288,14,0.013239299878478,2.2872753143310547
Energy-force-only EquiformerV2 AD,19044,289,14,0.0132189057767391,1.8855159282684328
Energy-force-only EquiformerV2 AD,42848,290,14,0.0074195591732859,1.828662872314453
Energy-force-only EquiformerV2 AD,32284,291,15,0.0225272718816995,1.799183011054993
Energy-force-only EquiformerV2 AD,21628,292,16,0.0174503494054079,1.91726815700531
Energy-force-only EquiformerV2 AD,9798,293,12,0.0337312892079353,3.538587808609009
Energy-force-only EquiformerV2 AD,50297,294,13,0.0222931895405054,2.613670825958252
Energy-force-only EquiformerV2 AD,17574,295,14,0.0203542690724134,2.2209465503692627
Energy-force-only EquiformerV2 AD,2917,296,13,0.0250749178230762,2.6404378414154053
Energy-force-only EquiformerV2 AD,16151,297,17,0.0037790613714605,1.5601516962051392
Energy-force-only EquiformerV2 AD,50646,298,11,0.0096254590898752,2.897135972976685
Energy-force-only EquiformerV2 AD,40081,299,18,0.0090742129832506,0.9032240509986876
Energy-force-only EquiformerV2 AD,37180,300,15,0.1250398904085159,1.4308487176895142
Energy-force-only EquiformerV2 AD,48701,301,13,0.0067912838421761,2.799745798110962
Energy-force-only EquiformerV2 AD,27290,302,13,0.0240661837160587,2.4785854816436768
Energy-force-only EquiformerV2 AD,13294,303,16,0.007590745575726,1.599648118019104
Energy-force-only EquiformerV2 AD,20005,304,16,0.0037570670247077,1.6539546251296997
Energy-force-only EquiformerV2 AD,27301,305,12,0.0572899915277957,2.7077109813690186
Energy-force-only EquiformerV2 AD,5253,306,14,0.0299884937703609,2.8699047565460205
Energy-force-only EquiformerV2 AD,28813,307,12,0.033559039235115,2.0709145069122314
Energy-force-only EquiformerV2 AD,37139,308,12,0.0082463910803198,2.886960506439209
Energy-force-only EquiformerV2 AD,18392,309,12,0.0630284175276756,1.576581597328186
Energy-force-only EquiformerV2 AD,34349,310,17,0.0199742186814546,1.6063179969787598
Energy-force-only EquiformerV2 AD,13482,311,10,0.0424868278205394,3.8878040313720703
Energy-force-only EquiformerV2 AD,8411,312,16,0.0088574886322021,1.5499931573867798
Energy-force-only EquiformerV2 AD,13671,313,15,0.0059994105249643,1.71368145942688
Energy-force-only EquiformerV2 AD,21572,314,11,0.027148762717843,3.34135103225708
Energy-force-only EquiformerV2 AD,32950,315,14,0.0140258045867085,2.233952045440674
Energy-force-only EquiformerV2 AD,30742,316,12,0.0946209579706192,3.497004747390747
Energy-force-only EquiformerV2 AD,21557,317,11,0.0613414831459522,3.0286507606506348
Energy-force-only EquiformerV2 AD,5272,318,18,0.0116607919335365,1.5197054147720337
Energy-force-only EquiformerV2 AD,16500,319,16,0.005125181749463,1.6832053661346436
Energy-force-only EquiformerV2 AD,34519,320,13,0.0237485915422439,2.4297983646392822
Energy-force-only EquiformerV2 AD,16609,321,16,0.0284793954342603,1.5544965267181396
Energy-force-only EquiformerV2 AD,24107,322,13,0.0251409988850355,2.4358432292938232
Energy-force-only EquiformerV2 AD,12848,323,17,0.005612741690129,1.4326050281524658
Energy-force-only EquiformerV2 AD,33025,324,16,0.0288665499538183,1.6207858324050903
Energy-force-only EquiformerV2 AD,41052,325,16,0.0124786300584673,1.6275720596313477
Energy-force-only EquiformerV2 AD,40156,326,17,0.0124620273709297,1.3858391046524048
Energy-force-only EquiformerV2 AD,12028,327,14,0.0281428806483745,2.089620351791382
Energy-force-only EquiformerV2 AD,31111,328,10,0.0465679541230201,3.683490037918091
