"Step","mace_omol_extra_large - forces_mae","mace_omol_extra_large - forces_mae__MIN","mace_omol_extra_large - forces_mae__MAX","esen_sm-conserving - forces_mae","esen_sm-conserving - forces_mae__MIN","esen_sm-conserving - forces_mae__MAX","uma_s - forces_mae","uma_s - forces_mae__MIN","uma_s - forces_mae__MAX","mace_off_large - forces_mae","mace_off_large - forces_mae__MIN","mace_off_large - forces_mae__MAX","mace_off_medium - forces_mae","mace_off_medium - forces_mae__MIN","mace_off_medium - forces_mae__MAX","mace_off_small - forces_mae","mace_off_small - forces_mae__MIN","mace_off_small - forces_mae__MAX","HIP-EquiformerV2 (end-to-end) - forces_mae","HIP-EquiformerV2 (end-to-end) - forces_mae__MIN","HIP-EquiformerV2 (end-to-end) - forces_mae__MAX","EquiformerV2 (AD-Hessian) - forces_mae","EquiformerV2 (AD-Hessian) - forces_mae__MIN","EquiformerV2 (AD-Hessian) - forces_mae__MAX","LeftNet-CF (AD-Hessian) - forces_mae","LeftNet-CF (AD-Hessian) - forces_mae__MIN","LeftNet-CF (AD-Hessian) - forces_mae__MAX"
"0","0.1180039393492043","0.1180039393492043","0.1180039393492043","0.12206502245366574","0.12206502245366574","0.12206502245366574","0.1464699217155576","0.1464699217155576","0.1464699217155576","0.2357937789708376","0.2357937789708376","0.2357937789708376","0.2627114239782095","0.2627114239782095","0.2627114239782095","0.277480932995677","0.277480932995677","0.277480932995677","0.010114356666454114","0.010114356666454114","0.010114356666454114","0.015932439356227405","0.015932439356227405","0.015932439356227405","0.0373249881027732","0.0373249881027732","0.0373249881027732"
