"Step","mace_omol_extra_large - hessian_mae","mace_omol_extra_large - hessian_mae__MIN","mace_omol_extra_large - hessian_mae__MAX","esen_sm-conserving - hessian_mae","esen_sm-conserving - hessian_mae__MIN","esen_sm-conserving - hessian_mae__MAX","uma_s - hessian_mae","uma_s - hessian_mae__MIN","uma_s - hessian_mae__MAX","mace_off_large - hessian_mae","mace_off_large - hessian_mae__MIN","mace_off_large - hessian_mae__MAX","mace_off_medium - hessian_mae","mace_off_medium - hessian_mae__MIN","mace_off_medium - hessian_mae__MAX","mace_off_small - hessian_mae","mace_off_small - hessian_mae__MIN","mace_off_small - hessian_mae__MAX","HIP-EquiformerV2 (end-to-end) - hessian_mae","HIP-EquiformerV2 (end-to-end) - hessian_mae__MIN","HIP-EquiformerV2 (end-to-end) - hessian_mae__MAX","EquiformerV2 (AD-Hessian) - hessian_mae","EquiformerV2 (AD-Hessian) - hessian_mae__MIN","EquiformerV2 (AD-Hessian) - hessian_mae__MAX","LeftNet-CF (AD-Hessian) - hessian_mae","LeftNet-CF (AD-Hessian) - hessian_mae__MIN","LeftNet-CF (AD-Hessian) - hessian_mae__MAX"
"0","0.20981816982477902","0.20981816982477902","0.20981816982477902","0.20381370925158263","0.20381370925158263","0.20381370925158263","0.22479906211793424","0.22479906211793424","0.22479906211793424","0.3362777457162738","0.3362777457162738","0.3362777457162738","0.3838023282662034","0.3838023282662034","0.3838023282662034","0.4110978645682335","0.4110978645682335","0.4110978645682335","0.022937039497075602","0.022937039497075602","0.022937039497075602","0.07723082066513598","0.07723082066513598","0.07723082066513598","0.14992036051675678","0.14992036051675678","0.14992036051675678"
