name,converged,steps,grad_calls,hessian_calls,energy_calls,calculate_calls,calculate_energy_calls,calculate_gradient_calls,calculate_hessian_calls,cnt_not_pd,wall_time_s,dft_hessian_is_pd,sample_index,coord,source
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2078716590185649,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,11,12,0,0,0,0,0,0,0,0.4146877620078157,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,19,0.36553198100591544,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.02476693398785,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.86124965400086,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.395009078027215,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,51,52,0,0,0,0,0,0,0,1.4995755859999915,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,11,12,0,0,0,0,0,0,0,0.3645653950225096,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,11,12,0,0,0,0,0,0,0,0.4102432540094014,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,10,10,1,0,0,0,0,0,1,0.3723551479924936,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,20,21,0,0,0,0,0,0,0,0.7445164870005101,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3610552060126792,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,147,71.20301351000671,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.6431339400005,False,64,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.572369150002487,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,96,97,0,0,0,0,0,0,0,2.9979187790013384,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,41,42,0,0,0,0,0,0,0,1.367520151019562,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2338991019933018,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2167175460199359,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,12,13,0,0,0,0,0,0,0,0.4528883130114991,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,5,5,6,0,0,0,0,0,6,0.4607698410109151,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3751585349964444,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,9,9,10,0,0,0,0,0,10,19.591576442006044,False,65,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.617718197987415,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,103,104,0,0,0,0,0,0,0,3.1038556410057936,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,36,37,0,0,0,0,0,0,0,1.1947683239995968,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2110215639986563,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,7,7,1,0,0,0,0,0,1,0.2922888549801428,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.26983060099883,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,6,6,7,0,0,0,0,0,7,0.545439208013704,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,5,5,6,0,0,0,0,0,6,2.842008871986764,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,20,20,21,0,0,0,0,0,21,41.01150369600509,False,66,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.548585241020192,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,76,77,0,0,0,0,0,0,0,2.493150357011473,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,36,37,0,0,0,0,0,0,0,1.2335125399986282,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2481467369943857,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2251328069833107,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.3122384629969019,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,7,7,8,0,0,0,0,0,8,0.6149362240103073,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3092608689912595,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,38,38,39,0,0,0,0,0,39,76.35176158399554,False,67,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.619993734988384,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,88,89,0,0,0,0,0,0,0,2.666997335996712,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,35,36,0,0,0,0,0,0,0,1.1826875109982211,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,9,10,0,0,0,0,0,0,0,0.3439278120058588,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,6,6,1,0,0,0,0,0,1,0.2589580960047897,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,9,10,0,0,0,0,0,0,0,0.3638887199922465,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,6,6,7,0,0,0,0,0,7,0.5430836360028479,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,6,6,7,0,0,0,0,0,6,3.2944122240005527,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,22,22,23,0,0,0,0,0,23,44.82489512601751,False,68,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.744101900985697,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,99,100,0,0,0,0,0,0,0,2.975299684010679,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,42,43,0,0,0,0,0,0,0,1.382795523997629,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,8,9,0,0,0,0,0,0,0,0.3078429460001644,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2233531739911995,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.328304217022378,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,6,6,7,0,0,0,0,0,7,0.5386118830065243,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,6,6,7,0,0,0,0,0,7,3.275965059990994,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.731702476012288,False,69,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.484393514983822,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,75,76,0,0,0,0,0,0,0,2.3576064629887696,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,15,16,0,0,0,0,0,0,0,0.5385601799935102,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,7,8,0,0,0,0,0,0,0,0.2760631870187353,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1563906329974997,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.2669960139901377,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,2,2,3,0,0,0,0,0,3,0.2111061580071691,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.8384135640226305,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.858196409011724,False,70,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.628916720015695,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,66,67,0,0,0,0,0,0,0,2.0687591210007668,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5550408199778758,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1714969339955132,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,7,7,1,0,0,0,0,0,1,0.2818029619811568,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.3046122360101435,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2986873609770555,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,5,5,6,0,0,0,0,0,6,2.830242845986504,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,7,7,8,0,0,0,0,0,8,15.572398731019348,False,71,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.569828225008678,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,93,94,0,0,0,0,0,0,0,2.902566866017878,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,24,25,0,0,0,0,0,0,0,0.8256534139800351,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,9,10,0,0,0,0,0,0,0,0.4886379410163499,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1482272389985155,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.29717003100086,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2869195719831623,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3416171229910105,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.65336625801865,False,72,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.557594437006628,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,73,74,0,0,0,0,0,0,0,2.216169944003923,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,13,14,0,0,0,0,0,0,0,0.4679950680001639,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.206382948992541,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1538805929885711,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.2923072759876959,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2993927090137731,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.365928570972756,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,9,9,10,0,0,0,0,0,10,19.54575289599597,False,73,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.5150917200080585,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,59,60,0,0,0,0,0,0,0,1.833681639021961,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,25,26,0,0,0,0,0,0,0,0.8754421469930094,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,9,10,0,0,0,0,0,0,0,0.3429608129954431,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1883116800163407,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,5,6,0,0,0,0,0,0,0,0.2088595080131199,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2984446999907959,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.841353516996605,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,12,12,13,0,0,0,0,0,13,25.42254210100509,False,74,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.643940360023407,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,72,73,0,0,0,0,0,0,0,2.201835121988552,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5504511100007221,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1759489240066614,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1571900470007676,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,9,10,0,0,0,0,0,0,0,0.3861997989879455,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.3012023929913994,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.886997311987216,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,11,11,12,0,0,0,0,0,12,23.571180887025548,False,75,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.554115871986141,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,75,76,0,0,0,0,0,0,0,2.3593111489899457,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5721014940063469,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2368335259961895,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1861483579850755,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,23,24,0,0,0,0,0,0,0,0.9876354240113868,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2900454339978751,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3343168120190967,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.814939670002786,False,76,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.597268254001392,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,76,77,0,0,0,0,0,0,0,2.310405174997868,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.5821751829935238,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2099747780011966,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1556357799854595,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.1765588349953759,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2972281030088197,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3512561160023324,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,12,12,13,0,0,0,0,0,13,25.56885793400579,False,77,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.453588976990432,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,61,62,0,0,0,0,0,0,0,1.8487036919977984,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,14,15,0,0,0,0,0,0,0,0.4619305560190696,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,28,29,0,0,0,0,0,0,0,0.9640749350073748,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,43,43,1,0,0,0,0,0,1,1.439587899018079,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,23,24,0,0,0,0,0,0,0,0.8414586419821717,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,91,0.36553198100591544,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.55047015397577,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,294.737809578015,False,78,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.490903330995934,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,47,48,0,0,0,0,0,0,0,1.450214323005639,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,14,15,0,0,0,0,0,0,0,0.465004797995789,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,20,21,0,0,0,0,0,0,0,0.7080010920180939,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,22,22,1,0,0,0,0,0,1,0.7499059069959912,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,49,50,0,0,0,0,0,0,0,1.7793264189967886,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),False,4,4,5,0,0,0,0,0,150,0.36553198100591544,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,71.51123380599893,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.70492558399565,False,79,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
