name,converged,steps,grad_calls,hessian_calls,energy_calls,calculate_calls,calculate_energy_calls,calculate_gradient_calls,calculate_hessian_calls,cnt_not_pd,wall_time_s,dft_hessian_is_pd,sample_index,coord,source
RFO (autograd),False,149,150,150,0,0,0,0,0,147,71.15616161600337,False,20,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,291.9051018790051,False,20,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.476382069988176,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,49,50,0,0,0,0,0,0,0,1.454654226981802,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,10,11,0,0,0,0,0,0,0,0.3402117440127767,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,13,14,0,0,0,0,0,0,0,0.4771314859972335,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1723951499734539,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,37,38,0,0,0,0,0,0,0,1.481583104992751,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.282415015011793,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.28313336099382,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.0328021280002,False,21,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.380486690992257,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,58,59,0,0,0,0,0,0,0,1.753172831988195,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,25,26,0,0,0,0,0,0,0,0.8166125419957098,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,11,12,0,0,0,0,0,0,0,0.3896654300042428,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1753690690093208,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,41,42,0,0,0,0,0,0,0,1.5683413170045242,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,10,10,11,0,0,0,0,0,11,0.8007935989880934,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.27848287200322,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.14083657000447,False,22,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.371809823001968,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,47,48,0,0,0,0,0,0,0,1.374781393999001,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,11,12,0,0,0,0,0,0,0,0.3647604610014241,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,12,13,0,0,0,0,0,0,0,0.4645575889735482,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,8,8,1,0,0,0,0,0,1,0.3146254949970171,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,12,13,0,0,0,0,0,0,0,0.462906294997083,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,5,5,6,0,0,0,0,0,6,0.4383674830023665,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,71.42089366100845,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.8878928550112,False,23,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.294605181989027,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,49,50,0,0,0,0,0,0,0,1.4979510370176286,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,13,14,0,0,0,0,0,0,0,0.4432198389840778,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,17,18,0,0,0,0,0,0,0,0.600877342018066,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1783970929973293,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,52,53,0,0,0,0,0,0,0,2.2190672449942213,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3471870259963907,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,148,71.23567863498465,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.41721118200803,False,24,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.332894524006406,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,81,82,0,0,0,0,0,0,0,2.4101692819967866,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5597938419959974,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,38,39,0,0,0,0,0,0,0,1.348362396995071,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,10,10,1,0,0,0,0,0,1,0.3798696769808884,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,47,48,0,0,0,0,0,0,0,1.740934664994711,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,121,0.36553198100591544,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.44894478502101,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,291.8122311019979,False,25,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.466077290999237,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,73,74,0,0,0,0,0,0,0,2.2060660260031,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.556988204974914,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,14,15,0,0,0,0,0,0,0,0.5076950769871473,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,26,26,1,0,0,0,0,0,1,0.8810994279920124,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,39,40,0,0,0,0,0,0,0,1.4511694099928718,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,10,10,11,0,0,0,0,0,11,0.8406119470018893,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,150,71.29376419700566,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.69812452001497,False,26,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.360020009014988,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,47,48,0,0,0,0,0,0,0,1.4197289590083528,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,12,13,0,0,0,0,0,0,0,0.423715565004386,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,23,24,0,0,0,0,0,0,0,0.8477785839932039,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,52,52,1,0,0,0,0,0,1,1.8544304370007008,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,41,42,0,0,0,0,0,0,0,1.5594253379967995,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,5,5,6,0,0,0,0,0,6,0.4307089110079687,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,148,71.52039973402862,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.57903281701147,False,27,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.429724020010326,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,80,81,0,0,0,0,0,0,0,2.4804812649963424,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,22,23,0,0,0,0,0,0,0,0.7180129750049673,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,22,23,0,0,0,0,0,0,0,0.7930919770151377,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,11,11,1,0,0,0,0,0,1,0.4072578560153488,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,60,61,0,0,0,0,0,0,0,2.121739255002467,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,43,0.36553198100591544,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,71.0782059210178,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.97770597200724,False,28,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.527567655983148,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,71,72,0,0,0,0,0,0,0,2.378712728008395,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,19,20,0,0,0,0,0,0,0,0.6887623539951164,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2504837620072067,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1941281860054005,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.3582109499839134,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2983966549800243,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,5,5,6,0,0,0,0,0,6,2.795879009005148,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.718235962995095,False,29,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.573508578992914,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,65,66,0,0,0,0,0,0,0,2.058970305020921,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5765194119885564,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1699900889943819,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1503557969990652,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,3,4,0,0,0,0,0,0,0,0.1346905350219458,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2925210669927764,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,4,2.307734361005714,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.84474256899557,False,30,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.59339366297354,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,89,90,0,0,0,0,0,0,0,2.805521361005958,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,23,24,0,0,0,0,0,0,0,0.8064546470122878,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,3,4,0,0,0,0,0,0,0,0.1354526100039947,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1520572830049786,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2371927170024719,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3714381239842623,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3443852860073093,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.615860649006208,False,31,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.669192297995323,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,96,97,0,0,0,0,0,0,0,2.9171367160161026,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,18,19,0,0,0,0,0,0,0,0.6242938879877329,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,3,4,0,0,0,0,0,0,0,0.14404447900597,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1598879139928612,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2731642410217318,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3815524769888725,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3620892349863425,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.705208995001158,False,32,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.740469701006077,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,65,66,0,0,0,0,0,0,0,1.9923131529940288,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,15,16,0,0,0,0,0,0,0,0.5483145170146599,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1742723770148586,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1564256599813234,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,9,10,0,0,0,0,0,0,0,0.3994071010092739,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.3010890440200455,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.355765258020256,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.722521685995162,False,33,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.531540870986646,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,81,82,0,0,0,0,0,0,0,2.540437102987198,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.6152028490032535,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1745453970215749,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.155776653002249,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.1762556559988297,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.3024357509857509,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.857207078981446,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.841851528006371,False,34,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.521054350974737,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,89,90,0,0,0,0,0,0,0,2.803863212000578,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.6114711510017514,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2077704390103463,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.150321132998215,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,10,11,0,0,0,0,0,0,0,0.4254866779956501,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,2,2,3,0,0,0,0,0,3,0.2101279319904279,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.83627831999911,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,3,3,4,0,0,0,0,0,4,7.810892495006556,False,35,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.521925538982032,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,74,75,0,0,0,0,0,0,0,2.347770619002404,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5859418240142986,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1748547930037602,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.3409098309930414,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.3287685700051952,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2889711740135681,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.846628541010432,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.63502037798753,False,36,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.514812269975664,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,96,97,0,0,0,0,0,0,0,3.016324958007317,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,18,19,0,0,0,0,0,0,0,0.6432959499943536,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2419544050062541,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2311770269880071,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2414201509964186,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.377025767986197,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.310351696010912,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.643983318004755,False,37,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.648451707995264,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,91,92,0,0,0,0,0,0,0,2.8133192810055334,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,23,24,0,0,0,0,0,0,0,0.785973065008875,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,7,8,0,0,0,0,0,0,0,0.2837187210097909,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2250358009769115,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2498630429909099,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.303572393982904,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.375128383981064,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.811644667992368,False,38,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.6115879760182,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,53,54,0,0,0,0,0,0,0,1.6161244740069378,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,23,24,0,0,0,0,0,0,0,0.7832282150047831,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2117260959930718,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.191402967000613,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,9,10,0,0,0,0,0,0,0,0.3904880390036851,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3855898329929914,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,8,8,9,0,0,0,0,0,9,4.280318809003802,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,42,42,43,0,0,0,0,0,43,84.1329942800221,False,39,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.505335711000953,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,70,71,0,0,0,0,0,0,0,2.350694022985408,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,21,22,0,0,0,0,0,0,0,0.7544448730186559,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,7,8,0,0,0,0,0,0,0,0.3052583649987355,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1928345730120781,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.3092228930036071,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3747323119896464,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,30,30,31,0,0,0,0,0,30,14.658609067002544,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.6458764889976,False,40,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.587775979016442,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,62,63,0,0,0,0,0,0,0,1.974968939990504,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5814388720027637,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,6,7,0,0,0,0,0,0,0,0.2485969169938471,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,6,6,1,0,0,0,0,0,1,0.2506949400121812,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2378295419912319,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,5,5,6,0,0,0,0,0,6,0.4507925760117359,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,7,7,8,0,0,0,0,0,7,3.73832423298154,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,46,46,47,0,0,0,0,0,47,92.07569967000744,False,41,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.724333393998677,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
