sample_idx,natoms,time,memory,energy_error,energy_error_per_atom,forces_error,hessian_error,asymmetry_error,true_asymmetry_error,eigval_mae,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,freq_mae_400_4000,freq_mae_400_4000_dataset
587,18,777.0985717773438,1124.416,12885.4111328125,715.856201171875,0.5501284599304199,1.3693989515304565,1.3722810745239258,2.877891529351473e-05,6.4368062019348145,1,0,1,0,0,9,0,0,0,1,0,"tensor(2.4783, dtype=torch.float64)","tensor(1.0781, dtype=torch.float64)","tensor(0.2503, dtype=torch.float64)","tensor(0.7117, dtype=torch.float64)","tensor(0.1917, dtype=torch.float64)",2866.2312307884404,
588,18,727.6461791992188,1053.610496,9735.86328125,540.8812866210938,0.34139859676361084,1.7827788591384888,1.959503412246704,2.6292031179764308e-05,13.127949714660645,2,0,0,1,0,13,0,0,0,1,0,"tensor(3.9652, dtype=torch.float64)","tensor(5.5075, dtype=torch.float64)","tensor(1.9127, dtype=torch.float64)","tensor(0.0528, dtype=torch.float64)","tensor(0.2553, dtype=torch.float64)",,
589,12,477.0916442871094,852.867072,6688.6376953125,557.386474609375,0.3615259826183319,2.0202157497406006,1.9674043655395508,0.0001770482340361923,10.603707313537598,3,0,0,0,1,8,0,0,0,1,0,"tensor(3.0915, dtype=torch.float64)","tensor(0.2878, dtype=torch.float64)","tensor(0.2366, dtype=torch.float64)","tensor(0.0420, dtype=torch.float64)","tensor(0.4306, dtype=torch.float64)",,
590,17,730.36572265625,899.798528,10927.0625,642.7683715820312,0.250774621963501,2.4597115516662598,3.2602739334106445,1.930223334056791e-05,13.055931091308594,4,0,0,0,1,11,0,0,0,1,0,"tensor(3.0385, dtype=torch.float64)","tensor(7.2486, dtype=torch.float64)","tensor(1.6061, dtype=torch.float64)","tensor(0.8420, dtype=torch.float64)","tensor(0.0170, dtype=torch.float64)",,
591,13,518.6446533203125,911.337472,11393.2978515625,876.4075317382812,0.3456251621246338,1.398706316947937,1.1392518281936646,2.598984974611085e-05,10.72988224029541,2,0,0,1,0,5,0,0,0,1,0,"tensor(3.0089, dtype=torch.float64)","tensor(0.1244, dtype=torch.float64)","tensor(0.0052, dtype=torch.float64)","tensor(0.6353, dtype=torch.float64)","tensor(0.0027, dtype=torch.float64)",1774.910777377511,
592,22,1322.219482421875,1126.55104,10928.8427734375,496.7655944824219,0.4730071723461151,1.691007137298584,2.0594255924224854,1.1743927643692587e-05,10.995890617370605,2,0,0,1,0,12,0,0,0,1,0,"tensor(3.3020, dtype=torch.float64)","tensor(1.8035, dtype=torch.float64)","tensor(1.9090, dtype=torch.float64)","tensor(0.8216, dtype=torch.float64)","tensor(0.0685, dtype=torch.float64)",,
593,16,666.009521484375,1173.87008,9811.8525390625,613.2407836914062,0.4832500219345093,2.7199795246124268,3.1710009574890137,3.154938167426735e-05,16.40676498413086,3,0,0,0,1,14,0,0,0,1,0,"tensor(4.2149, dtype=torch.float64)","tensor(6.7360, dtype=torch.float64)","tensor(2.5683, dtype=torch.float64)","tensor(0.2516, dtype=torch.float64)","tensor(0.0317, dtype=torch.float64)",,
594,19,908.5307006835938,1080.6016,8940.4833984375,470.5517578125,0.2589167058467865,1.4725229740142822,1.666304111480713,2.3832646547816694e-05,7.8114519119262695,3,0,0,0,1,9,0,0,0,1,0,"tensor(2.3655, dtype=torch.float64)","tensor(0.2231, dtype=torch.float64)","tensor(0.2006, dtype=torch.float64)","tensor(0.1316, dtype=torch.float64)","tensor(0.0488, dtype=torch.float64)",,
595,13,516.2884521484375,951.998976,10295.3828125,791.9525756835938,0.4260437488555908,1.7344229221343994,1.6055020093917847,2.698001844692044e-05,9.54161548614502,1,0,1,0,0,6,0,0,0,1,0,"tensor(3.3010, dtype=torch.float64)","tensor(0.0948, dtype=torch.float64)","tensor(0.0726, dtype=torch.float64)","tensor(0.3987, dtype=torch.float64)","tensor(0.3384, dtype=torch.float64)",,
596,17,670.455810546875,880.719872,10916.177734375,642.1281127929688,0.34797385334968567,1.4081999063491821,1.2906008958816528,3.6617315345210955e-05,10.419902801513672,3,0,0,0,1,10,0,0,0,1,0,"tensor(2.9053, dtype=torch.float64)","tensor(1.0005, dtype=torch.float64)","tensor(0.3910, dtype=torch.float64)","tensor(0.1241, dtype=torch.float64)","tensor(0.4784, dtype=torch.float64)",,
