sample_idx,natoms,time,memory,energy_mae,energy_mae_per_atom,forces_mae,hessian_mae,asymmetry_mae,true_asymmetry_mae,eigval_mae,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,freq_mae_400_4000,freq_mae_400_4000_dataset
0,18,1688.5123291015625,1024.949248,508.1162109375,28.22867774963379,0.013522373512387276,2.252000093460083,0.10884753614664078,0.0,31.64527702331543,0,1,0,0,0,23,0,0,0,1,0,10.54042543230578,1.1578233287353326,1.145870587866245,0.00983352193128461,0.2971285820774435,,897.643653764453
1,20,2101.2705078125,1158.8864,735.7822265625,36.78911209106445,0.012065937742590904,1.642101764678955,0.08877019584178925,0.0,29.478181838989258,0,1,0,0,0,29,0,0,0,1,0,11.097909194309773,1.4102427476443018,0.9500326405102326,0.012384130103561507,0.018356707292405808,,1128.2082869586568
2,21,2218.119873046875,1263.520768,1092.625,52.029762268066406,0.012382350862026215,1.5351214408874512,0.07905340194702148,0.0,29.60244369506836,0,1,0,0,0,29,0,0,0,1,0,10.978873000195334,1.5851462333261712,1.5025405857741587,0.04251906826739049,0.011744548364665347,,1179.653835889893
3,19,2004.313232421875,1179.782656,122.21875,6.432565689086914,0.014856317080557346,1.8968931436538696,0.09768709540367126,0.0,31.556554794311523,0,1,0,0,0,27,0,0,0,1,0,11.248221028079287,1.7237650301460148,1.336551676163709,0.0005141322941784147,0.020230079233003413,,804.1899439074728
4,19,2008.1416015625,1146.90304,140.28125,7.383223533630371,0.012550251558423042,1.9032113552093506,0.09491267055273056,0.0,30.96628189086914,0,1,0,0,0,25,0,0,0,1,0,11.062465669824224,2.031306248495399,1.9830060885697107,0.03733095545155453,0.024690782849585924,,903.7766503079698
5,21,2212.14794921875,1249.644032,949.865234375,45.2316780090332,0.012539752759039402,1.7509924173355103,0.07982386648654938,0.0,30.955263137817383,0,1,0,0,0,30,0,0,0,1,0,11.338000706927456,1.5284421909129526,1.3216577094787558,0.03926239584225531,0.014419011930720508,,1018.1983504599953
6,19,2009.8511962890625,1207.820288,121.40625,6.3898024559021,0.015390777960419655,2.0496814250946045,0.09761668741703033,0.0,31.41473960876465,0,1,0,0,0,21,0,0,0,1,0,11.036710266502384,1.2956752760665187,1.1548641121105905,0.05255374486755774,0.02194322872186308,,898.3867866342938
7,16,1698.2418212890625,983.584256,1982.75,123.921875,0.01629265397787094,2.9972925186157227,0.11776680499315262,0.0,33.916847229003906,0,1,0,0,0,22,0,0,0,1,0,10.047463234312561,1.5294482443174284,1.2060127826837013,0.03689366604665706,0.037576664779405286,,675.5605182484192
8,19,1997.082275390625,931.1232,136.60546875,7.189761638641357,0.013814848847687244,2.2778143882751465,0.10302188247442245,0.0,32.62635040283203,0,1,0,0,0,27,0,0,0,1,0,11.06272829676296,0.985453209839902,0.9189769668551564,0.00013173702024103003,0.014742880359793889,,1198.5474984457708
9,23,2406.555908203125,1254.887424,1647.46484375,71.62890625,0.010676058940589428,1.5876247882843018,0.07387815415859222,0.0,29.427152633666992,0,1,0,0,0,31,0,0,0,1,0,11.439990344189704,1.2827864229078925,1.263650482098429,0.016007726915335183,0.03450265423654293,,1144.7759143175178
10,18,1900.7664794921875,1278.864384,497.0390625,27.61328125,0.01578127220273018,1.8392462730407715,0.10264284908771515,0.0,29.802743911743164,0,1,0,0,0,26,0,0,0,1,0,11.456306617482062,2.1274151086286155,1.6800277327307345,0.0179513441158039,0.007856033246096728,,882.6109555881362
11,19,1999.72998046875,1132.775424,119.1708984375,6.272152423858643,0.011755786836147308,1.979662299156189,0.09140268713235855,0.0,30.521413803100586,0,1,0,0,0,29,0,0,0,1,0,10.979687619027153,1.6680802877869592,1.5533115160337685,0.0734069183626972,0.06797791769716138,,1107.6734644410515
12,14,1496.3515625,964.527104,3480.0791015625,248.57708740234375,0.01276352908462286,2.6210289001464844,0.11361723393201828,0.0,37.32878112792969,0,1,0,0,0,18,0,0,0,1,0,9.47531552201571,2.5714817719445198,1.7483807209518176,0.07108349589597912,0.013012580270309937,,1006.5076863218967
13,21,2208.223388671875,1103.332352,1044.74609375,49.749813079833984,0.011549487709999084,1.6277334690093994,0.08254140615463257,0.0,29.584611892700195,0,1,0,0,0,31,0,0,0,1,0,11.210855282431618,1.4782822182389137,1.1803262553127585,0.0728172984379157,0.017685868104949376,,715.4428517238069
14,21,2216.14208984375,1310.373376,1040.1044921875,49.528785705566406,0.011058345437049866,1.754560947418213,0.0867004543542862,0.0,30.520187377929688,0,1,0,0,0,26,0,0,0,1,0,11.352183786506696,1.3072825905673848,1.1534132390501253,0.009715116913502521,0.0981962923307812,,835.2175653619215
15,21,2204.607421875,1238.57152,1116.611328125,53.17197036743164,0.01164613850414753,1.6417990922927856,0.08854684233665466,0.0,29.144874572753906,0,1,0,0,0,30,0,0,0,1,0,11.103697045022376,2.008435844330976,1.6098064056900443,0.04138140590283364,0.025037324669053097,,951.2183334926474
16,17,1804.106689453125,1105.513984,1155.6181640625,67.9775390625,0.014762467704713345,2.295525550842285,0.10605356097221375,0.0,31.6271915435791,0,1,0,0,0,22,0,0,0,1,0,10.250090700281085,1.3773249789145647,0.9889238670723677,0.02879376754640043,0.07207811017106394,,835.419415727583
17,18,1897.72021484375,1079.176192,482.935546875,26.82975196838379,0.013554679229855537,1.9720131158828735,0.09452812373638153,0.0,30.481689453125,0,1,0,0,0,20,0,0,0,1,0,10.5257075431592,1.1072868939182308,0.9017558032539729,0.058183857925069894,0.005980016322823006,,1021.8383040486906
18,16,1704.361083984375,1008.873472,2094.107421875,130.8817138671875,0.015965737402439117,2.2782092094421387,0.10154701769351959,0.0,34.507625579833984,0,1,0,0,0,20,0,0,0,1,0,10.669725778664187,1.0743847672191282,0.9431204104387578,0.02552932045052212,0.0015748480851831836,,797.1684606423621
19,17,1801.54052734375,983.647744,1242.083984375,73.06376647949219,0.011464906856417656,2.247987985610962,0.10559196025133133,0.0,34.014312744140625,0,1,0,0,0,27,0,0,0,1,0,10.81962559153056,1.3822113988554101,1.2824226928109528,0.04831085317775919,0.10198208984924775,,1045.2197657476472
20,22,2312.697021484375,1217.855488,1533.615234375,69.70978546142578,0.015266754664480686,1.581535816192627,0.08199887722730637,0.0,28.84742546081543,0,1,0,0,0,32,0,0,0,1,0,11.480485816385665,1.909700931881611,1.6395543285455636,0.02913783126343452,0.14242436811845594,,1031.2522733912006
