model,number_of_atoms,eckart_eigenvalue_mae_eV_per_angstrom2,sample_index,outlier_filter_hessian_mae_eV_per_angstrom2,outlier
HIP,19,0.0244139417171093,35,0.0397154465317726,False
HIP,16,0.012512804561991,36,0.0176301877945661,False
HIP,17,0.017971266252054,37,0.0172341857105493,False
HIP,22,0.0680047385722305,38,0.0862022116780281,False
HIP,12,0.0310736702216302,39,0.077167809009552,False
HIP,16,0.0273406792880348,40,0.0403977297246456,False
HIP,26,0.0329660001914822,41,0.0306376311928033,False
HIP,25,0.0102203564503567,42,0.0080131208524107,False
HIP,19,0.0873168954656538,43,0.0811610296368599,False
HIP,19,0.0160358978850719,44,0.0193946957588195,False
HIP,21,0.0151662676159661,45,0.0188636016100645,False
HIP,16,0.0326155853730704,46,0.0751110017299652,False
HIP,15,0.0375938669356008,47,0.073463849723339,False
HIP,14,0.0172825247202522,48,0.0257096197456121,False
HIP,14,0.0422769028735746,49,0.0466904081404209,False
HIP,10,0.0266242136395297,50,0.0543200895190238,False
HIP,24,0.0154065841736704,51,0.0202463325113058,False
HIP,22,0.0063579703502014,52,0.0081409169360995,False
HIP,11,0.0971671258327805,53,0.1570121794939041,False
HIP,17,0.030675446148421,54,0.0599091127514839,False
HIP,20,0.0140017536640273,55,0.0291272364556789,False
HIP,14,0.01310208982515,56,0.0270049013197422,False
HIP,17,0.0080591820955243,57,0.0100770602002739,False
HIP,22,0.0129317748473369,58,0.0196501705795526,False
HIP,14,0.0511978196779769,59,0.0842187255620956,False
HIP,13,0.011568555313096,60,0.0231218617409467,False
HIP,10,0.0145676082931114,61,0.0263675227761268,False
HIP,13,0.0258529589106099,62,0.051510713994503,False
HIP,13,0.040620755345323,63,0.0686977580189704,False
HIP,11,0.0391734922576994,64,0.1395938247442245,False
HIP,17,0.0286322001003967,65,0.0528149679303169,False
HIP,17,0.0448561760544625,66,0.0706428289413452,False
HIP,17,0.0239024725981412,67,0.0284374896436929,False
HIP,14,0.0303888444379629,68,0.0400422550737857,False
HIP,19,0.0187148718697272,69,0.0226073861122131,False
HIP,14,0.017808796997673,70,0.0434675142168998,False
HIP,19,0.0678530030735424,71,0.0819123312830925,False
HIP,19,0.0762761850826908,72,0.0705950260162353,False
HIP,18,0.017130132475153,73,0.0195531211793422,False
HIP,18,0.0383692487227504,74,0.0731080844998359,False
HIP,22,0.0197733039136289,75,0.0227815024554729,False
HIP,15,0.0199292370382401,76,0.0518983975052833,False
HIP,14,0.0491242032335066,77,0.070190392434597,False
HIP,17,0.0183597680370492,78,0.0243218019604682,False
HIP,14,0.0097917075880066,79,0.015343939885497,False
HIP,17,0.0138392898748804,80,0.0137434229254722,False
HIP,16,0.006018367658229,81,0.0070229754783213,False
HIP,21,0.024453316537296,82,0.0307518001645803,False
HIP,17,0.0377599424950429,83,0.0520982109010219,False
HIP,19,0.038463087748139,84,0.0400105826556682,False
HIP,26,0.0165819751668603,85,0.0125896800309419,False
HIP,17,0.0089779471440877,86,0.0111232930794358,False
HIP,21,0.0124529746162579,87,0.0135220466181635,False
HIP,18,0.0493816122454868,88,0.0624494813382625,False
HIP,16,0.0131978059068209,89,0.0292355976998806,False
HIP,12,0.0566602227337363,90,0.1603046506643295,False
HIP,26,0.0078015348070752,91,0.0063163638114929,False
HIP,22,0.0497879637512017,92,0.0500217713415622,False
HIP,16,0.0412688217963498,93,0.0621208548545837,False
HIP,17,0.018115510701256,94,0.0209690202027559,False
