model,reaction_identifier,gsm_converged,rfo_converged,irc_verified
EquiformerV2 AD,rxn2917,True,False,True
EquiformerV2 AD,rxn2920,True,True,True
EquiformerV2 AD,rxn2931,True,False,False
EquiformerV2 AD,rxn2932,True,False,False
EquiformerV2 AD,rxn2943,False,False,False
EquiformerV2 AD,rxn2950,True,True,True
EquiformerV2 AD,rxn2957,True,True,True
EquiformerV2 AD,rxn2961,True,True,True
EquiformerV2 AD,rxn2972,True,False,True
EquiformerV2 AD,rxn2973,True,True,False
EquiformerV2 AD,rxn2978,True,True,True
EquiformerV2 AD,rxn2983,True,True,True
EquiformerV2 AD,rxn2986,True,True,True
EquiformerV2 AD,rxn3010,True,False,False
EquiformerV2 AD,rxn3015,True,False,True
EquiformerV2 AD,rxn3053,True,True,True
EquiformerV2 AD,rxn3068,True,True,True
EquiformerV2 AD,rxn3075,True,False,True
EquiformerV2 AD,rxn3086,True,True,True
EquiformerV2 AD,rxn3092,True,True,True
EquiformerV2 AD,rxn3100,True,True,True
EquiformerV2 AD,rxn3108,True,False,False
EquiformerV2 AD,rxn3111,True,True,True
EquiformerV2 AD,rxn3122,True,False,True
EquiformerV2 AD,rxn3127,False,False,False
EquiformerV2 AD,rxn3133,True,False,True
EquiformerV2 AD,rxn3144,True,True,True
EquiformerV2 AD,rxn3154,True,True,True
EquiformerV2 AD,rxn3162,True,True,True
EquiformerV2 AD,rxn3168,True,True,True
EquiformerV2 AD,rxn3173,True,True,True
EquiformerV2 AD,rxn3174,True,True,True
EquiformerV2 AD,rxn3177,True,True,False
EquiformerV2 AD,rxn3192,False,False,False
EquiformerV2 AD,rxn3194,True,False,True
EquiformerV2 AD,rxn3196,True,False,False
EquiformerV2 AD,rxn3202,True,False,False
EquiformerV2 AD,rxn3206,True,False,False
EquiformerV2 AD,rxn3214,True,True,True
EquiformerV2 AD,rxn3217,True,True,True
EquiformerV2 AD,rxn3221,True,True,True
EquiformerV2 AD,rxn3231,True,False,False
EquiformerV2 AD,rxn3233,True,True,True
EquiformerV2 AD,rxn3235,True,True,True
EquiformerV2 AD,rxn3244,True,True,False
EquiformerV2 AD,rxn3246,True,True,True
EquiformerV2 AD,rxn3256,True,True,True
EquiformerV2 AD,rxn3264,True,False,True
EquiformerV2 AD,rxn3266,True,False,False
EquiformerV2 AD,rxn3277,True,False,True
EquiformerV2 AD,rxn3295,False,False,False
EquiformerV2 AD,rxn3305,False,False,False
EquiformerV2 AD,rxn3309,True,True,True
EquiformerV2 AD,rxn3323,False,False,False
EquiformerV2 AD,rxn3329,True,False,False
EquiformerV2 AD,rxn3335,False,False,False
EquiformerV2 AD,rxn3338,True,True,True
EquiformerV2 AD,rxn3339,True,False,False
EquiformerV2 AD,rxn3343,True,True,True
EquiformerV2 AD,rxn3345,True,True,True
EquiformerV2 AD,rxn3387,True,False,False
EquiformerV2 AD,rxn3398,True,True,True
EquiformerV2 AD,rxn3422,True,False,False
EquiformerV2 AD,rxn3429,True,True,True
EquiformerV2 AD,rxn3464,True,True,True
EquiformerV2 AD,rxn3466,True,True,True
EquiformerV2 AD,rxn3485,True,True,True
EquiformerV2 AD,rxn3514,False,False,False
EquiformerV2 AD,rxn3528,True,True,True
EquiformerV2 AD,rxn3536,True,False,False
EquiformerV2 AD,rxn3558,False,False,False
EquiformerV2 AD,rxn3575,True,True,True
EquiformerV2 AD,rxn3576,False,False,False
EquiformerV2 AD,rxn3596,True,False,False
EquiformerV2 AD,rxn3600,True,False,True
EquiformerV2 AD,rxn3607,True,True,True
EquiformerV2 AD,rxn3618,True,True,True
EquiformerV2 AD,rxn3631,True,True,True
EquiformerV2 AD,rxn3639,True,True,True
EquiformerV2 AD,rxn3642,False,False,False
EquiformerV2 AD,rxn3645,True,False,False
EquiformerV2 AD,rxn3654,True,False,True
EquiformerV2 AD,rxn3655,True,True,True
EquiformerV2 AD,rxn3657,True,True,True
EquiformerV2 AD,rxn3674,True,True,True
EquiformerV2 AD,rxn3675,True,True,True
EquiformerV2 AD,rxn3688,True,True,True
EquiformerV2 AD,rxn3692,True,False,False
EquiformerV2 AD,rxn3702,False,False,False
EquiformerV2 AD,rxn3705,True,False,False
EquiformerV2 AD,rxn3710,True,True,True
EquiformerV2 AD,rxn3726,True,False,False
EquiformerV2 AD,rxn3729,True,True,True
EquiformerV2 AD,rxn3742,False,False,False
EquiformerV2 AD,rxn3748,True,True,True
EquiformerV2 AD,rxn3764,True,True,True
EquiformerV2 AD,rxn3773,True,False,False
EquiformerV2 AD,rxn3774,True,True,False
EquiformerV2 AD,rxn3790,True,True,False
EquiformerV2 AD,rxn3801,True,True,True
EquiformerV2 AD,rxn3802,True,True,False
EquiformerV2 AD,rxn3811,True,True,False
EquiformerV2 AD,rxn3813,True,True,True
EquiformerV2 AD,rxn3818,True,True,True
EquiformerV2 AD,rxn3832,True,True,True
EquiformerV2 AD,rxn3835,True,True,True
EquiformerV2 AD,rxn3837,True,True,True
EquiformerV2 AD,rxn3843,True,False,True
EquiformerV2 AD,rxn3845,True,False,False
EquiformerV2 AD,rxn3847,True,False,True
EquiformerV2 AD,rxn3854,True,True,True
EquiformerV2 AD,rxn3881,True,False,False
EquiformerV2 AD,rxn3898,True,True,False
EquiformerV2 AD,rxn3908,True,True,False
EquiformerV2 AD,rxn3914,True,True,True
EquiformerV2 AD,rxn3920,True,False,False
EquiformerV2 AD,rxn3922,True,True,True
EquiformerV2 AD,rxn3934,True,True,True
EquiformerV2 AD,rxn3943,True,False,False
EquiformerV2 AD,rxn3952,True,False,False
EquiformerV2 AD,rxn3984,True,False,False
EquiformerV2 AD,rxn3994,True,True,True
EquiformerV2 AD,rxn4011,True,True,True
EquiformerV2 AD,rxn4022,False,False,False
EquiformerV2 AD,rxn4023,True,True,True
EquiformerV2 AD,rxn4043,True,True,True
EquiformerV2 AD,rxn4059,True,False,False
EquiformerV2 AD,rxn4064,True,True,True
EquiformerV2 AD,rxn4066,True,True,True
EquiformerV2 AD,rxn4082,True,True,True
EquiformerV2 AD,rxn4086,True,True,True
EquiformerV2 AD,rxn4087,True,True,True
EquiformerV2 AD,rxn4091,True,True,True
EquiformerV2 AD,rxn4093,True,False,False
EquiformerV2 AD,rxn4101,False,False,False
EquiformerV2 AD,rxn4103,True,False,False
EquiformerV2 AD,rxn4107,False,False,False
EquiformerV2 AD,rxn4111,True,True,True
EquiformerV2 AD,rxn4119,True,True,True
EquiformerV2 AD,rxn4146,False,False,False
EquiformerV2 AD,rxn4202,True,True,True
EquiformerV2 AD,rxn4205,True,True,True
EquiformerV2 AD,rxn4218,True,True,True
EquiformerV2 AD,rxn4226,False,False,False
EquiformerV2 AD,rxn4228,True,False,False
EquiformerV2 AD,rxn4260,True,True,True
EquiformerV2 AD,rxn4272,False,False,False
EquiformerV2 AD,rxn4298,True,True,False
EquiformerV2 AD,rxn4310,False,False,False
EquiformerV2 AD,rxn4314,True,False,True
EquiformerV2 AD,rxn4317,True,True,True
EquiformerV2 AD,rxn4321,True,False,False
EquiformerV2 AD,rxn4323,True,True,True
EquiformerV2 AD,rxn4324,True,True,True
EquiformerV2 AD,rxn4326,True,True,True
EquiformerV2 AD,rxn4330,False,False,False
EquiformerV2 AD,rxn4345,True,True,True
EquiformerV2 AD,rxn4384,True,True,True
EquiformerV2 AD,rxn4389,True,True,True
EquiformerV2 AD,rxn4391,True,True,True
EquiformerV2 AD,rxn4392,True,True,True
EquiformerV2 AD,rxn4414,True,True,True
EquiformerV2 AD,rxn4419,True,True,True
EquiformerV2 AD,rxn4424,True,True,True
EquiformerV2 AD,rxn4425,True,True,True
EquiformerV2 AD,rxn4428,True,True,True
EquiformerV2 AD,rxn4440,True,False,False
EquiformerV2 AD,rxn4461,False,False,False
EquiformerV2 AD,rxn4467,True,True,True
EquiformerV2 AD,rxn4468,True,True,True
EquiformerV2 AD,rxn4477,True,True,True
EquiformerV2 AD,rxn4484,True,False,False
EquiformerV2 AD,rxn4490,True,True,True
EquiformerV2 AD,rxn4496,True,True,True
EquiformerV2 AD,rxn4497,True,False,False
EquiformerV2 AD,rxn4507,True,True,True
EquiformerV2 AD,rxn4528,True,False,False
EquiformerV2 AD,rxn4530,True,False,False
EquiformerV2 AD,rxn4535,True,False,False
EquiformerV2 AD,rxn4544,True,True,True
EquiformerV2 AD,rxn4555,True,True,False
EquiformerV2 AD,rxn4567,True,True,True
EquiformerV2 AD,rxn4569,True,True,True
EquiformerV2 AD,rxn4574,True,True,True
EquiformerV2 AD,rxn4583,True,True,True
EquiformerV2 AD,rxn4599,True,True,True
EquiformerV2 AD,rxn4608,False,False,False
EquiformerV2 AD,rxn4618,True,True,True
EquiformerV2 AD,rxn4620,True,True,True
EquiformerV2 AD,rxn4627,True,True,True
EquiformerV2 AD,rxn4631,True,True,True
EquiformerV2 AD,rxn4654,True,True,True
EquiformerV2 AD,rxn4683,True,True,False
EquiformerV2 AD,rxn4685,True,True,False
EquiformerV2 AD,rxn4688,True,True,True
EquiformerV2 AD,rxn4694,True,True,True
EquiformerV2 AD,rxn4698,True,False,False
EquiformerV2 AD,rxn4726,True,True,True
EquiformerV2 AD,rxn4729,True,False,False
EquiformerV2 AD,rxn4736,True,True,True
EquiformerV2 AD,rxn4739,True,True,True
EquiformerV2 AD,rxn4742,True,True,True
EquiformerV2 AD,rxn4767,True,True,True
EquiformerV2 AD,rxn4771,False,False,False
EquiformerV2 AD,rxn4772,True,True,True
EquiformerV2 AD,rxn4776,True,True,True
EquiformerV2 AD,rxn4787,True,True,True
EquiformerV2 AD,rxn4793,True,True,True
EquiformerV2 AD,rxn4808,True,True,True
EquiformerV2 AD,rxn4821,True,True,True
EquiformerV2 AD,rxn4825,True,True,True
EquiformerV2 AD,rxn4838,True,True,False
EquiformerV2 AD,rxn4850,True,True,True
EquiformerV2 AD,rxn4857,True,True,True
EquiformerV2 AD,rxn4860,False,False,False
EquiformerV2 AD,rxn4864,True,True,True
EquiformerV2 AD,rxn4869,True,True,False
EquiformerV2 AD,rxn4879,True,True,True
EquiformerV2 AD,rxn4885,True,True,True
EquiformerV2 AD,rxn4887,True,True,True
EquiformerV2 AD,rxn4890,True,True,True
EquiformerV2 AD,rxn4900,True,True,True
EquiformerV2 AD,rxn4901,True,True,True
EquiformerV2 AD,rxn4905,True,True,True
EquiformerV2 AD,rxn4917,True,True,True
EquiformerV2 AD,rxn4918,True,False,True
EquiformerV2 AD,rxn4922,True,True,True
EquiformerV2 AD,rxn4933,True,True,True
EquiformerV2 AD,rxn4939,True,True,True
EquiformerV2 AD,rxn4941,True,True,True
EquiformerV2 AD,rxn4956,True,False,True
EquiformerV2 AD,rxn4961,True,True,True
EquiformerV2 AD,rxn4968,True,True,True
EquiformerV2 AD,rxn4970,False,False,False
EquiformerV2 AD,rxn4971,True,True,False
EquiformerV2 AD,rxn4976,False,False,False
EquiformerV2 AD,rxn4988,False,False,False
EquiformerV2 AD,rxn5002,True,True,True
EquiformerV2 AD,rxn5014,True,True,True
EquiformerV2 AD,rxn5018,True,True,True
EquiformerV2 AD,rxn5035,True,True,True
EquiformerV2 AD,rxn5038,True,True,True
EquiformerV2 AD,rxn5043,True,True,True
EquiformerV2 AD,rxn5061,True,True,True
EquiformerV2 AD,rxn5081,True,True,True
EquiformerV2 AD,rxn5083,True,True,True
EquiformerV2 AD,rxn5096,True,True,True
EquiformerV2 AD,rxn5097,True,True,True
EquiformerV2 AD,rxn5121,True,True,True
EquiformerV2 AD,rxn5150,False,False,False
EquiformerV2 AD,rxn5156,True,True,True
EquiformerV2 AD,rxn5158,True,True,True
EquiformerV2 AD,rxn5169,True,True,True
EquiformerV2 AD,rxn5170,True,True,True
EquiformerV2 AD,rxn5211,True,False,False
EquiformerV2 AD,rxn5221,True,True,True
EquiformerV2 AD,rxn5229,True,True,False
EquiformerV2 AD,rxn5234,True,True,False
EquiformerV2 AD,rxn5242,True,True,True
EquiformerV2 AD,rxn5255,True,True,False
EquiformerV2 AD,rxn5286,True,False,False
EquiformerV2 AD,rxn5294,True,True,True
EquiformerV2 AD,rxn5309,True,False,True
EquiformerV2 AD,rxn5314,True,True,True
EquiformerV2 AD,rxn5322,True,True,True
EquiformerV2 AD,rxn5327,True,True,True
EquiformerV2 AD,rxn5367,True,False,False
EquiformerV2 AD,rxn5377,True,True,False
EquiformerV2 AD,rxn5393,True,True,True
EquiformerV2 AD,rxn5411,True,True,True
EquiformerV2 AD,rxn5426,True,True,True
EquiformerV2 AD,rxn5439,True,False,False
EquiformerV2 AD,rxn5450,True,True,True
EquiformerV2 AD,rxn5456,True,True,True
EquiformerV2 AD,rxn5483,True,True,True
EquiformerV2 AD,rxn5484,True,True,True
EquiformerV2 AD,rxn5487,False,False,False
EquiformerV2 AD,rxn5503,True,False,False
EquiformerV2 AD,rxn5505,True,False,False
EquiformerV2 AD,rxn5515,True,True,True
EquiformerV2 AD,rxn5527,True,False,True
EquiformerV2 AD,rxn5530,True,True,True
EquiformerV2 AD,rxn5531,True,True,True
EquiformerV2 AD,rxn5537,True,True,False
EquiformerV2 AD,rxn5556,True,True,True
EquiformerV2 AD,rxn5577,True,True,True
EquiformerV2 AD,rxn5581,True,True,True
EquiformerV2 AD,rxn5584,True,True,True
EquiformerV2 AD,rxn5614,True,True,True
EquiformerV2 AD,rxn5615,True,True,True
EquiformerV2 AD,rxn5620,True,True,False
EquiformerV2 AD,rxn5628,True,True,True
EquiformerV2 AD,rxn5630,True,True,True
EquiformerV2 AD,rxn5640,True,True,True
EquiformerV2 AD,rxn5641,True,True,False
EquiformerV2 AD,rxn5666,True,False,True
EquiformerV2 AD,rxn5693,False,False,False
EquiformerV2 AD,rxn5703,True,False,True
EquiformerV2 AD,rxn5713,True,False,False
EquiformerV2 AD,rxn5732,True,True,True
EquiformerV2 AD,rxn5733,True,True,True
EquiformerV2 AD,rxn5745,True,True,True
EquiformerV2 AD,rxn5747,True,True,True
EquiformerV2 AD,rxn5752,True,True,True
EquiformerV2 AD,rxn5759,True,True,True
EquiformerV2 AD,rxn5760,True,True,True
EquiformerV2 AD,rxn5775,True,True,True
EquiformerV2 AD,rxn5784,True,True,True
EquiformerV2 AD,rxn5803,True,False,True
EquiformerV2 AD,rxn5808,True,True,True
EquiformerV2 AD,rxn5842,True,False,False
EquiformerV2 AD,rxn5849,True,True,True
EquiformerV2 AD,rxn5896,True,False,True
EquiformerV2 AD,rxn5912,True,True,True
EquiformerV2 AD,rxn5942,True,True,True
EquiformerV2 AD,rxn5962,False,False,False
EquiformerV2 AD,rxn5990,True,False,False
EquiformerV2 AD,rxn5995,True,True,True
EquiformerV2 AD,rxn5999,True,True,True
EquiformerV2 AD,rxn6007,False,False,False
EquiformerV2 AD,rxn6011,True,False,True
EquiformerV2 AD,rxn6025,True,True,True
EquiformerV2 AD,rxn6036,False,False,False
EquiformerV2 AD,rxn6046,True,False,True
EquiformerV2 AD,rxn6051,True,False,True
EquiformerV2 AD,rxn6057,True,False,False
EquiformerV2 AD,rxn6066,True,False,False
EquiformerV2 AD,rxn6080,True,True,True
EquiformerV2 AD,rxn6094,True,False,False
EquiformerV2 AD,rxn6113,True,True,True
EquiformerV2 AD,rxn6115,True,True,True
EquiformerV2 AD,rxn6155,True,True,True
EquiformerV2 AD,rxn6156,True,True,True
EquiformerV2 AD,rxn6170,True,True,True
EquiformerV2 AD,rxn6172,True,False,False
EquiformerV2 AD,rxn6194,False,False,False
EquiformerV2 AD,rxn6195,True,False,False
EquiformerV2 AD,rxn6198,True,False,False
EquiformerV2 AD,rxn6215,True,True,True
EquiformerV2 AD,rxn6216,True,True,True
EquiformerV2 AD,rxn6227,True,True,True
EquiformerV2 AD,rxn6246,True,False,False
EquiformerV2 AD,rxn6253,True,True,True
EquiformerV2 AD,rxn6272,True,True,True
EquiformerV2 AD,rxn6281,True,True,True
EquiformerV2 AD,rxn6298,True,False,True
EquiformerV2 AD,rxn6317,True,True,True
EquiformerV2 AD,rxn6318,True,True,True
EquiformerV2 AD,rxn6330,True,True,True
EquiformerV2 AD,rxn6333,True,True,True
EquiformerV2 AD,rxn6344,True,True,True
EquiformerV2 AD,rxn6349,True,True,True
EquiformerV2 AD,rxn6357,False,False,False
EquiformerV2 AD,rxn6369,True,True,True
EquiformerV2 AD,rxn6401,True,False,True
EquiformerV2 AD,rxn6407,False,False,False
EquiformerV2 AD,rxn6439,True,True,True
EquiformerV2 AD,rxn6441,True,True,True
EquiformerV2 AD,rxn6444,False,False,False
EquiformerV2 AD,rxn6453,True,True,True
EquiformerV2 AD,rxn6462,False,False,False
EquiformerV2 AD,rxn6511,True,False,False
EquiformerV2 AD,rxn6514,True,False,False
EquiformerV2 AD,rxn6546,False,False,False
EquiformerV2 AD,rxn6550,True,False,True
EquiformerV2 AD,rxn6553,False,False,False
EquiformerV2 AD,rxn6578,True,False,True
EquiformerV2 AD,rxn6584,True,True,True
EquiformerV2 AD,rxn6590,True,False,True
EquiformerV2 AD,rxn6592,True,False,True
EquiformerV2 AD,rxn6601,True,True,True
EquiformerV2 AD,rxn6610,True,True,True
EquiformerV2 AD,rxn6628,True,True,True
EquiformerV2 AD,rxn6629,True,True,False
EquiformerV2 AD,rxn6639,True,False,True
EquiformerV2 AD,rxn6644,True,True,True
EquiformerV2 AD,rxn6660,True,True,True
EquiformerV2 AD,rxn6665,True,True,True
EquiformerV2 AD,rxn6684,True,True,False
EquiformerV2 AD,rxn6708,True,True,True
EquiformerV2 AD,rxn6710,True,True,True
EquiformerV2 AD,rxn6712,True,True,True
EquiformerV2 AD,rxn6714,True,True,True
EquiformerV2 AD,rxn6722,True,True,True
EquiformerV2 AD,rxn6731,True,True,True
EquiformerV2 AD,rxn6748,True,False,True
EquiformerV2 AD,rxn6751,True,True,True
EquiformerV2 AD,rxn6758,True,True,True
EquiformerV2 AD,rxn6767,True,True,True
EquiformerV2 AD,rxn6772,True,False,False
EquiformerV2 AD,rxn6777,True,False,False
EquiformerV2 AD,rxn6798,True,True,True
EquiformerV2 AD,rxn6802,True,True,True
EquiformerV2 AD,rxn6805,True,True,True
EquiformerV2 AD,rxn6823,True,True,False
EquiformerV2 AD,rxn6838,True,False,True
EquiformerV2 AD,rxn6857,True,True,True
EquiformerV2 AD,rxn6863,True,True,True
EquiformerV2 AD,rxn6880,True,True,False
EquiformerV2 AD,rxn6890,True,True,True
EquiformerV2 AD,rxn6893,True,True,True
EquiformerV2 AD,rxn6895,True,False,True
EquiformerV2 AD,rxn6930,True,True,True
EquiformerV2 AD,rxn6949,True,True,True
EquiformerV2 AD,rxn6955,True,False,False
EquiformerV2 AD,rxn6961,True,True,True
EquiformerV2 AD,rxn6983,True,True,True
EquiformerV2 AD,rxn6990,True,True,True
EquiformerV2 AD,rxn7014,True,False,False
EquiformerV2 AD,rxn7016,True,True,True
EquiformerV2 AD,rxn7018,True,False,True
EquiformerV2 AD,rxn7030,True,True,True
EquiformerV2 AD,rxn7036,False,False,False
EquiformerV2 AD,rxn7041,True,True,True
EquiformerV2 AD,rxn7048,True,True,True
EquiformerV2 AD,rxn7058,True,False,False
EquiformerV2 AD,rxn7070,True,False,False
EquiformerV2 AD,rxn7071,True,False,False
EquiformerV2 AD,rxn7084,True,True,True
EquiformerV2 AD,rxn7088,True,True,True
EquiformerV2 AD,rxn7093,True,True,True
EquiformerV2 AD,rxn7108,True,True,False
EquiformerV2 AD,rxn7110,True,True,True
EquiformerV2 AD,rxn7130,True,True,True
EquiformerV2 AD,rxn7136,True,True,True
EquiformerV2 AD,rxn7145,True,True,True
EquiformerV2 AD,rxn7151,True,False,False
EquiformerV2 AD,rxn7158,True,False,False
EquiformerV2 AD,rxn7184,True,True,True
EquiformerV2 AD,rxn7185,True,True,True
EquiformerV2 AD,rxn7193,True,True,True
EquiformerV2 AD,rxn7210,True,True,True
EquiformerV2 AD,rxn7222,True,True,True
EquiformerV2 AD,rxn7241,True,True,True
EquiformerV2 AD,rxn7298,True,True,True
EquiformerV2 AD,rxn7303,True,True,True
EquiformerV2 AD,rxn7309,True,False,False
EquiformerV2 AD,rxn7317,True,True,True
EquiformerV2 AD,rxn7323,True,True,True
EquiformerV2 AD,rxn7344,True,False,False
EquiformerV2 AD,rxn7357,True,False,False
EquiformerV2 AD,rxn7361,True,False,False
EquiformerV2 AD,rxn7364,True,False,False
EquiformerV2 AD,rxn7374,True,True,True
EquiformerV2 AD,rxn7378,True,False,True
EquiformerV2 AD,rxn7398,True,True,False
EquiformerV2 AD,rxn7424,True,True,True
EquiformerV2 AD,rxn7427,True,True,True
EquiformerV2 AD,rxn7428,True,True,True
EquiformerV2 AD,rxn7430,True,True,True
EquiformerV2 AD,rxn7436,True,True,True
EquiformerV2 AD,rxn7492,True,True,True
EquiformerV2 AD,rxn7493,True,True,True
EquiformerV2 AD,rxn7511,True,False,False
EquiformerV2 AD,rxn7521,True,True,True
EquiformerV2 AD,rxn7524,False,False,False
EquiformerV2 AD,rxn7529,True,True,True
EquiformerV2 AD,rxn7533,True,True,True
EquiformerV2 AD,rxn7535,True,False,False
EquiformerV2 AD,rxn7539,True,False,False
EquiformerV2 AD,rxn7544,True,True,True
EquiformerV2 AD,rxn7549,True,True,True
EquiformerV2 AD,rxn7560,False,False,False
EquiformerV2 AD,rxn7566,True,False,False
EquiformerV2 AD,rxn7569,True,True,True
EquiformerV2 AD,rxn7570,True,False,False
EquiformerV2 AD,rxn7578,True,True,True
EquiformerV2 AD,rxn7579,True,True,True
EquiformerV2 AD,rxn7581,True,True,False
EquiformerV2 AD,rxn7599,True,True,False
EquiformerV2 AD,rxn7600,True,True,True
EquiformerV2 AD,rxn7606,True,True,True
EquiformerV2 AD,rxn7638,True,True,True
EquiformerV2 AD,rxn7648,True,True,True
EquiformerV2 AD,rxn7674,True,False,True
EquiformerV2 AD,rxn7681,True,True,True
EquiformerV2 AD,rxn7689,True,True,True
EquiformerV2 AD,rxn7719,False,False,False
EquiformerV2 AD,rxn7728,True,False,False
EquiformerV2 AD,rxn7742,True,False,True
EquiformerV2 AD,rxn7754,True,True,True
EquiformerV2 AD,rxn7756,True,True,True
EquiformerV2 AD,rxn7764,True,False,True
EquiformerV2 AD,rxn7769,False,False,False
EquiformerV2 AD,rxn7797,True,True,True
EquiformerV2 AD,rxn7808,True,False,True
EquiformerV2 AD,rxn7829,True,True,False
EquiformerV2 AD,rxn7833,True,True,True
EquiformerV2 AD,rxn7855,False,False,False
EquiformerV2 AD,rxn7884,True,False,False
EquiformerV2 AD,rxn7890,True,True,True
EquiformerV2 AD,rxn7895,True,False,False
EquiformerV2 AD,rxn7896,True,True,True
EquiformerV2 AD,rxn7930,True,True,True
EquiformerV2 AD,rxn7932,True,True,True
EquiformerV2 AD,rxn7938,True,False,False
EquiformerV2 AD,rxn7941,False,False,False
EquiformerV2 AD,rxn7947,True,True,True
EquiformerV2 AD,rxn7957,True,False,False
EquiformerV2 AD,rxn7961,True,False,False
EquiformerV2 AD,rxn7965,True,True,True
EquiformerV2 AD,rxn7975,True,True,True
EquiformerV2 AD,rxn7979,True,True,True
EquiformerV2 AD,rxn7981,True,True,True
EquiformerV2 AD,rxn8026,False,False,False
EquiformerV2 AD,rxn8034,True,True,True
EquiformerV2 AD,rxn8036,True,True,True
EquiformerV2 AD,rxn8062,False,False,False
EquiformerV2 AD,rxn8081,True,True,True
EquiformerV2 AD,rxn8083,True,True,True
EquiformerV2 AD,rxn8085,True,True,True
EquiformerV2 AD,rxn8087,True,True,True
EquiformerV2 AD,rxn8103,True,True,True
EquiformerV2 AD,rxn8113,True,True,True
EquiformerV2 AD,rxn8125,True,False,True
EquiformerV2 AD,rxn8133,True,True,True
EquiformerV2 AD,rxn8149,True,True,True
EquiformerV2 AD,rxn8151,True,True,False
EquiformerV2 AD,rxn8152,True,True,True
EquiformerV2 AD,rxn8176,True,True,True
EquiformerV2 AD,rxn8178,True,True,True
EquiformerV2 AD,rxn8180,True,True,True
EquiformerV2 AD,rxn8190,True,True,True
EquiformerV2 AD,rxn8191,True,True,True
EquiformerV2 AD,rxn8219,True,True,True
EquiformerV2 AD,rxn8228,True,True,True
EquiformerV2 AD,rxn8235,True,True,True
EquiformerV2 AD,rxn8241,True,False,True
EquiformerV2 AD,rxn8259,True,True,True
EquiformerV2 AD,rxn8278,False,False,False
EquiformerV2 AD,rxn8289,True,False,False
EquiformerV2 AD,rxn8297,True,False,True
EquiformerV2 AD,rxn8315,True,False,False
EquiformerV2 AD,rxn8329,True,True,True
EquiformerV2 AD,rxn8330,True,True,True
EquiformerV2 AD,rxn8345,True,True,True
EquiformerV2 AD,rxn8346,True,True,True
EquiformerV2 AD,rxn8358,True,True,True
EquiformerV2 AD,rxn8378,True,True,True
EquiformerV2 AD,rxn8383,True,False,False
EquiformerV2 AD,rxn8395,True,True,True
EquiformerV2 AD,rxn8398,True,True,True
EquiformerV2 AD,rxn8413,False,False,False
EquiformerV2 AD,rxn8418,True,True,False
EquiformerV2 AD,rxn8431,True,True,True
EquiformerV2 AD,rxn8439,True,True,True
EquiformerV2 AD,rxn8442,False,False,False
EquiformerV2 AD,rxn8446,True,False,True
EquiformerV2 AD,rxn8449,True,False,True
EquiformerV2 AD,rxn8505,False,False,False
EquiformerV2 AD,rxn8532,True,True,True
EquiformerV2 AD,rxn8540,True,True,True
EquiformerV2 AD,rxn8543,True,True,True
EquiformerV2 AD,rxn8548,True,False,True
EquiformerV2 AD,rxn8557,True,True,False
EquiformerV2 AD,rxn8562,True,True,False
EquiformerV2 AD,rxn8603,False,False,False
EquiformerV2 AD,rxn8610,True,True,True
EquiformerV2 AD,rxn8624,True,True,False
EquiformerV2 AD,rxn8634,True,True,True
EquiformerV2 AD,rxn8638,False,False,False
EquiformerV2 AD,rxn8652,True,True,True
EquiformerV2 AD,rxn8680,True,True,True
EquiformerV2 AD,rxn8684,False,False,False
EquiformerV2 AD,rxn8686,False,False,False
EquiformerV2 AD,rxn8689,True,True,True
EquiformerV2 AD,rxn8690,False,False,False
EquiformerV2 AD,rxn8695,True,True,True
EquiformerV2 AD,rxn8696,True,True,True
EquiformerV2 AD,rxn8697,True,False,False
EquiformerV2 AD,rxn8708,True,True,True
EquiformerV2 AD,rxn8721,True,False,True
EquiformerV2 AD,rxn8722,True,True,True
EquiformerV2 AD,rxn8725,True,False,False
EquiformerV2 AD,rxn8730,True,True,True
EquiformerV2 AD,rxn8733,True,True,True
EquiformerV2 AD,rxn8751,True,False,False
EquiformerV2 AD,rxn8759,True,True,True
EquiformerV2 AD,rxn8760,True,True,True
EquiformerV2 AD,rxn8765,True,True,True
EquiformerV2 AD,rxn8802,True,True,True
EquiformerV2 AD,rxn8806,True,False,False
EquiformerV2 AD,rxn8818,True,True,True
EquiformerV2 AD,rxn8823,True,False,False
EquiformerV2 AD,rxn8851,False,False,False
EquiformerV2 AD,rxn8854,True,False,True
EquiformerV2 AD,rxn8866,True,True,True
EquiformerV2 AD,rxn8880,True,False,False
EquiformerV2 AD,rxn8902,True,True,True
EquiformerV2 AD,rxn8931,True,False,True
EquiformerV2 AD,rxn8936,True,True,True
EquiformerV2 AD,rxn8949,True,True,True
EquiformerV2 AD,rxn8960,True,True,True
EquiformerV2 AD,rxn8964,False,False,False
EquiformerV2 AD,rxn8973,True,True,False
EquiformerV2 AD,rxn8991,True,True,True
EquiformerV2 AD,rxn9000,True,False,False
EquiformerV2 AD,rxn9044,True,False,False
EquiformerV2 AD,rxn9058,False,False,False
EquiformerV2 AD,rxn9094,True,False,False
EquiformerV2 AD,rxn9185,True,True,True
EquiformerV2 AD,rxn9201,True,True,False
EquiformerV2 AD,rxn9228,True,True,True
EquiformerV2 AD,rxn9252,False,False,False
EquiformerV2 AD,rxn9262,True,True,True
EquiformerV2 AD,rxn9286,True,False,True
EquiformerV2 AD,rxn9298,True,True,True
