Name	Atoms	Format	Source
chno_xyz/n058_pubchem_01_a0f776f2c2	58	xyz	pubchem3d:163263:C20H36O2
chno_xyz/n058_pubchem_02_01d0200b95	58	xyz	pubchem3d:521332:C20H36O2
chno_xyz/n058_pubchem_03_b4a120b4f9	58	xyz	pubchem3d:23615635:C20H36O2
chno_xyz/n058_pubchem_04_061ec4e0c3	58	xyz	pubchem3d:7093249:C20H36O2
chno_xyz/n058_pubchem_05_5cb32520b1	58	xyz	pubchem3d:5471228:C20H36O2
chno_xyz/n058_pubchem_06_368b458437	58	xyz	pubchem3d:73114:C20H36O2
chno_xyz/n058_pubchem_07_c28c33020b	58	xyz	pubchem3d:73088450:C20H36O2
chno_xyz/n058_pubchem_08_cf06f97a88	58	xyz	pubchem3d:2700:C20H36O2
chno_xyz/n058_pubchem_09_644b4dc9f4	58	xyz	pubchem3d:40467981:C20H36O2
chno_xyz/n058_pubchem_10_d2fc68093c	58	xyz	pubchem3d:3086155:C20H36O2
chno_xyz/n059_pubchem_01_7024e44286	59	xyz	pubchem3d:5355724:C20H37NO
chno_xyz/n059_pubchem_02_6eb9ca28fa	59	xyz	pubchem3d:6442402:C20H37NO
chno_xyz/n059_pubchem_03_56843db544	59	xyz	pubchem3d:145978170:C20H37NO
chno_xyz/n059_pubchem_04_439a7dfc2f	59	xyz	pubchem3d:5993273:C20H37NO
chno_xyz/n059_pubchem_05_9d1a458962	59	xyz	pubchem3d:53437364:C20H37NO
chno_xyz/n059_pubchem_06_cf5e2da492	59	xyz	pubchem3d:44561506:C20H37NO
chno_xyz/n059_pubchem_07_cc6c190e99	59	xyz	pubchem3d:145967021:C20H37NO
chno_xyz/n059_pubchem_08_b796b63db4	59	xyz	pubchem3d:171354672:C20H37NO
chno_xyz/n059_pubchem_09_e6009c3f6f	59	xyz	pubchem3d:179654:C20H37NO
chno_xyz/n059_pubchem_10_b4e17844c7	59	xyz	pubchem3d:163192567:C20H37NO
chno_xyz/n060_pubchem_01_ac1d6483b5	60	xyz	pubchem3d:44340494:C20H38N2
chno_xyz/n060_pubchem_02_df5102ff5f	60	xyz	pubchem3d:9948491:C20H38N2
chno_xyz/n060_pubchem_03_18eaa476d3	60	xyz	pubchem3d:6476772:C20H38N2
chno_xyz/n060_pubchem_04_2547711f10	60	xyz	pubchem3d:6478445:C20H38N2
chno_xyz/n060_pubchem_05_84927fecef	60	xyz	pubchem3d:156010185:C20H38N2
chno_xyz/n060_pubchem_06_7f8f7a12c7	60	xyz	pubchem3d:504275:C20H38N2
chno_xyz/n060_pubchem_07_73caaf3de6	60	xyz	pubchem3d:16076326:C20H38N2
chno_xyz/n060_pubchem_08_ebf8a2922e	60	xyz	pubchem3d:6482269:C20H38N2
chno_xyz/n060_pubchem_09_d9af7a9839	60	xyz	pubchem3d:21331298:C20H38N2
chno_xyz/n060_pubchem_10_03d58130fc	60	xyz	pubchem3d:129662960:C20H38N2
chno_xyz/n061_pubchem_01_84aa6de3fb	61	xyz	pubchem3d:557716:C21H38O2
chno_xyz/n061_pubchem_02_4b0a34a259	61	xyz	pubchem3d:10687323:C21H38O2
chno_xyz/n061_pubchem_03_676c8d952b	61	xyz	pubchem3d:534623:C21H38O2
chno_xyz/n061_pubchem_04_98d64fa266	61	xyz	pubchem3d:247220:C20H39NO
chno_xyz/n061_pubchem_05_59809f6e13	61	xyz	pubchem3d:10244853:C20H39NO
chno_xyz/n061_pubchem_06_e486ae8275	61	xyz	pubchem3d:10087521:C21H38O2
chno_xyz/n061_pubchem_07_e238906091	61	xyz	pubchem3d:44371035:C21H38O2
chno_xyz/n061_pubchem_08_b8b2646fd4	61	xyz	pubchem3d:44386706:C21H38O2
chno_xyz/n061_pubchem_09_c0b2b47000	61	xyz	pubchem3d:11198076:C21H38O2
chno_xyz/n061_pubchem_10_c54bccf0d9	61	xyz	pubchem3d:101693237:C21H38O2
chno_xyz/n062_pubchem_01_d327db1ebd	62	xyz	pubchem3d:53253850:C21H39NO
chno_xyz/n062_pubchem_02_977dce305a	62	xyz	pubchem3d:6377867:C21H39NO
chno_xyz/n062_pubchem_03_8b33ccf5e5	62	xyz	pubchem3d:145966227:C21H39NO
chno_xyz/n062_pubchem_04_668447c4a6	62	xyz	pubchem3d:71582858:C21H39NO
chno_xyz/n062_pubchem_05_fcf463af71	62	xyz	pubchem3d:75993195:C21H39NO
chno_xyz/n062_pubchem_06_f46b28b403	62	xyz	pubchem3d:129695142:C21H39NO
chno_xyz/n062_pubchem_07_bbeda2ffd7	62	xyz	pubchem3d:3065763:C21H39NO
chno_xyz/n062_pubchem_08_f905673b87	62	xyz	pubchem3d:91705091:C21H39NO
chno_xyz/n062_pubchem_09_ec2e495c68	62	xyz	pubchem3d:14303135:C21H39NO
chno_xyz/n062_pubchem_10_bbac5274b3	62	xyz	pubchem3d:129724401:C21H39NO
chno_xyz/n063_pubchem_01_9dfc0adde5	63	xyz	pubchem3d:15745324:C21H40N2
chno_xyz/n063_pubchem_02_ed5425e88d	63	xyz	pubchem3d:6480591:C21H40N2
chno_xyz/n063_pubchem_03_86ff748406	63	xyz	pubchem3d:10734505:C21H40N2
chno_xyz/n063_pubchem_04_c0dbff1e68	63	xyz	pubchem3d:6482263:C21H40N2
chno_xyz/n063_pubchem_05_8193e317ed	63	xyz	pubchem3d:6482267:C21H40N2
chno_xyz/n063_pubchem_06_15efb5a086	63	xyz	pubchem3d:572895:C21H40N2
chno_xyz/n063_pubchem_07_f98e88ed7f	63	xyz	pubchem3d:57552420:C21H40N2
chno_xyz/n063_pubchem_08_1935e4cd6a	63	xyz	pubchem3d:16076240:C21H40N2
chno_xyz/n063_pubchem_09_31fe69f44c	63	xyz	pubchem3d:16076332:C21H40N2
chno_xyz/n063_pubchem_10_c0af059228	63	xyz	pubchem3d:16076333:C21H40N2
chno_xyz/n064_pubchem_01_25963e7543	64	xyz	pubchem3d:11588070:C22H40O2
chno_xyz/n064_pubchem_02_8e1c3b976d	64	xyz	pubchem3d:14607526:C22H40O2
chno_xyz/n064_pubchem_03_afcaf65aa2	64	xyz	pubchem3d:44371682:C22H40O2
chno_xyz/n064_pubchem_04_bc35220f2d	64	xyz	pubchem3d:6430518:C21H41NO
chno_xyz/n064_pubchem_05_e18e4c3a8c	64	xyz	pubchem3d:246833:C21H41NO
chno_xyz/n064_pubchem_06_6686f719b5	64	xyz	pubchem3d:56842411:C22H40O2
chno_xyz/n064_pubchem_07_2af88b5b73	64	xyz	pubchem3d:543312:C22H40O2
chno_xyz/n064_pubchem_08_6a4df66052	64	xyz	pubchem3d:162885178:C22H40O2
chno_xyz/n064_pubchem_09_76bc662efb	64	xyz	pubchem3d:163192339:C22H40O2
chno_xyz/n064_pubchem_10_f2fe357533	64	xyz	pubchem3d:11313705:C22H40O2
chno_xyz/n065_pubchem_01_50d67838cb	65	xyz	pubchem3d:145964780:C22H41NO
chno_xyz/n065_pubchem_02_824e80c616	65	xyz	pubchem3d:5370405:C22H41NO
chno_xyz/n065_pubchem_03_c6e15e3624	65	xyz	pubchem3d:10520818:C22H41NO
chno_xyz/n065_pubchem_04_bee351ec9b	65	xyz	pubchem3d:12731421:C22H41NO
chno_xyz/n065_pubchem_05_11f5ae6a42	65	xyz	pubchem3d:21885336:C21H42N2
chno_xyz/n065_pubchem_06_e49fa69a20	65	xyz	pubchem3d:5370407:C22H41NO
chno_xyz/n065_pubchem_07_7f50fad5cb	65	xyz	pubchem3d:6422247:C22H41NO
chno_xyz/n065_pubchem_08_4329f43117	65	xyz	pubchem3d:91705087:C22H41NO
chno_xyz/n065_pubchem_09_8edd775f97	65	xyz	pubchem3d:91705089:C22H41NO
chno_xyz/n065_pubchem_10_721c55af07	65	xyz	pubchem3d:91712806:C22H41NO
chno_xyz/n066_pubchem_01_fc1a07c8a8	66	xyz	pubchem3d:46203796:C22H42N2
chno_xyz/n066_pubchem_02_dc6e3e0cc6	66	xyz	pubchem3d:46203484:C22H42N2
chno_xyz/n066_pubchem_03_cc63b375ab	66	xyz	pubchem3d:9927675:C22H42N2
chno_xyz/n066_pubchem_04_39b08d8c99	66	xyz	pubchem3d:6455289:C22H42N2
chno_xyz/n066_pubchem_05_59e1012e1d	66	xyz	pubchem3d:77362:C22H42N2
chno_xyz/n066_pubchem_06_73fbd6f062	66	xyz	pubchem3d:78616:C22H42N2
chno_xyz/n066_pubchem_07_c85203f94d	66	xyz	pubchem3d:102130:C22H42N2
chno_xyz/n066_pubchem_08_5cd1924bfd	66	xyz	pubchem3d:116179:C22H42N2
chno_xyz/n066_pubchem_09_fab38fed32	66	xyz	pubchem3d:6480533:C22H42N2
chno_xyz/n066_pubchem_10_932dab5d88	66	xyz	pubchem3d:102587:C22H42N2
chno_xyz/n067_pubchem_01_91addd9368	67	xyz	pubchem3d:163192733:C23H42O2
chno_xyz/n067_pubchem_02_64fb5a5ea8	67	xyz	pubchem3d:163195815:C23H42O2
chno_xyz/n067_pubchem_03_033e94da9b	67	xyz	pubchem3d:24936307:C22H43NO
chno_xyz/n067_pubchem_04_2b6ad3daaa	67	xyz	pubchem3d:165208:C23H42N2
chno_xyz/n067_pubchem_05_e791324568	67	xyz	pubchem3d:159583052:C23H42N2
chno_xyz/n067_pubchem_06_485d12a071	67	xyz	pubchem3d:21999134:C23H42O2
chno_xyz/n067_pubchem_07_1ea307b0e8	67	xyz	pubchem3d:90238854:C23H42O2
chno_xyz/n067_pubchem_08_870f037fd8	67	xyz	pubchem3d:91885378:C23H42O2
chno_xyz/n067_pubchem_09_2ec03e32cf	67	xyz	pubchem3d:11024558:C23H42O2
chno_xyz/n067_pubchem_10_6b6f01ca22	67	xyz	pubchem3d:10618340:C23H42O2
chno_xyz/n068_pubchem_01_f3ffabbf5e	68	xyz	pubchem3d:72199018:C23H43NO
chno_xyz/n068_pubchem_02_41826df089	68	xyz	pubchem3d:145977932:C23H43NO
chno_xyz/n068_pubchem_03_d0ecce60e8	68	xyz	pubchem3d:395360:C23H43NO
chno_xyz/n068_pubchem_04_cd84d9cdf2	68	xyz	pubchem3d:129869:C22H44N2
chno_xyz/n068_pubchem_05_5e6484946c	68	xyz	pubchem3d:9862607:C22H44N2
chno_xyz/n068_pubchem_06_4173744f3a	68	xyz	pubchem3d:3065775:C23H43NO
chno_xyz/n068_pubchem_07_36ddfd9516	68	xyz	pubchem3d:496848:C23H43NO
chno_xyz/n068_pubchem_08_ba6d0751b6	68	xyz	pubchem3d:13928791:C23H43NO
chno_xyz/n068_pubchem_09_4f9b63f2ff	68	xyz	pubchem3d:91705155:C23H43NO
chno_xyz/n068_pubchem_10_123ea22804	68	xyz	pubchem3d:4196069:C23H43NO
chno_xyz/n069_pubchem_01_cfe3fe020c	69	xyz	pubchem3d:129872:C23H44N2
chno_xyz/n069_pubchem_02_8a53341b82	69	xyz	pubchem3d:10569770:C23H44N2
chno_xyz/n069_pubchem_03_e8c29baf7d	69	xyz	pubchem3d:172463779:C23H44N2
chno_xyz/n069_pubchem_04_70614e05eb	69	xyz	pubchem3d:6480564:C23H44N2
chno_xyz/n069_pubchem_05_e93dcd85fe	69	xyz	pubchem3d:20567358:C23H44N2
chno_xyz/n069_pubchem_06_7128f9bdc4	69	xyz	pubchem3d:21399240:C23H44N2
chno_xyz/n069_pubchem_07_85996269c6	69	xyz	pubchem3d:21401046:C23H44N2
chno_xyz/n069_pubchem_08_3fc846844a	69	xyz	pubchem3d:53904146:C23H44N2
chno_xyz/n069_pubchem_09_90c7ae6705	69	xyz	pubchem3d:54254375:C23H44N2
chno_xyz/n069_pubchem_10_99fe3b5bb1	69	xyz	pubchem3d:57092637:C23H44N2
chno_xyz/n070_pubchem_01_ac96d11c23	70	xyz	pubchem3d:9799188:C24H44O2
chno_xyz/n070_pubchem_02_3840a83fe8	70	xyz	pubchem3d:25018211:C24H44O2
chno_xyz/n070_pubchem_03_a7a81373a3	70	xyz	pubchem3d:145950122:C24H44O2
chno_xyz/n070_pubchem_04_ac06adb8cc	70	xyz	pubchem3d:163061685:C24H44O2
chno_xyz/n070_pubchem_05_1ed20c265b	70	xyz	pubchem3d:163061686:C24H44O2
chno_xyz/n070_pubchem_06_e72f20c59f	70	xyz	pubchem3d:163185911:C24H44O2
chno_xyz/n070_pubchem_07_61279b4946	70	xyz	pubchem3d:91885379:C24H44O2
chno_xyz/n070_pubchem_08_57aaac23c9	70	xyz	pubchem3d:15652454:C24H44O2
chno_xyz/n070_pubchem_09_b9cca84d1a	70	xyz	pubchem3d:102388423:C24H44O2
chno_xyz/n070_pubchem_10_71e12da51a	70	xyz	pubchem3d:129675338:C24H44O2
chno_xyz/n071_pubchem_01_179a849103	71	xyz	pubchem3d:71583188:C24H45NO
chno_xyz/n071_pubchem_02_deaccf8fe1	71	xyz	pubchem3d:10618734:C24H45NO
chno_xyz/n071_pubchem_03_7dfbf6f87f	71	xyz	pubchem3d:163720340:C24H45NO
chno_xyz/n071_pubchem_04_563a7ee7f2	71	xyz	pubchem3d:71583073:C24H45NO
chno_xyz/n071_pubchem_05_d2575a3a2f	71	xyz	pubchem3d:10712869:C23H46N2
chno_xyz/n071_pubchem_06_83ac0d03b0	71	xyz	pubchem3d:14678847:C24H45NO
chno_xyz/n071_pubchem_07_e815146eef	71	xyz	pubchem3d:297315:C24H45NO
chno_xyz/n071_pubchem_08_5bf15eb376	71	xyz	pubchem3d:567394:C24H45NO
chno_xyz/n071_pubchem_09_73889c42ff	71	xyz	pubchem3d:91705151:C24H45NO
chno_xyz/n071_pubchem_10_007a90460d	71	xyz	pubchem3d:3644380:C24H45NO
chno_xyz/n072_pubchem_01_48ee2effbc	72	xyz	pubchem3d:18520995:C24H46N2
chno_xyz/n072_pubchem_03_4f61ad32bf	72	xyz	pubchem3d:77555:C24H46N2
chno_xyz/n072_pubchem_04_25f75456c6	72	xyz	pubchem3d:71718895:C25H45NO
chno_xyz/n072_pubchem_04_679b98f0eb	72	xyz	pubchem3d:116173:C24H46N2
chno_xyz/n072_pubchem_05_3bba894380	72	xyz	pubchem3d:90675849:C25H45NO
chno_xyz/n072_pubchem_06_392e14e39b	72	xyz	pubchem3d:11132211:C24H46N2
chno_xyz/n072_pubchem_07_f5fa7c6184	72	xyz	pubchem3d:19799384:C24H46N2
chno_xyz/n072_pubchem_08_de4f24b44f	72	xyz	pubchem3d:19799385:C24H46N2
chno_xyz/n072_pubchem_09_0d81ad32cb	72	xyz	pubchem3d:20689832:C24H46N2
chno_xyz/n072_pubchem_10_c3e1ae1c40	72	xyz	pubchem3d:21622544:C24H46N2
PubChem_5280805	73	sdf	zinc_molecules
chno_xyz/n073_pubchem_02_4a07a44405	73	xyz	pubchem3d:9799239:C24H47NO
chno_xyz/n073_pubchem_03_4b4e29a9b1	73	xyz	pubchem3d:44446335:C24H47NO
chno_xyz/n073_pubchem_04_7c1fc03389	73	xyz	pubchem3d:574656:C24H47NO
chno_xyz/n073_pubchem_05_171891de43	73	xyz	pubchem3d:163738:C24H47NO
chno_xyz/n073_pubchem_06_3db64a980f	73	xyz	pubchem3d:129848480:C25H46O2
chno_xyz/n073_pubchem_07_ffd0c10101	73	xyz	pubchem3d:178243448:C25H46O2
chno_xyz/n073_pubchem_08_5968e1c973	73	xyz	pubchem3d:18604856:C25H46O2
chno_xyz/n073_pubchem_09_c498d32656	73	xyz	pubchem3d:18604861:C25H46O2
chno_xyz/n073_pubchem_10_0909df3b05	73	xyz	pubchem3d:18604888:C25H46O2
chno_xyz/n074_pubchem_01_9c17147357	74	xyz	pubchem3d:71584578:C25H47NO
chno_xyz/n074_pubchem_02_f93bb1bc39	74	xyz	pubchem3d:71718896:C25H47NO
chno_xyz/n074_pubchem_03_2703a18ad0	74	xyz	pubchem3d:9863892:C24H48N2
chno_xyz/n074_pubchem_04_8e2609784e	74	xyz	pubchem3d:9885438:C24H48N2
chno_xyz/n074_pubchem_05_56e51c2ab0	74	xyz	pubchem3d:15634204:C24H48N2
chno_xyz/n074_pubchem_06_dfe40a8e39	74	xyz	pubchem3d:20340490:C25H47NO
chno_xyz/n074_pubchem_07_c22a17d82a	74	xyz	pubchem3d:68605049:C25H47NO
chno_xyz/n074_pubchem_08_93aecede64	74	xyz	pubchem3d:88551010:C25H47NO
chno_xyz/n074_pubchem_09_054f683cd9	74	xyz	pubchem3d:91464244:C25H47NO
chno_xyz/n074_pubchem_10_8dde2aa2f2	74	xyz	pubchem3d:124198942:C25H47NO
chno_xyz/n075_pubchem_01_6f3c1b6f99	75	xyz	pubchem3d:44340473:C25H48N2
chno_xyz/n075_pubchem_04_5d0d3e90f0	75	xyz	pubchem3d:59966463:C25H48N2
chno_xyz/n075_pubchem_04_5ffe965e89	75	xyz	pubchem3d:9864478:C25H48N2
chno_xyz/n075_pubchem_05_138b94262e	75	xyz	pubchem3d:66723100:C25H48N2
chno_xyz/n075_pubchem_05_e44e4f3f02	75	xyz	pubchem3d:11025220:C25H48N2
chno_xyz/n075_pubchem_06_fad25afd98	75	xyz	pubchem3d:68090608:C25H48N2
chno_xyz/n075_pubchem_07_5a19b5fe6d	75	xyz	pubchem3d:69648324:C25H48N2
chno_xyz/n075_pubchem_08_f0c0431d38	75	xyz	pubchem3d:69648325:C25H48N2
chno_xyz/n075_pubchem_09_799c1fb94d	75	xyz	pubchem3d:89496953:C25H48N2
chno_xyz/n075_pubchem_10_f3a98bdb34	75	xyz	pubchem3d:89822930:C25H48N2
chno_xyz/n076_pubchem_01_d210b4228c	76	xyz	pubchem3d:15652455:C26H48O2
chno_xyz/n076_pubchem_02_b395e479b2	76	xyz	pubchem3d:90670987:C26H48N2
chno_xyz/n076_pubchem_03_8cff5d42ef	76	xyz	pubchem3d:58363:C26H48N2
chno_xyz/n076_pubchem_05_2a472fa8c4	76	xyz	pubchem3d:171935698:C26H48O2
chno_xyz/n076_pubchem_05_61c0ace2f6	76	xyz	pubchem3d:6480547:C26H48N2
chno_xyz/n076_pubchem_06_110779fafb	76	xyz	pubchem3d:101389945:C26H48O2
chno_xyz/n076_pubchem_07_1442b32730	76	xyz	pubchem3d:10194174:C26H48O2
chno_xyz/n076_pubchem_08_d476663f41	76	xyz	pubchem3d:18604859:C26H48O2
chno_xyz/n076_pubchem_09_2b9bd7a713	76	xyz	pubchem3d:18604864:C26H48O2
chno_xyz/n076_pubchem_10_6fff051554	76	xyz	pubchem3d:18605331:C26H48O2
chno_xyz/n077_pubchem_01_0096aa917e	77	xyz	pubchem3d:10763053:C26H49NO
chno_xyz/n077_pubchem_02_5e6df97273	77	xyz	pubchem3d:10809691:C25H50N2
chno_xyz/n077_pubchem_03_3f3acabb78	77	xyz	pubchem3d:44331793:C25H50N2
chno_xyz/n077_pubchem_04_935aed1046	77	xyz	pubchem3d:11561507:C25H50N2
chno_xyz/n077_pubchem_05_541738686c	77	xyz	pubchem3d:13387414:C25H50N2
chno_xyz/n077_pubchem_06_b4255523dc	77	xyz	pubchem3d:21297947:C26H49NO
chno_xyz/n077_pubchem_07_eadcb8ea09	77	xyz	pubchem3d:54301952:C26H49NO
chno_xyz/n077_pubchem_08_2afa424520	77	xyz	pubchem3d:90892463:C26H49NO
chno_xyz/n077_pubchem_09_9f0770aea6	77	xyz	pubchem3d:134353390:C26H49NO
chno_xyz/n077_pubchem_10_1bfc090992	77	xyz	pubchem3d:138728126:C26H49NO
chno_xyz/n078_pubchem_03_9e59660869	78	xyz	pubchem3d:21678515:C26H50N2
chno_xyz/n078_pubchem_04_0b37c058f9	78	xyz	pubchem3d:10905235:C26H50N2
chno_xyz/n078_pubchem_04_294f21a0d2	78	xyz	pubchem3d:9800596:C26H50N2
chno_xyz/n078_pubchem_05_8aa9281ecb	78	xyz	pubchem3d:20332297:C26H50N2
chno_xyz/n078_pubchem_05_fdcd495f92	78	xyz	pubchem3d:9821796:C26H50N2
chno_xyz/n078_pubchem_06_7a4783b92a	78	xyz	pubchem3d:21401018:C26H50N2
chno_xyz/n078_pubchem_07_8b9624ad8a	78	xyz	pubchem3d:57206888:C26H50N2
chno_xyz/n078_pubchem_08_b866a01c50	78	xyz	pubchem3d:66723281:C26H50N2
chno_xyz/n078_pubchem_09_764b83a85f	78	xyz	pubchem3d:66723861:C26H50N2
chno_xyz/n078_pubchem_10_22cccf730b	78	xyz	pubchem3d:69170006:C26H50N2
chno_xyz/n079_pubchem_01_4ae541c097	79	xyz	pubchem3d:3082055:C27H50O2
chno_xyz/n079_pubchem_02_be5d1f8ffc	79	xyz	pubchem3d:237386:C26H51NO
chno_xyz/n079_pubchem_03_8754542cd0	79	xyz	pubchem3d:90670988:C27H50N2
chno_xyz/n079_pubchem_04_0afff9c381	79	xyz	pubchem3d:21503219:C27H50N2
chno_xyz/n079_pubchem_05_2d2a580b32	79	xyz	pubchem3d:129860770:C27H50O2
chno_xyz/n079_pubchem_06_7ae7dff65e	79	xyz	pubchem3d:19103376:C27H50O2
chno_xyz/n079_pubchem_07_8c8ab9bb50	79	xyz	pubchem3d:23334914:C27H50O2
chno_xyz/n079_pubchem_08_57133eea86	79	xyz	pubchem3d:57212264:C27H50O2
chno_xyz/n079_pubchem_09_f16c92e7e9	79	xyz	pubchem3d:59062196:C27H50O2
chno_xyz/n079_pubchem_10_091b9b6318	79	xyz	pubchem3d:59824189:C27H50O2
chno_xyz/n080_pubchem_01_c024c64737	80	xyz	pubchem3d:15634206:C26H52N2
chno_xyz/n080_pubchem_02_6fe3ed8d7f	80	xyz	pubchem3d:11583540:C26H52N2
chno_xyz/n080_pubchem_03_5fb942f46c	80	xyz	pubchem3d:18341090:C26H52N2
chno_xyz/n080_pubchem_04_9dd11be37a	80	xyz	pubchem3d:20156656:C26H52N2
chno_xyz/n080_pubchem_05_922339249b	80	xyz	pubchem3d:20286840:C26H52N2
chno_xyz/n080_pubchem_06_eec42091fa	80	xyz	pubchem3d:117951432:C27H51NO
chno_xyz/n080_pubchem_07_5220ae7e5a	80	xyz	pubchem3d:118689418:C27H51NO
chno_xyz/n080_pubchem_08_6ec0ff5c2c	80	xyz	pubchem3d:126703025:C27H51NO
chno_xyz/n080_pubchem_09_3a76e3f5e3	80	xyz	pubchem3d:140123058:C27H51NO
chno_xyz/n080_pubchem_10_e04102e088	80	xyz	pubchem3d:145177938:C27H51NO
chno_xyz/n081_pubchem_01_07fc91b58f	81	xyz	pubchem3d:46203798:C27H52N2
chno_xyz/n081_pubchem_02_68883e8390	81	xyz	pubchem3d:57274368:C27H52N2
chno_xyz/n081_pubchem_03_40e20270b6	81	xyz	pubchem3d:66723335:C27H52N2
chno_xyz/n081_pubchem_04_c155b1e7af	81	xyz	pubchem3d:68793514:C27H52N2
chno_xyz/n081_pubchem_05_fd68ae63e4	81	xyz	pubchem3d:385902:C27H52O2
chno_xyz/n081_pubchem_06_8dd999607d	81	xyz	pubchem3d:90429306:C27H52N2
chno_xyz/n081_pubchem_07_67ab4a73de	81	xyz	pubchem3d:91412452:C27H52N2
chno_xyz/n081_pubchem_08_dfc22690f2	81	xyz	pubchem3d:123925324:C27H52N2
chno_xyz/n081_pubchem_09_4df2475f9b	81	xyz	pubchem3d:123974890:C27H52N2
chno_xyz/n081_pubchem_10_e328a7f6a4	81	xyz	pubchem3d:126658085:C27H52N2
chno_xyz/n082_pubchem_01_af73e2cd4e	82	xyz	pubchem3d:633753:C27H53NO
chno_xyz/n082_pubchem_02_fa35f61d12	82	xyz	pubchem3d:90670992:C28H52N2
chno_xyz/n082_pubchem_03_584830c489	82	xyz	pubchem3d:139254515:C28H52N2
chno_xyz/n082_pubchem_04_4b9ab79d10	82	xyz	pubchem3d:12522487:C28H52N2
chno_xyz/n082_pubchem_05_2f79412de1	82	xyz	pubchem3d:129777040:C28H52O2
chno_xyz/n082_pubchem_06_faaa840cdb	82	xyz	pubchem3d:129828979:C28H52O2
chno_xyz/n082_pubchem_07_e28d92233f	82	xyz	pubchem3d:11293077:C28H52O2
chno_xyz/n082_pubchem_08_1dd90080c5	82	xyz	pubchem3d:18604858:C28H52O2
chno_xyz/n082_pubchem_09_fa8ea4026b	82	xyz	pubchem3d:18604863:C28H52O2
chno_xyz/n082_pubchem_10_f9fc781952	82	xyz	pubchem3d:18633601:C28H52O2
chno_xyz/n083_pubchem_01_c8463dccc6	83	xyz	pubchem3d:71003188:C28H53NO
chno_xyz/n083_pubchem_02_72b9d0fab8	83	xyz	pubchem3d:118689442:C28H53NO
chno_xyz/n083_pubchem_03_1b8fa1d8e7	83	xyz	pubchem3d:46232796:C27H54N2
chno_xyz/n083_pubchem_04_db0bbbeeb0	83	xyz	pubchem3d:71352925:C27H54N2
chno_xyz/n083_pubchem_05_fac385c0ac	83	xyz	pubchem3d:13387441:C27H54N2
chno_xyz/n083_pubchem_06_3636ec53cd	83	xyz	pubchem3d:141332237:C28H53NO
chno_xyz/n083_pubchem_07_5d31ae00cf	83	xyz	pubchem3d:146427077:C28H53NO
chno_xyz/n083_pubchem_08_5372200843	83	xyz	pubchem3d:167109862:C28H53NO
chno_xyz/n083_pubchem_09_a0aec4fde8	83	xyz	pubchem3d:167156556:C28H53NO
chno_xyz/n083_pubchem_10_6836cd8f3d	83	xyz	pubchem3d:169676753:C28H53NO
chno_xyz/n084_pubchem_01_02dc8c51ca	84	xyz	pubchem3d:20567352:C28H54N2
chno_xyz/n084_pubchem_03_123c7b3245	84	xyz	pubchem3d:12268267:C28H54O2
chno_xyz/n084_pubchem_04_11d31b552f	84	xyz	pubchem3d:22215397:C29H53NO
chno_xyz/n084_pubchem_05_c2d4a0e6f7	84	xyz	pubchem3d:13938522:C29H53NO
chno_xyz/n084_pubchem_05_f7a71d38d6	84	xyz	pubchem3d:70911473:C28H54N2
chno_xyz/n084_pubchem_06_3ba774bb14	84	xyz	pubchem3d:87313314:C28H54N2
chno_xyz/n084_pubchem_07_6ff3692cec	84	xyz	pubchem3d:90429304:C28H54N2
chno_xyz/n084_pubchem_08_300b4c73be	84	xyz	pubchem3d:90429309:C28H54N2
chno_xyz/n084_pubchem_09_858668bd1a	84	xyz	pubchem3d:117907899:C28H54N2
chno_xyz/n084_pubchem_10_be658f7d8b	84	xyz	pubchem3d:118102469:C28H54N2
chno_xyz/n085_pubchem_01_584bf137ab	85	xyz	pubchem3d:129682250:C29H54O2
chno_xyz/n085_pubchem_02_a11157c0ba	85	xyz	pubchem3d:134871874:C28H55NO
chno_xyz/n085_pubchem_03_445bda57c0	85	xyz	pubchem3d:134882005:C28H55NO
chno_xyz/n085_pubchem_04_8abb972200	85	xyz	pubchem3d:20543090:C28H55NO
chno_xyz/n085_pubchem_05_bc2102717e	85	xyz	pubchem3d:24851327:C29H54N2
chno_xyz/n085_pubchem_06_22b0467931	85	xyz	pubchem3d:54259726:C29H54O2
chno_xyz/n085_pubchem_07_dd340d2396	85	xyz	pubchem3d:58771199:C29H54O2
chno_xyz/n085_pubchem_08_a12d2e9213	85	xyz	pubchem3d:58823373:C29H54O2
chno_xyz/n085_pubchem_09_bd7c3a4ac8	85	xyz	pubchem3d:71095191:C29H54O2
chno_xyz/n085_pubchem_10_df2a61b6c8	85	xyz	pubchem3d:71095193:C29H54O2
chno_xyz/n086_pubchem_01_1a35118118	86	xyz	pubchem3d:46232797:C28H56N2
chno_xyz/n086_pubchem_02_a2b0647d9d	86	xyz	pubchem3d:20156695:C28H56N2
chno_xyz/n086_pubchem_03_73597a07e5	86	xyz	pubchem3d:68029940:C28H56N2
chno_xyz/n086_pubchem_04_da4d142001	86	xyz	pubchem3d:69189920:C28H56N2
chno_xyz/n086_pubchem_05_676587fce8	86	xyz	pubchem3d:69190294:C28H56N2
chno_xyz/n086_pubchem_06_a797e8fb05	86	xyz	pubchem3d:118689420:C29H55NO
chno_xyz/n086_pubchem_07_da3121ab0c	86	xyz	pubchem3d:123269813:C29H55NO
